,ART,FOOD,STORE,SIGN,WALKWAYS,SCREENS,INFODOWN,INFOUP,WIFI,ROADS,PARK,AIRTRAIN,LTPARKING,RENTAL,ALL
1838,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1839,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1840,5,4,6,4,4,4,6,6,6,4,6,6,4,6,4
1841,4,5,4,5,5,3,6,6,5,6,6,6,6,4,5
1842,3,5,4,5,4,5,3,3,5,4,4,4,5,6,4
1843,5,4,3,3,4,4,4,4,5,2,4,5,5,6,4
1844,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1845,4,6,5,5,5,5,6,6,6,4,6,6,6,6,4
1846,3,5,3,4,5,5,3,3,4,6,6,6,6,6,5
1847,4,3,6,4,5,5,0,0,5,5,4,6,4,6,4
1848,4,4,4,4,4,4,4,4,6,5,5,5,5,5,5
1849,5,5,5,5,6,5,6,6,5,6,6,5,5,6,5
1850,5,4,4,4,4,4,3,3,5,4,5,5,4,4,4
1851,4,3,4,4,4,4,4,4,4,3,4,3,4,3,4
1852,3,3,3,4,4,4,6,6,6,4,6,4,6,4,4
1853,3,3,3,4,4,4,3,3,1,4,2,2,4,6,4
1854,3,4,4,4,4,4,3,3,4,3,6,6,6,6,4
1855,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5
1856,5,4,3,3,4,4,6,6,3,5,2,4,2,2,4
1857,5,5,5,5,5,5,6,6,5,5,5,6,2,4,5
1858,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1859,4,3,3,5,5,5,6,6,4,5,6,5,6,6,4
1860,4,3,3,4,4,3,2,4,5,4,3,0,4,0,4
1861,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1862,4,6,6,3,4,4,6,6,4,4,3,2,6,3,3
1863,5,6,5,5,5,5,5,5,5,5,6,6,6,6,5
1864,0,0,0,5,5,0,0,0,0,5,6,0,0,2,3
1865,6,6,5,3,5,5,5,5,5,5,6,5,6,6,5
1866,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
1867,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1868,5,3,4,4,4,4,3,3,4,3,3,4,3,6,4
1869,3,4,2,4,4,4,3,3,4,3,3,2,3,2,4
1870,4,3,6,0,3,0,0,0,0,0,0,0,0,0,0
1871,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1872,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1873,6,4,6,6,4,3,4,3,3,6,6,6,6,6,4
1874,5,3,3,5,5,3,2,3,5,5,4,5,4,3,4
1875,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1876,6,3,3,3,6,4,6,6,4,6,6,6,6,6,3
1877,5,4,4,5,5,5,6,6,3,5,6,6,6,4,4
1878,3,3,4,4,5,4,6,6,6,6,6,6,6,6,4
1879,5,6,6,5,5,5,6,6,6,5,6,6,6,6,5
1880,4,4,4,4,4,3,6,6,3,5,2,4,6,4,4
1881,6,4,4,4,4,5,6,6,6,6,6,6,6,6,5
1882,5,5,6,5,5,5,6,6,6,6,6,6,6,6,5
1883,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5
1884,3,3,4,1,6,4,3,4,4,2,1,4,4,6,2
1885,4,4,4,4,5,5,6,5,5,6,6,6,6,6,5
1886,5,3,3,5,5,5,5,5,5,5,5,5,6,6,4
1887,5,5,5,5,5,5,5,5,5,5,5,0,5,0,5
1888,5,5,4,5,5,5,6,6,6,6,6,6,6,6,5
1889,4,4,4,3,4,4,4,4,5,4,2,4,4,4,4
1890,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4
1891,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3
1892,3,4,3,4,4,4,3,3,4,6,6,6,6,6,4
1893,3,4,4,4,4,4,4,6,6,4,6,6,6,6,6
1894,4,4,4,3,3,4,3,4,5,5,5,5,5,5,4
1895,4,4,4,4,5,5,4,4,5,4,5,5,6,5,5
1896,3,4,4,4,4,4,4,4,4,4,6,6,6,2,4
1897,3,4,3,5,5,5,4,5,5,3,3,3,3,3,4
1898,3,3,3,4,4,3,3,3,4,4,6,6,6,6,4
1899,5,4,3,5,4,4,6,6,5,4,5,2,6,1,4
1900,4,3,2,4,4,4,4,4,4,3,2,4,6,6,3
1901,3,3,3,4,3,4,3,3,3,6,6,6,6,6,3
1902,5,5,5,5,5,4,6,6,5,5,6,6,6,6,5
1903,5,5,5,5,5,5,5,5,3,5,6,6,6,6,4
1904,4,4,4,4,4,4,4,4,5,3,3,4,0,0,5
1905,3,4,4,5,5,5,5,5,3,4,6,5,5,5,5
1906,6,3,0,6,5,5,6,6,6,6,6,6,6,6,6
1907,4,4,4,4,4,4,4,4,4,0,0,4,0,0,4
1908,4,6,4,3,1,4,6,6,6,6,6,6,6,6,3
1909,6,6,4,4,0,5,6,6,4,6,6,6,6,6,4
1910,6,4,4,4,4,4,6,6,6,6,6,6,6,6,3
1911,5,6,3,3,4,4,5,6,6,6,6,6,6,0,5
1912,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5
1913,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5
1914,3,6,3,3,4,4,6,6,4,3,3,6,6,6,4
1915,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
1916,4,4,5,5,5,5,5,5,5,5,2,6,6,6,5
1917,5,3,3,4,5,4,6,6,5,6,6,4,6,6,4
1918,4,3,4,5,5,5,6,6,4,5,5,5,6,5,5
1919,5,3,3,4,4,4,3,3,3,4,4,4,4,4,4
1920,6,5,4,4,4,5,6,6,6,6,6,6,6,6,5
1921,6,5,5,5,5,5,5,5,5,6,6,6,6,6,5
1922,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1923,4,3,3,4,5,5,6,6,3,6,6,6,6,6,4
1924,4,4,5,4,4,3,6,6,3,6,6,6,6,6,4
1925,5,4,4,5,5,5,5,5,5,0,0,0,0,5,5
1926,5,3,5,5,5,5,5,5,5,6,6,6,6,6,5
1927,5,3,6,5,5,5,5,5,6,4,4,6,6,6,4
1928,4,3,4,4,4,3,2,4,5,6,6,6,6,6,4
1929,4,4,4,5,3,4,2,2,5,6,6,6,6,6,4
1930,6,6,6,4,4,4,3,3,2,0,4,5,0,0,4
1931,4,4,5,4,5,5,3,5,5,6,6,6,6,5,5
1932,5,6,5,5,5,3,5,6,5,6,6,5,6,6,4
1933,5,3,3,5,3,4,6,6,1,5,3,5,6,6,4
1934,4,4,3,5,4,4,6,6,4,5,4,5,4,6,4
1935,4,4,3,4,4,4,6,6,5,2,3,3,6,6,4
1936,4,4,4,4,4,4,4,4,4,3,3,6,3,2,4
1937,4,3,3,3,3,3,3,3,6,3,3,3,1,3,3
1938,5,4,4,4,4,5,6,6,6,3,3,4,6,4,4
1939,5,5,5,4,5,5,0,6,6,6,6,6,6,6,4
1940,5,4,4,4,4,4,6,6,4,6,6,6,6,6,4
1941,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4
1942,1,4,4,5,5,5,5,5,6,6,6,6,6,6,5
1943,5,5,4,5,5,5,5,5,6,5,2,5,6,6,5
1944,6,5,6,4,5,4,6,6,6,5,5,5,6,6,4
1945,4,5,4,4,3,3,3,3,5,4,3,3,2,6,5
1946,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
1947,2,6,2,5,5,4,4,4,4,4,6,4,6,6,0
1948,4,4,6,5,5,5,6,5,6,6,6,6,6,6,0
1949,4,3,4,0,5,5,5,5,6,4,4,1,6,6,4
1950,4,4,5,5,4,4,3,3,5,4,3,5,4,6,5
1951,5,6,3,3,3,3,3,3,1,2,3,2,6,6,3
1952,5,5,5,5,5,5,5,5,5,5,0,0,0,0,4
1953,4,4,4,5,5,5,6,6,6,2,6,4,6,4,4
1954,6,3,3,4,4,4,3,3,5,6,6,6,6,6,4
1955,4,6,4,4,4,4,4,4,4,4,6,6,6,6,4
1956,5,4,5,5,5,5,5,5,5,6,6,6,6,6,5
1957,5,5,5,5,5,5,5,5,4,6,6,6,6,6,5
1958,4,4,4,4,4,4,3,3,4,4,6,6,6,6,4
1959,2,4,4,5,5,5,6,6,6,6,6,6,6,6,4
1960,3,4,4,4,6,4,6,6,3,6,6,6,6,1,4
1961,5,4,4,4,4,2,4,6,4,3,3,5,6,5,4
1962,3,6,4,3,4,4,6,6,6,3,3,5,6,6,4
1963,5,2,3,4,4,4,6,6,4,6,6,5,6,5,4
1964,4,2,4,4,4,4,3,3,3,6,6,6,6,6,3
1965,5,4,4,4,3,4,6,6,3,5,5,6,3,6,5
1966,6,6,6,5,5,5,6,6,2,5,6,6,6,6,5
1967,3,2,4,1,5,5,2,6,6,6,6,6,6,6,3
1968,5,6,6,5,5,5,5,5,6,5,6,6,6,6,5
1969,4,3,4,4,5,4,6,6,4,4,6,6,6,6,4
1970,4,3,3,4,5,4,3,6,1,4,6,4,6,4,4
1971,3,2,2,3,3,2,3,3,1,3,3,6,6,6,3
1972,4,3,3,3,4,2,4,4,2,6,6,4,6,6,3
1973,0,0,0,4,4,5,0,0,0,5,0,5,0,0,4
1974,4,2,3,3,4,4,6,6,5,4,6,3,6,6,4
1975,4,3,6,4,4,4,6,6,4,4,6,6,6,6,4
1976,6,2,3,3,3,2,6,6,4,3,6,4,6,3,3
1977,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4
1978,6,4,4,4,4,5,6,6,2,6,6,6,6,6,4
1979,3,6,6,0,4,3,3,2,6,6,6,6,6,6,3
1980,5,4,4,5,3,4,2,2,1,4,5,5,6,3,4
1981,6,3,3,4,3,4,3,3,5,4,6,6,6,6,4
1982,6,6,4,3,5,5,6,6,6,6,6,6,6,6,4
1983,6,4,4,4,3,3,6,6,2,6,6,2,6,4,3
1984,5,3,3,3,4,3,6,6,6,6,6,6,6,6,4
1985,3,3,3,4,4,3,3,3,3,3,6,4,6,4,3
1986,3,3,4,3,4,4,3,3,4,4,3,3,4,4,4
1987,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3
1988,6,4,4,4,4,0,6,6,4,4,6,4,6,4,4
1989,6,6,6,5,5,5,5,5,5,6,6,6,6,6,5
1990,4,2,0,3,4,4,6,6,6,4,6,6,6,6,4
1991,4,4,4,4,4,4,6,6,5,0,0,0,0,0,4
1992,3,3,3,3,3,3,3,3,3,3,6,3,6,3,3
1993,5,4,4,5,5,5,4,4,5,5,6,5,6,6,4
1994,6,6,6,3,4,3,6,6,5,2,4,5,6,3,4
1995,6,3,3,3,3,3,6,6,6,3,6,6,6,6,3
1996,5,3,3,4,4,4,6,4,2,6,6,6,6,6,4
1997,4,3,3,4,4,3,6,6,6,6,6,3,6,6,4
1998,3,3,2,2,4,3,6,6,3,1,6,2,1,1,2
1999,4,2,3,3,2,3,3,3,6,6,6,3,6,6,3
2000,5,3,3,2,3,2,6,6,6,3,6,3,6,3,3
2001,4,2,3,4,4,4,4,4,5,4,3,4,4,4,4
2002,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
2003,4,3,4,4,4,0,6,6,4,4,6,3,6,6,4
2004,3,3,3,4,4,4,3,3,1,5,4,6,6,6,3
2005,6,4,4,4,5,5,6,6,2,4,3,4,3,6,4
2006,4,3,3,3,3,3,6,6,6,3,6,3,6,1,3
2007,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0
2008,5,4,3,4,4,4,6,6,6,4,4,4,5,3,4
2009,3,3,3,3,3,3,3,3,3,3,6,6,6,3,3
2010,3,3,3,4,4,4,3,0,3,3,3,0,0,0,4
2011,4,2,3,3,3,3,6,6,6,4,6,3,6,2,3
2012,5,5,5,4,5,5,6,6,6,4,6,4,6,6,5
2013,4,3,4,5,5,5,6,6,5,5,6,6,6,5,5
2014,4,4,6,5,5,4,4,4,6,5,6,6,6,6,4
2015,5,4,4,4,4,4,3,3,1,3,3,6,6,6,4
2016,5,3,4,4,5,6,6,5,6,6,6,6,6,4,4
2017,3,4,3,5,5,5,6,6,5,6,6,6,6,6,4
2018,3,3,4,4,4,5,6,6,6,6,6,6,6,6,3
2019,4,4,3,3,4,4,6,6,4,6,6,6,6,6,4
2020,3,3,3,4,4,4,6,4,5,6,6,6,6,6,4
2021,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5
2022,6,3,3,4,4,4,6,6,4,6,6,4,6,6,3
2023,6,3,3,4,6,4,6,6,6,6,6,6,6,6,3
2024,6,4,5,5,5,5,6,6,6,5,5,6,6,6,4
2025,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4
2026,5,4,4,5,5,5,6,6,6,6,6,4,6,6,5
2027,5,4,4,3,5,5,6,6,6,6,6,6,6,6,4
2028,4,4,4,3,4,5,6,6,0,6,6,6,6,6,4
2029,3,6,4,3,4,4,6,6,6,6,6,6,6,6,3
2030,6,6,4,4,4,4,6,6,0,6,6,6,6,6,4
2031,6,6,6,4,4,6,6,6,4,6,6,6,6,6,4
2032,4,4,4,4,4,4,6,6,6,5,6,6,6,5,4
2033,3,3,4,4,4,4,6,6,6,4,4,4,6,6,4
2034,5,4,3,2,5,3,6,6,6,1,4,6,4,6,4
2035,6,4,4,4,5,5,4,4,6,5,6,6,6,6,4
2036,6,3,4,5,4,4,4,4,4,5,5,5,6,4,5
2037,5,3,3,3,3,3,3,6,6,4,4,4,6,6,4
2038,5,5,5,5,5,5,6,6,5,4,5,5,6,4,5
2039,5,3,3,5,5,5,6,6,5,4,3,3,3,6,4
2040,4,3,3,4,4,3,3,3,4,5,5,5,5,5,5
2041,4,6,3,4,4,4,6,6,6,6,6,5,6,6,4
2042,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4
2043,3,3,3,4,5,4,4,4,6,4,4,4,6,2,3
2044,5,4,4,5,4,5,4,4,6,5,3,6,6,6,4
2045,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5
2046,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3
2047,6,3,3,3,4,4,6,6,6,4,6,4,6,6,3
2048,4,4,6,4,4,4,6,4,5,3,6,5,6,4,4
2049,3,6,3,5,5,6,5,5,5,5,3,3,1,1,3
2050,4,4,3,4,4,4,4,4,4,6,6,6,6,6,4
2051,6,4,4,4,6,4,6,6,5,3,6,6,6,6,4
2052,3,1,4,5,5,5,6,6,1,3,4,5,6,6,3
2053,6,4,6,5,5,6,6,6,6,4,6,4,6,3,3
2054,4,6,3,5,4,4,6,6,4,5,6,5,6,3,4
2055,4,6,6,4,4,4,6,6,6,5,6,5,6,5,5
2056,4,3,3,4,3,6,6,6,6,6,6,4,6,4,4
2057,4,4,6,4,5,4,6,6,6,4,4,4,6,5,4
2058,3,2,2,3,2,2,6,6,2,3,2,3,2,6,2
2059,3,3,3,3,3,3,3,3,4,6,6,6,6,6,4
2060,6,3,3,3,3,3,3,3,3,4,3,0,0,0,3
2061,2,3,3,3,4,4,6,6,5,6,6,4,6,6,3
2062,4,4,3,5,4,4,6,6,4,4,6,4,6,4,4
2063,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6
2064,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
2065,3,4,4,5,4,5,4,4,5,4,4,4,6,6,5
2066,3,3,3,4,3,4,3,3,4,3,3,4,0,4,3
2067,6,6,4,5,5,5,6,6,4,6,6,6,6,6,4
2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,4,6,4,4,4,4,6,6,4,6,6,6,6,6,4
2070,2,2,2,3,3,3,6,6,3,6,6,6,6,6,2
2071,4,5,5,5,5,5,5,5,5,6,6,5,6,6,5
2072,4,4,4,5,5,5,6,6,5,6,6,6,6,6,4
2073,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2074,4,4,5,5,3,5,3,3,5,6,6,6,6,6,4
2075,3,4,4,5,5,4,0,6,6,6,6,6,6,6,4
2076,5,6,5,5,5,5,5,5,5,5,6,4,6,6,5
2077,3,4,5,5,5,4,6,6,6,5,6,5,6,5,5
2078,4,3,3,5,5,5,6,6,5,4,6,6,6,6,4
2079,4,5,5,5,5,5,6,6,6,5,4,6,6,6,4
2080,3,2,2,3,3,3,3,3,6,3,6,3,6,2,3
2081,5,2,2,4,5,5,5,3,5,5,4,6,6,6,5
2082,5,5,5,5,5,5,4,4,4,5,5,5,4,5,0
2083,0,4,4,4,4,6,6,5,0,6,6,6,6,4,4
2084,4,4,4,5,5,5,4,4,3,3,3,5,6,6,5
2085,4,4,6,4,4,6,6,4,4,5,6,6,6,6,4
2086,5,5,5,4,5,5,6,6,6,5,5,5,6,5,4
2087,4,4,4,4,4,4,6,6,6,4,6,4,6,4,4
2088,4,4,3,4,5,5,6,6,6,5,6,5,6,4,4
2089,2,1,3,4,4,4,3,3,3,2,3,3,3,3,3
2090,4,3,6,2,3,3,6,6,3,3,6,4,6,3,3
2091,5,6,6,3,3,3,6,6,6,6,6,6,6,6,3
2092,6,6,4,4,4,4,6,6,5,6,6,6,6,6,4
2093,5,4,3,4,0,0,0,0,5,0,0,0,0,0,0
2094,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2095,4,6,6,5,6,6,6,6,6,5,6,5,6,6,5
2096,6,5,5,5,5,5,6,6,4,4,6,6,6,6,5
2097,4,4,4,4,4,4,6,6,5,5,6,6,6,6,4
2098,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4
2099,3,3,3,5,4,5,6,6,3,1,2,6,1,6,3
2100,3,6,4,4,3,4,4,4,6,5,6,6,6,6,4
2101,4,4,4,4,4,3,3,3,3,4,6,4,6,6,4
2102,4,3,3,5,5,5,3,3,4,4,6,5,6,6,5
2103,5,4,4,5,5,5,6,6,3,5,5,5,4,6,5
2104,3,3,3,3,4,4,5,5,5,4,4,4,4,4,4
2105,4,6,4,5,6,5,6,6,4,4,6,6,6,6,5
2106,4,4,4,5,4,6,6,6,6,4,6,3,6,5,5
2107,6,3,3,4,3,3,6,6,3,0,0,0,0,0,3
2108,5,3,4,5,5,5,4,4,5,5,4,5,4,4,5
2109,6,3,4,4,3,4,6,6,6,6,6,4,6,6,4
2110,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5
2111,4,3,4,4,4,4,3,3,4,4,3,4,4,6,4
2112,5,4,4,4,4,5,6,6,6,6,6,3,6,2,5
2113,3,4,3,4,4,4,4,4,6,6,6,6,6,6,4
2114,3,4,4,5,4,5,5,0,5,4,0,4,0,4,4
2115,3,3,3,4,4,0,6,6,3,0,0,3,0,0,0
2116,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2117,3,3,2,3,6,3,3,3,3,6,6,6,6,6,3
2118,0,5,5,5,5,0,0,0,0,0,0,0,0,0,4
2119,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5
2120,5,4,3,5,5,5,4,4,5,5,5,6,6,6,4
2121,4,3,3,4,4,4,6,6,6,6,6,6,6,6,4
2122,4,5,3,4,6,5,5,5,5,4,4,6,4,6,5
2123,3,3,3,4,4,4,3,3,6,4,6,4,6,3,3
2124,4,6,5,3,6,4,6,6,6,6,6,6,6,6,4
2125,4,5,4,2,4,5,5,5,6,6,6,6,6,1,4
2126,4,4,4,4,4,4,4,4,4,5,5,3,3,3,4
2127,5,5,5,5,5,5,5,5,5,4,4,4,4,4,1
2128,5,5,3,4,4,4,4,4,6,3,3,4,4,2,5
2129,4,3,2,4,4,0,6,6,4,4,4,6,4,6,4
2130,5,5,5,5,5,5,6,6,5,6,6,5,6,5,5
2131,5,5,5,5,5,5,6,6,5,5,6,6,6,5,5
2132,4,6,4,5,4,5,6,6,6,5,6,6,6,6,5
2133,6,6,6,0,4,6,6,6,4,4,6,6,6,6,4
2134,4,6,4,2,5,2,5,5,5,6,6,6,6,6,4
2135,4,3,4,5,5,5,6,6,4,6,6,6,6,6,4
2136,4,3,3,4,3,4,3,3,2,4,4,3,3,3,3
2137,5,4,4,4,4,4,6,5,4,6,6,6,6,6,4
2138,5,3,3,3,4,4,6,6,3,3,3,4,3,4,4
2139,5,4,3,4,4,4,4,4,4,3,3,6,6,3,4
2140,3,3,3,2,3,2,2,2,4,6,6,6,6,6,3
2141,4,2,2,4,4,4,4,4,4,4,3,4,4,4,4
2142,3,4,4,4,3,4,6,6,5,5,6,4,6,4,4
2143,5,4,4,4,5,4,6,6,6,6,6,6,6,6,4
2144,4,5,4,4,5,5,6,6,1,5,5,5,6,6,4
2145,4,4,4,4,4,4,6,6,4,6,6,6,6,6,4
2146,5,5,6,4,5,6,6,6,6,4,6,6,6,6,5
2147,2,3,6,4,4,4,6,6,6,6,6,6,6,6,4
2148,3,4,4,4,5,5,6,6,6,6,6,6,6,6,4
2149,5,4,4,3,4,4,6,6,4,6,6,6,6,6,4
2150,5,5,6,5,5,5,6,6,6,6,6,6,6,6,5
2151,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2152,4,4,4,4,5,4,5,5,3,6,6,6,6,6,4
2153,4,3,2,4,4,4,4,4,4,3,3,5,5,6,4
2154,3,4,4,5,5,5,4,4,6,6,6,6,6,6,4
2155,4,2,2,4,4,4,6,6,4,4,6,6,6,6,3
2156,4,4,4,4,3,3,3,3,2,4,4,5,6,4,4
2157,4,6,6,4,4,4,4,4,4,6,6,6,6,6,3
2158,4,3,3,2,2,5,6,6,6,3,6,5,6,6,4
2159,4,3,3,4,4,5,4,4,6,4,6,5,6,6,4
2160,6,4,4,5,5,5,6,6,5,6,6,6,6,6,4
2161,5,3,4,5,5,5,4,4,5,5,6,6,6,6,5
2162,6,4,4,4,4,3,3,3,6,6,6,6,6,6,4
2163,6,6,5,6,5,6,6,5,6,6,6,6,6,3,3
2164,5,4,6,5,5,4,6,6,5,6,6,6,6,6,4
2165,5,3,3,0,0,3,2,6,3,3,4,4,6,3,3
2166,4,3,4,3,2,4,4,6,6,6,6,6,6,4,4
2167,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
2168,2,4,4,0,3,3,3,3,3,3,0,4,0,0,3
2169,4,5,3,3,4,0,6,6,5,6,6,6,6,6,4
2170,6,6,3,4,4,4,4,4,4,4,6,6,6,6,4
2171,3,3,3,5,5,5,5,5,5,5,2,3,6,6,6
2172,3,3,4,4,5,5,5,5,5,6,6,6,6,6,4
2173,3,4,4,4,5,5,6,6,1,6,6,6,6,6,4
2174,5,6,6,5,5,5,5,5,6,6,6,6,6,6,5
2175,3,6,5,5,5,5,5,5,6,5,6,5,5,5,5
2176,3,2,4,4,4,5,2,2,4,3,2,2,6,1,4
2177,5,6,6,3,4,4,6,6,6,5,5,5,6,5,4
2178,6,6,6,1,4,4,6,6,4,6,6,6,6,6,4
2179,5,6,6,5,5,5,6,6,6,4,6,6,6,6,5
2180,0,0,2,5,5,0,0,0,0,5,5,6,6,6,3
2181,5,5,5,5,5,5,5,5,2,5,5,5,6,6,4
2182,3,3,3,2,4,4,2,6,1,6,6,6,4,6,3
2183,5,5,5,5,5,4,6,6,6,4,6,5,6,5,5
2184,6,6,5,5,5,5,5,5,5,5,5,5,6,3,4
2185,3,3,3,4,4,4,4,4,3,6,6,6,6,6,0
2186,5,5,4,4,4,3,6,6,6,6,6,6,6,6,4
2187,5,2,3,4,5,5,6,6,4,6,6,6,6,6,4
2188,5,1,1,3,3,3,3,3,2,3,3,3,3,3,3
2189,6,4,6,2,4,3,6,6,5,6,6,6,6,6,4
2190,3,3,3,5,6,4,6,6,1,6,6,6,6,6,4
2191,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5
2192,3,2,1,4,4,3,3,5,5,4,6,6,6,6,3
2193,2,1,2,3,3,4,6,6,5,6,6,6,6,6,3
2194,2,3,3,3,3,3,2,2,2,6,6,3,6,3,3
2195,5,6,0,5,5,5,5,5,6,6,6,6,6,6,5
2196,5,3,3,4,4,4,6,6,5,5,6,6,6,6,5
2197,3,3,3,5,5,5,5,5,3,5,5,5,6,5,4
2198,6,6,3,2,4,4,4,6,5,6,6,6,6,6,3
2199,4,6,3,4,5,5,6,6,3,6,6,6,6,6,4
2200,4,3,3,3,3,6,6,4,4,6,6,6,6,6,4
2201,6,6,6,6,6,6,6,6,1,2,6,6,6,6,5
2202,5,5,4,5,5,5,6,6,6,6,6,6,6,6,6
2203,5,2,1,5,5,5,5,5,5,2,2,2,2,1,4
2204,5,4,5,4,5,5,6,6,5,6,6,6,6,6,4
2205,4,4,4,4,3,3,6,2,3,6,6,6,6,6,3
2206,6,6,6,4,5,5,6,6,5,5,6,6,6,6,5
2207,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2208,3,3,2,4,4,4,4,4,5,3,6,6,6,6,3
2209,5,5,5,5,5,5,5,5,5,6,6,3,6,6,5
2210,3,4,3,4,4,4,3,3,3,4,6,6,6,6,4
2211,5,5,4,5,5,5,6,6,5,6,6,5,6,6,5
2212,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4
2213,6,6,6,5,5,5,5,5,5,5,6,5,6,6,5
2214,4,4,4,4,5,5,5,3,3,6,6,6,6,6,3
2215,4,3,3,5,5,5,4,4,5,0,0,0,0,0,4
2216,3,2,2,4,3,3,3,3,5,3,3,3,3,3,3
2217,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2218,5,5,6,5,5,5,6,5,6,6,6,6,6,6,5
2219,6,4,4,5,5,5,6,6,5,6,6,6,6,6,5
2220,4,5,6,5,5,4,6,6,6,5,6,5,6,4,5
2221,6,5,6,5,3,4,6,6,1,3,6,6,6,6,5
2222,4,4,3,6,3,2,6,6,3,3,3,3,3,6,4
2223,5,5,5,5,5,5,5,5,5,5,5,6,5,6,5
2224,6,3,3,3,3,3,3,3,3,6,6,6,6,6,3
2225,3,3,6,6,3,3,3,3,3,6,6,6,6,6,5
2226,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6
2227,5,6,6,5,5,4,5,5,5,5,5,6,6,6,5
2228,4,4,4,4,4,5,5,5,4,4,4,4,4,3,4
2229,5,4,4,5,5,5,5,5,5,5,6,6,6,6,5
2230,6,4,4,3,3,3,6,6,5,4,4,6,6,6,4
2231,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2232,4,5,4,4,5,3,4,3,5,4,4,6,6,6,4
2233,5,6,6,5,4,5,6,6,6,6,6,6,6,6,4
2234,4,6,6,5,5,4,6,6,4,6,6,6,6,6,4
2235,3,4,3,3,3,3,6,6,6,6,6,6,6,6,4
2236,4,2,2,2,4,4,4,4,6,4,4,5,4,6,4
2237,4,3,3,4,4,4,4,4,4,4,2,2,2,6,4
2238,5,4,3,5,5,5,6,6,1,6,6,6,6,6,4
2239,5,2,3,4,4,4,4,4,6,6,6,6,6,6,4
2240,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2241,5,5,5,5,5,5,5,5,5,4,4,6,6,6,5
2242,5,4,4,5,5,5,6,6,5,6,6,6,6,6,5
2243,4,4,4,4,4,4,6,6,4,4,6,4,6,3,4
2244,3,4,4,5,4,5,6,6,5,6,6,6,6,6,4
2245,5,3,4,4,4,3,6,4,4,4,2,4,2,2,3
2246,4,3,3,4,3,4,3,3,4,3,6,4,6,3,3
2247,3,3,3,4,4,3,3,3,4,0,0,0,0,0,4
2248,5,5,5,5,5,5,6,6,6,5,6,6,6,6,5
2249,5,3,2,5,5,5,6,6,6,5,6,4,6,5,4
2250,5,6,3,4,4,4,4,4,4,4,4,4,4,4,4
2251,4,3,3,4,4,6,6,6,3,2,6,4,6,2,3
2252,3,4,4,5,5,5,6,6,5,6,6,6,6,6,4
2253,0,0,0,4,4,4,0,0,0,4,4,0,0,0,4
2254,3,6,4,3,3,3,3,3,4,0,0,0,0,0,3
2255,5,5,5,5,5,4,6,6,6,5,4,5,6,3,5
2256,5,5,4,3,4,4,6,6,6,3,6,6,6,6,4
2257,5,4,4,5,5,5,5,5,5,5,5,4,4,4,4
2258,6,6,3,3,4,4,3,3,6,6,6,6,6,6,3
