,ART,FOOD,STORE,SIGN,WALKWAYS,SCREENS,INFODOWN,INFOUP,WIFI,ROADS,PARK,AIRTRAIN,LTPARKING,RENTAL,ALL
102,6,3,5,5,5,5,6,6,4,5,5,6,5,6,4
103,6,6,5,4,4,5,6,6,6,6,6,6,6,6,3
104,6,6,6,6,6,5,6,6,6,6,6,6,3,6,5
105,4,3,4,4,4,4,4,4,4,6,6,6,6,6,4
106,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
107,5,3,4,5,5,5,3,3,6,5,4,6,4,4,4
108,3,3,3,5,5,4,6,6,6,6,6,6,6,6,4
109,6,6,3,5,5,5,5,5,6,6,6,6,6,6,5
110,4,4,4,5,5,5,6,6,1,6,6,6,6,6,4
111,6,4,4,5,5,5,6,6,3,6,6,6,6,6,4
112,6,6,6,4,4,5,6,4,6,6,6,6,6,6,4
113,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4
114,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
115,5,6,5,3,4,5,6,5,5,6,6,6,6,6,5
116,5,6,6,4,5,5,6,6,6,6,6,6,6,6,5
117,3,1,6,1,4,3,6,6,6,6,6,6,6,6,4
118,4,6,6,5,4,4,6,6,6,6,6,6,6,6,4
119,3,4,6,2,4,4,6,6,5,6,6,6,6,6,4
120,5,4,3,4,4,4,6,6,4,6,6,6,6,6,5
121,5,2,6,4,5,3,6,6,5,6,6,6,6,6,4
122,3,4,4,3,3,4,4,4,4,6,6,6,6,6,4
123,5,4,6,5,5,5,6,6,6,6,6,6,6,6,5
124,5,3,3,3,4,4,6,6,4,4,6,6,6,6,4
125,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4
126,4,4,4,5,5,5,5,5,6,4,5,5,5,4,5
127,5,5,5,5,5,5,5,5,6,3,6,4,6,0,4
128,0,2,3,4,4,3,3,3,4,6,6,6,6,6,3
129,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
130,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
131,4,2,0,4,5,5,4,4,4,4,4,4,4,0,0
132,4,4,4,4,5,4,0,4,6,0,0,0,0,0,4
133,6,6,6,6,6,6,6,6,6,0,0,0,0,0,6
134,0,0,0,0,0,0,0,0,0,4,3,4,3,4,3
135,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4
136,4,3,3,4,4,3,5,4,4,6,6,6,6,6,4
137,5,4,4,4,4,3,3,4,4,4,4,4,6,4,4
138,5,4,4,4,4,4,6,6,3,5,6,4,6,4,4
139,5,6,0,3,3,3,4,6,5,4,4,6,4,6,4
140,3,3,3,2,4,3,3,3,1,4,6,4,6,6,3
141,6,3,6,3,3,3,3,6,6,6,6,6,6,6,3
142,6,3,3,6,4,4,6,6,4,6,6,6,6,6,4
143,4,2,4,0,4,4,0,4,4,4,0,4,0,1,0
144,6,6,6,2,3,2,2,6,6,6,6,6,6,6,3
145,6,6,0,5,5,5,5,5,6,6,6,6,6,6,6
146,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4
147,5,4,6,3,4,3,6,6,6,6,6,6,6,6,4
148,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
149,5,6,6,6,5,6,6,6,6,6,6,6,6,6,6
150,5,4,4,5,5,5,5,5,1,0,0,0,0,0,5
151,3,3,3,4,5,5,5,5,3,0,0,0,0,0,4
152,3,3,3,4,4,3,3,3,4,6,6,6,6,6,3
153,3,3,3,4,4,4,6,6,6,6,6,6,6,6,3
154,6,4,4,4,4,3,6,6,2,6,6,4,6,4,4
155,2,3,3,2,3,2,1,1,1,6,6,5,6,5,3
156,6,3,3,3,4,4,6,4,0,6,6,5,6,6,4
157,6,4,6,2,4,3,3,6,5,6,6,6,6,6,4
158,3,3,3,3,3,3,3,6,1,6,6,6,6,6,3
159,4,3,0,3,4,4,3,3,6,4,6,6,6,6,4
160,2,3,3,0,3,2,6,6,3,6,6,6,6,6,3
161,4,3,3,3,3,3,3,3,1,6,6,6,6,6,3
162,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6
163,1,2,2,4,4,4,6,6,1,6,6,6,6,6,3
164,5,5,6,3,4,5,3,3,6,4,3,6,6,6,4
165,4,4,4,5,5,5,4,4,4,4,4,6,5,6,4
166,3,4,6,5,5,5,6,6,6,0,0,0,0,0,4
167,4,4,4,5,3,4,6,6,4,6,6,6,6,6,4
168,4,5,5,5,5,5,6,6,5,6,6,6,6,6,5
169,3,3,2,3,3,3,2,2,5,6,6,4,6,6,0
170,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
171,3,3,4,3,4,4,4,4,4,6,6,6,6,6,4
172,4,3,3,4,4,4,4,4,4,3,2,3,6,2,4
173,3,3,3,3,3,3,3,3,2,6,6,6,6,6,3
174,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
175,4,3,3,5,3,4,5,6,1,4,4,5,6,4,4
176,5,4,4,4,4,4,6,6,5,6,6,4,6,4,5
177,5,5,5,5,5,5,6,6,5,5,4,5,6,5,5
178,4,4,3,4,4,3,6,6,5,4,5,5,5,2,4
179,3,2,2,3,3,3,3,3,1,6,6,6,6,6,3
180,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4
181,5,4,4,4,4,4,6,6,6,6,6,4,6,6,4
182,5,5,5,4,4,4,3,6,3,6,6,6,6,6,4
183,4,3,3,3,3,5,6,6,4,3,3,3,6,6,3
184,3,4,3,4,4,4,6,4,3,3,6,4,6,4,4
185,5,3,2,3,3,4,4,4,5,4,3,5,5,2,4
186,6,4,6,4,4,4,6,6,5,6,6,6,6,6,4
187,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
188,5,6,6,5,6,6,6,6,6,6,6,6,6,6,5
189,6,6,6,4,6,4,3,6,6,6,6,6,6,6,4
190,5,5,6,5,6,6,6,6,5,6,6,6,6,6,5
191,3,4,3,4,4,5,6,6,4,6,6,6,6,6,4
192,6,4,4,4,4,0,3,6,5,6,6,5,6,6,4
193,4,6,6,4,4,4,6,6,5,6,6,5,6,6,6
194,4,2,2,3,4,4,4,4,5,4,3,6,6,6,4
195,6,6,6,4,4,4,6,6,5,6,6,4,6,6,4
196,6,6,4,5,5,4,6,6,4,6,6,5,6,6,4
197,4,3,2,4,3,3,3,3,4,6,6,3,6,3,4
198,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
199,6,6,6,4,4,5,5,5,6,5,6,6,6,6,5
200,3,3,3,4,3,4,4,4,3,4,3,3,3,3,3
201,4,5,5,5,4,5,6,6,5,5,6,5,6,5,5
202,6,6,6,5,6,5,6,6,5,5,6,6,6,5,5
203,6,4,6,4,4,4,3,3,5,6,6,4,6,6,4
204,6,6,6,6,4,4,4,4,2,6,6,6,6,6,4
205,3,6,3,4,4,4,3,6,1,6,6,6,6,6,4
206,6,6,5,4,5,5,5,5,3,6,6,6,6,6,4
207,6,3,3,2,3,2,6,6,1,4,4,4,6,6,3
208,4,5,4,4,4,5,4,4,4,6,6,4,6,6,4
209,6,3,0,0,0,0,0,0,0,0,0,0,0,0,3
210,3,4,5,5,3,4,6,4,4,5,3,6,3,3,4
211,3,3,4,5,5,4,4,4,6,4,6,5,6,6,4
212,4,4,5,5,6,4,6,5,6,4,6,6,6,6,5
213,6,5,3,3,5,5,6,6,6,4,5,6,6,6,4
214,5,5,5,5,5,5,6,6,6,3,6,4,6,4,4
215,5,4,2,0,4,4,6,6,4,5,4,5,6,6,4
216,3,5,6,5,6,5,6,6,5,6,6,6,6,6,5
217,4,4,4,4,4,4,6,6,4,4,6,4,6,4,4
218,4,6,6,5,6,4,6,6,6,6,6,6,6,6,5
219,3,3,6,4,4,4,0,6,6,6,6,6,6,6,4
220,3,3,3,3,6,3,3,3,3,0,0,0,0,0,0
221,5,5,5,5,5,5,6,6,6,6,6,5,6,5,5
222,3,3,3,4,3,2,0,2,3,3,3,4,3,3,4
223,3,5,5,5,4,4,6,6,4,5,6,5,6,6,4
224,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
225,6,3,3,3,3,3,6,6,6,6,6,6,6,6,3
226,3,6,4,5,3,3,6,6,4,6,6,4,6,4,4
227,5,4,4,5,5,5,5,5,6,5,6,6,6,6,5
228,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3
229,3,3,3,3,4,4,1,6,5,3,6,4,6,5,3
230,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
231,3,4,3,3,4,6,6,0,5,4,6,5,6,3,4
232,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4
233,3,3,3,4,6,3,6,6,4,6,6,6,6,6,4
234,5,4,4,2,5,5,5,5,6,6,6,5,6,6,4
235,2,3,3,1,3,3,2,2,0,4,4,4,4,4,4
236,6,4,4,4,5,4,6,6,1,6,6,6,6,6,4
237,6,6,6,4,4,4,6,6,6,6,6,6,6,6,4
238,4,3,4,0,4,5,6,6,4,4,6,3,6,2,4
239,4,6,6,5,4,4,6,6,6,6,6,6,6,6,5
240,6,6,6,5,5,4,6,6,6,6,6,6,6,6,4
241,4,4,6,5,4,0,6,6,5,4,3,5,3,6,4
242,3,3,3,4,4,4,4,4,6,4,6,4,6,4,4
243,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
244,4,3,3,5,5,5,5,5,6,4,6,6,6,6,4
245,6,4,4,5,5,5,6,6,5,6,6,5,6,6,5
246,3,3,3,3,3,3,3,3,3,6,6,6,6,6,3
247,6,4,4,4,4,4,6,6,6,6,6,6,6,6,4
248,5,4,4,4,4,4,3,2,4,5,6,5,6,2,4
249,4,2,2,3,3,3,3,3,4,2,2,4,6,3,3
250,6,5,4,4,4,4,4,4,4,4,4,6,6,4,4
251,4,3,3,3,3,3,3,3,4,6,6,4,6,6,4
252,5,3,3,4,3,4,6,4,0,4,6,2,6,6,4
253,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4
254,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5
255,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5
256,4,5,4,4,4,4,4,4,4,4,5,4,4,4,5
257,3,4,4,5,5,5,5,5,6,5,6,5,6,5,5
258,4,3,6,0,4,3,6,4,4,6,6,6,6,6,4
259,6,4,5,5,5,5,5,5,4,5,6,5,6,5,5
260,5,3,4,3,4,4,6,6,4,6,6,6,6,6,5
261,5,0,3,5,5,5,6,6,6,4,6,6,6,6,5
262,5,3,6,5,5,4,6,6,4,5,4,6,4,6,4
263,4,3,3,3,3,3,0,6,6,2,6,4,6,6,4
264,4,2,3,3,3,3,6,6,4,3,4,6,6,6,3
265,3,3,3,4,3,4,6,6,6,4,4,4,4,3,4
266,4,4,4,4,4,3,3,3,6,4,4,6,6,6,4
267,5,3,3,4,5,4,4,4,6,4,4,6,6,6,4
268,4,6,6,4,4,5,5,5,6,6,6,6,6,6,5
269,4,4,4,3,5,5,4,4,5,4,4,5,6,6,5
270,6,6,4,5,6,5,6,6,6,6,6,6,6,6,5
271,3,4,3,4,6,4,6,6,3,4,6,6,6,6,4
272,3,3,6,3,3,3,3,3,3,6,6,6,6,6,3
273,5,4,6,5,5,5,4,4,6,6,6,6,6,6,4
274,5,6,4,4,4,4,6,6,6,4,4,6,6,6,4
275,6,2,3,4,4,4,3,3,6,4,2,3,6,6,3
276,6,4,4,4,0,4,6,6,6,4,6,6,6,6,4
277,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4
278,4,3,3,4,4,3,4,4,0,6,6,6,6,6,0
279,4,3,6,5,5,5,6,6,6,5,6,5,6,6,5
280,6,6,4,5,5,5,4,4,6,6,6,6,6,6,4
281,6,3,3,4,3,4,6,6,5,4,3,6,6,6,4
282,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,3,6,6,3,2,3,3,3,6,3,2,2,6,2,3
285,6,6,6,6,3,3,6,6,1,3,6,6,6,6,2
286,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4
287,6,3,3,3,6,4,6,6,2,6,6,6,6,6,3
288,4,4,4,4,4,4,4,4,4,6,6,6,6,6,0
289,3,3,3,4,4,4,6,6,6,6,6,6,6,6,4
290,4,4,3,3,3,4,6,6,4,4,6,4,6,4,4
291,6,2,5,5,5,4,6,6,5,6,6,5,6,6,4
292,2,3,2,4,4,4,3,3,6,4,6,4,6,3,3
293,3,4,3,3,3,3,2,2,2,4,4,4,3,3,3
294,3,4,4,4,4,4,6,6,6,6,6,6,6,6,4
295,3,1,2,3,4,3,6,6,2,3,3,3,3,3,2
296,6,4,4,5,6,5,6,6,5,6,6,6,6,6,5
297,6,3,4,4,4,4,6,6,6,6,2,6,4,6,4
298,5,3,6,5,5,5,6,6,6,6,6,6,6,6,5
299,3,6,6,2,4,4,6,6,6,6,6,6,6,6,2
300,5,4,4,4,4,4,4,4,4,4,6,5,6,3,4
301,6,6,4,4,4,4,4,4,6,4,6,4,4,4,4
302,4,6,3,4,4,4,4,0,6,2,0,4,0,3,3
303,6,5,6,5,6,5,5,5,6,6,6,6,5,6,5
304,2,3,3,4,3,3,6,6,4,3,2,6,6,6,3
305,6,6,6,4,5,5,6,6,6,6,6,5,6,6,5
306,6,6,5,5,6,5,6,6,3,5,6,5,6,2,5
307,6,6,6,0,4,3,6,6,5,6,6,6,6,6,4
308,4,4,6,5,5,5,6,6,5,6,6,6,6,6,5
309,4,4,3,4,4,4,3,3,2,2,2,3,6,6,4
310,5,6,6,5,5,5,6,6,6,6,6,6,6,6,5
311,6,6,6,3,6,3,6,6,6,3,6,6,6,6,3
312,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
313,6,4,6,5,5,5,6,6,5,4,6,6,6,6,5
314,3,3,3,2,6,6,6,0,2,3,6,6,6,6,3
315,5,3,3,5,4,4,6,6,4,4,6,6,6,0,4
316,3,4,3,3,3,3,3,3,3,3,3,4,3,4,3
317,4,4,4,4,4,4,4,4,4,6,6,5,6,6,4
318,4,4,6,5,5,4,6,5,2,6,6,5,6,6,4
319,4,4,4,5,4,4,4,4,3,4,6,6,6,6,4
320,3,3,4,2,3,2,2,2,5,6,6,6,6,6,3
321,0,5,6,6,4,5,6,6,0,4,4,4,4,4,4
322,3,2,4,5,5,5,5,5,3,5,5,5,3,5,4
323,4,6,6,4,6,4,6,6,4,6,6,6,6,6,4
324,6,6,0,2,3,3,3,3,5,6,6,6,6,6,3
325,4,3,3,5,5,4,5,5,1,3,4,4,4,4,3
326,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4
327,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4
328,4,3,4,4,4,4,4,4,4,3,4,4,0,0,4
329,6,6,6,4,4,3,6,6,6,3,6,6,6,6,4
330,5,6,4,5,5,5,6,5,6,6,6,6,6,6,5
331,5,6,3,4,4,4,6,4,6,6,6,6,6,6,4
332,4,4,4,4,5,5,6,6,4,3,6,4,6,3,4
333,4,6,6,5,5,4,6,6,3,6,6,6,6,6,4
334,5,3,4,2,6,3,3,3,6,6,6,6,6,6,4
335,5,4,3,3,3,3,2,2,4,6,6,6,6,6,4
336,4,3,3,5,5,5,5,4,4,6,6,6,6,6,4
337,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4
338,5,3,4,4,5,5,6,6,3,6,6,6,6,6,4
339,3,3,2,3,4,3,3,3,3,3,3,3,6,6,3
340,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
341,5,4,4,5,5,5,6,6,4,4,4,4,6,6,4
342,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4
343,4,4,3,3,3,4,4,4,4,4,3,3,6,6,0
344,4,6,3,2,3,3,6,6,6,6,6,6,6,6,3
345,4,4,4,5,5,5,4,4,4,6,6,6,6,6,5
346,3,6,6,3,3,4,3,3,3,6,6,6,6,6,4
347,6,3,3,4,5,4,6,6,2,6,6,6,6,6,4
348,5,4,3,3,3,4,3,4,4,5,4,4,4,4,4
349,3,4,4,3,4,3,3,3,3,6,6,6,6,6,4
350,3,2,3,3,4,4,6,6,6,6,6,6,6,6,3
351,6,6,6,3,4,4,0,0,0,6,6,6,6,6,3
352,6,6,0,5,5,4,3,3,5,6,6,6,6,6,4
353,5,4,4,5,5,5,4,6,0,6,6,6,6,6,0
354,4,3,3,5,5,4,4,0,6,4,6,6,6,6,4
355,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4
356,6,3,4,3,4,5,0,6,6,0,0,0,0,0,3
357,4,3,3,4,0,5,6,6,6,5,5,3,3,3,5
358,5,5,5,5,5,5,6,6,3,5,5,6,6,6,5
359,4,4,4,5,5,5,3,3,3,5,5,5,5,6,5
360,5,2,2,5,5,5,4,4,6,5,4,5,6,4,4
361,4,3,3,4,4,4,6,6,6,4,6,4,6,4,4
362,5,4,4,4,3,4,3,4,6,4,5,6,6,6,5
363,4,6,6,2,5,5,3,3,6,6,6,4,6,6,3
364,6,4,6,3,4,5,6,5,6,4,6,4,6,5,4
365,4,4,4,4,4,5,6,6,5,4,4,6,4,6,4
366,6,3,3,2,6,5,6,5,4,6,6,6,6,6,3
367,3,3,3,3,3,3,5,5,5,2,6,6,6,6,4
368,6,5,5,2,5,5,5,5,5,6,6,6,6,6,4
369,6,6,6,5,5,4,4,4,4,6,6,3,6,4,4
370,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
371,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
372,5,5,5,5,5,5,5,5,6,5,5,6,6,6,5
373,5,5,5,5,5,5,5,5,6,5,5,5,6,6,5
374,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5
375,6,6,6,6,4,4,4,4,6,6,6,6,6,6,4
376,5,5,5,5,5,5,4,4,5,4,4,4,4,6,5
377,4,4,4,4,4,4,6,6,6,4,4,6,6,0,4
378,5,5,6,5,5,5,5,5,6,5,5,5,6,6,5
379,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5
380,6,6,6,6,4,4,6,6,4,6,6,6,6,6,0
381,6,6,4,4,4,4,2,2,5,6,6,6,6,6,4
382,6,6,4,4,4,4,6,6,4,4,4,6,6,6,4
383,4,4,4,4,5,4,4,4,5,4,3,3,3,3,4
384,4,3,2,3,3,3,6,6,6,6,6,6,6,6,3
385,6,2,6,0,0,6,6,6,6,6,6,6,6,6,6
386,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4
387,5,4,5,2,5,2,5,5,0,5,4,4,5,3,3
388,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
389,4,4,4,4,4,4,3,3,4,0,0,0,0,0,4
390,6,3,3,4,3,5,6,6,5,6,6,6,6,6,4
391,5,4,5,5,5,6,6,6,6,6,6,6,6,6,5
392,6,5,5,5,5,4,4,4,6,4,4,4,4,4,4
393,6,6,6,5,5,5,6,6,6,4,4,6,6,3,4
394,3,3,4,5,5,5,4,4,3,4,6,6,6,6,4
395,4,4,4,5,5,5,4,4,5,0,0,0,0,0,4
396,4,3,4,5,5,4,4,4,2,4,4,5,3,4,5
397,0,4,0,5,5,5,0,0,2,5,4,0,0,0,4
398,5,4,4,5,5,5,5,5,6,5,5,6,6,6,5
399,4,4,4,4,4,4,4,4,4,6,6,6,6,6,0
400,6,6,4,4,4,4,6,6,4,4,6,4,6,6,4
401,5,2,2,3,4,4,1,1,3,6,6,3,0,6,3
402,6,6,4,4,4,4,6,6,5,3,3,3,6,6,4
403,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3
404,4,4,5,5,5,5,4,4,5,6,6,6,6,6,5
405,4,0,6,2,4,2,6,6,0,6,6,6,6,6,2
406,0,4,4,4,4,4,4,4,3,4,4,4,0,4,4
407,6,3,3,2,4,2,6,6,6,6,6,6,6,6,3
408,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6
409,4,4,4,4,3,4,6,6,6,6,6,6,6,6,4
410,5,5,4,4,4,5,6,6,4,4,4,6,6,6,5
411,4,4,4,5,4,4,6,6,6,6,6,6,6,6,4
412,3,2,2,2,2,3,6,6,6,6,6,6,6,6,3
413,6,6,6,5,4,4,6,6,6,6,6,6,6,6,4
414,5,3,6,4,4,4,6,3,2,3,6,5,6,6,4
415,6,6,0,0,3,3,3,3,6,6,6,6,6,6,3
416,3,6,6,4,4,4,3,3,6,6,6,6,6,6,3
417,4,4,4,4,4,4,4,4,4,5,6,6,6,6,5
418,6,6,6,5,5,5,6,6,6,5,4,6,6,6,5
419,0,3,3,0,4,5,4,4,4,4,4,4,4,4,5
420,5,4,2,5,5,5,5,5,1,5,0,5,0,5,4
421,4,4,2,5,5,5,4,4,3,5,5,5,4,5,4
422,6,6,3,4,4,4,6,6,4,6,6,6,6,6,4
423,5,5,4,4,4,4,6,6,6,4,2,4,6,4,2
424,6,4,4,5,5,5,5,5,5,6,6,6,6,6,4
425,5,5,5,5,5,4,4,4,6,4,4,6,6,6,5
426,3,3,2,3,3,2,6,6,3,0,0,0,0,0,0
427,4,3,3,4,4,4,6,6,6,6,6,6,6,6,4
428,1,2,2,4,3,3,3,3,4,3,4,3,6,2,3
429,3,6,6,4,4,4,4,4,6,6,6,6,6,6,4
430,4,4,3,4,4,5,2,2,6,3,4,5,4,4,4
431,3,4,2,3,3,3,0,0,3,3,3,3,6,3,3
