RESPNUM,CCGID,RUN,INTDATE,GATE,AREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,DEPTIME,ARRTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q2PURP4,Q2PURP5,Q2PURP6,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3GETTO4,Q3GETTO5,Q3GETTO6,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAYS,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8IMPROVE1,Q8IMPROVE2,Q8IMPROVE3,Q9BOARDING,Q9AIRTRAIN,Q9RENTAL,Q9FOOD,Q9RESTROOM,Q9ALL,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10SAFEA,Q10SAFEB,Q10SAFEC,Q11TSAPRE,Q12PRECHECKRATE,Q12PRECOM1,Q12PRECOM2,Q12PRECOM3,Q13COUNTY,Q13GETRATE,Q14FIND,Q14PASSTHRU,Q15PROBLEM,Q15PROBCOM1,Q15PROBCOM2,Q15PROBCOM3,Q16LIVE,Q17ST,Q17ZIP,Q17COUNTRY,HOME,Q18AGE,Q19GENDER,Q20INCOME,Q21FLY,Q22SJC,Q22OAK,LANG,WEIGHT,Location 1
684,277,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,3:30 PM,1,,,,,,8,,,,,,,1,1,1,2,1,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,,,,5,5,5,5,5,5,,,,5,24,1,,2,,,,,5,5,5,5,2,,,,3,TX,75378,US,11,5,2,3,2,2,2,1,0.8694341151,
685,278,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,3:00 PM,1,,,,,,4,,,,,,,2,1,2,2,2,2,5,6,4,5,5,5,6,6,6,5,5,6,6,3,5,,,,5,6,3,6,4,4,,,,5,,,,1,5,0,,,5,4,5,5,2,,,,3,TX,76017,US,11,6,2,4,1,1,2,1,0.8694341151,
686,279,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,3:15 PM,2,,,,,,2,,,,,,,1,0,0,0,2,4,0,4,4,4,6,4,2,4,6,3,6,3,6,4,4,,,,5,5,5,5,5,5,,,,4,,,,1,5,0,,,4,4,5,5,2,,,,3,TX,75082,US,11,3,2,3,2,2,2,1,0.8694341151,
687,280,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,2:44 PM,2,,,,,,6,,,,,,,2,2,1,2,1,1,4,4,0,4,4,4,6,6,3,4,6,4,6,4,4,,,,5,4,4,4,4,4,,,,4,,,,1,4,0,,,5,4,4,4,2,,,,3,TX,75063,US,11,4,1,3,2,2,2,1,0.8694341151,
688,281,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,2:45 PM,3,,,,,,5,,,,,,,2,1,1,2,4,2,5,4,4,5,5,5,4,4,6,6,4,3,6,6,5,263,260,,5,5,5,5,4,5,,,,4,,,,2,,,,,7,3,5,5,2,,,,1,CA,94109,US,1,5,1,3,3,3,3,1,0.8694341151,
689,282,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,3:00 PM,2,,,,,,14,,,,,,,2,2,2,2,1,1,4,4,4,3,6,3,6,6,6,6,6,6,6,6,4,,,,5,6,6,5,5,5,,,,4,,,,3,,,,,5,3,5,5,2,,,,3,TX,75432,US,11,3,2,1,2,2,2,1,0.8694341151,
690,283,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,3:00 PM,2,,,,,,14,,,,,,,2,2,1,2,1,3,4,4,4,4,4,3,6,6,6,6,6,6,6,6,4,,,,5,6,6,4,5,4,,,,5,6,,,2,,,,,5,4,5,5,2,,,,3,TX,75126,US,11,5,2,3,2,2,2,1,0.8694341151,
691,284,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,2:00 PM,1,,,,,,8,,,,,,,2,2,1,1,1,1,5,5,4,4,4,5,5,5,5,4,4,4,6,4,4,,,,4,4,4,4,4,4,,,,5,,,,2,,,,,4,3,4,4,2,,,,3,TX,76131,US,11,4,1,2,2,2,2,1,0.8694341151,
692,285,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,3:00 PM,2,,,,,,12,,,,,,,1,2,1,1,4,3,6,3,2,4,3,3,3,3,5,3,6,3,6,6,3,,,,4,4,4,4,4,4,,,,5,,,,2,,,,,5,4,5,3,2,,,,3,,,SPAIN,15,3,1,2,1,1,2,1,0.8694341151,
693,286,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,12:30 PM,1,,,,,,3,,,,,,,2,1,1,1,4,4,5,5,5,5,5,5,6,6,4,4,6,4,6,2,4,90,,,5,5,3,5,5,4,41,,,5,,,,1,5,0,,,11,4,5,5,2,,,,3,TX,76116,US,11,6,1,4,1,1,2,1,0.8694341151,
694,287,18041,4,58,D,2,2,1,1,8,1213,24,3,4,4:45 PM,2:45 PM,1,,,,,,4,,,,,,,2,2,1,2,3,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,,,,5,5,5,5,5,5,,,,5,,,,1,5,0,,,5,2,4,4,2,,,,3,TX,75204,US,11,3,1,4,1,1,1,1,0.8694341151,
695,288,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,2:15 PM,1,,,,,,4,,,,,,,2,1,1,2,2,1,4,4,5,4,4,3,4,4,4,4,3,4,4,4,4,,,,4,4,4,4,4,4,,,,4,,,,2,,,,,5,3,4,5,2,,,,1,CA,,US,3,3,1,4,2,2,1,1,0.8694341151,
696,289,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,2:15 PM,2,,,,,,7,,,,,,,1,2,2,2,1,1,4,6,6,4,6,4,4,4,4,4,4,4,4,4,4,,,,5,5,5,6,5,5,,,,5,1,,,2,,,,,6,5,5,5,2,,,,3,TX,78023,US,11,4,0,4,2,2,2,1,0.8694341151,
697,290,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,2:15 PM,2,,,,,,7,,,,,,,2,2,2,1,1,1,3,3,4,4,3,3,3,3,5,4,6,4,6,4,4,,,,4,4,4,4,4,4,,,,5,,,,2,,,,,6,4,5,4,2,,,,3,TX,78023,US,11,4,1,4,2,2,0,1,0.8694341151,
698,291,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,1:45 PM,1,2,,,,,15,,,,,,,1,2,1,1,4,1,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,204,,,3,3,3,3,3,3,,,,5,,,,2,,,,,9,5,3,3,1,12,,,3,TX,,US,11,3,1,3,2,2,1,1,0.8694341151,
699,292,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,1:35 PM,3,,,,,,1,2,,,,,5,1,0,0,0,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,900,,,5,5,5,5,5,5,,,,4,,,,1,5,0,,,8,5,5,5,2,,,,3,TX,75249,US,11,7,2,0,2,2,2,1,0.8694341151,
700,49,18004,3,40,C,1,1,1,2,15,1580,81,1,2,10:26 AM,8:00 AM,3,,,,,,2,,,,,,,1,2,2,2,1,2,4,3,3,3,3,3,3,3,6,3,3,3,6,6,3,,,,3,3,6,3,3,3,,,,4,1,24,,2,,,,,1,4,4,4,2,,,,3,,,EL SALVADOR,14,5,2,1,2,2,2,1,0.9889584906,
701,50,18004,3,40,C,1,1,1,2,15,1580,81,1,2,10:26 AM,8:30 AM,6,,,,,,2,,,,,,,1,2,2,1,3,3,3,3,2,3,4,4,4,4,5,5,5,4,6,5,4,2,,,5,5,5,5,5,5,,,,4,,,,1,0,,,,6,5,5,5,2,,,,3,UT,84129,US,10,5,1,2,2,2,2,1,0.9889584906,
702,51,18004,3,40,C,1,1,1,2,15,1580,81,1,2,10:26 AM,8:45 AM,2,,,,,,7,,,,,,,1,0,0,1,1,2,3,3,3,4,4,4,4,4,5,3,6,3,6,2,3,83,,,4,4,4,4,4,4,,,,5,,,,1,3,0,,,6,3,4,4,2,,,,3,NC,28070,US,12,5,1,4,2,2,2,1,0.9889584906,
703,52,18004,3,40,C,1,1,1,2,15,1580,81,1,2,10:26 AM,8:20 AM,2,,,,,,2,,,,,,,2,2,2,2,4,4,3,3,3,3,3,3,6,6,6,4,6,6,6,6,3,900,,,3,6,6,3,3,3,,,,2,,,,2,,,,,6,3,4,3,2,,,,3,MT,59106,US,11,7,1,1,1,2,2,1,0.9889584906,
704,53,18004,3,40,C,1,1,1,2,15,1580,81,1,2,10:26 AM,8:45 AM,4,,,,,,3,,,,,,,2,2,2,2,3,2,5,4,4,5,4,4,4,4,5,6,6,5,6,6,4,900,,,4,4,6,4,4,4,87,,,5,1,26,,1,5,1,11,,11,5,5,5,2,,,,3,UT,84090,US,10,4,1,2,2,2,2,1,0.9889584906,
705,54,18004,3,40,C,1,1,1,2,15,1580,81,1,2,10:26 AM,7:30 AM,3,,,,,,1,,,,,,4,1,1,2,2,3,2,3,6,4,5,4,5,5,5,5,4,6,4,4,6,4,,,,5,5,6,5,5,5,,,,5,6,,,1,5,1,10,,9,4,5,5,2,,,,2,CA,95460,US,10,6,2,2,2,2,2,1,0.9889584906,
706,55,18004,3,40,C,1,1,1,2,15,1580,81,1,2,10:26 AM,8:30 AM,3,,,,,,2,,,,,,,1,1,0,1,2,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,,,,5,5,5,5,4,4,,,,3,16,,,1,5,,,,6,5,5,0,2,,,,1,,,Blank,0,7,2,0,2,1,2,1,0.9889584906,
707,212,18009,4,89,F,2,2,1,1,33,318,25,1,4,4:20 PM,2:30 PM,1,,,,,,8,,,,,,,1,2,2,2,6,3,4,6,6,4,4,4,6,6,6,4,4,5,6,6,4,,,,4,4,4,4,4,4,,,,5,6,,,2,,,,,2,4,5,5,0,,,,3,CO,,US,10,3,1,3,2,1,1,1,2.5432199288,
708,213,18009,4,89,F,2,2,1,2,33,318,25,1,4,4:20 PM,1:30 PM,1,,,,,,5,,,,,,,2,1,1,1,3,3,0,3,3,4,4,4,0,0,2,0,0,0,0,0,4,,,,4,4,0,4,4,4,,,,4,,,,1,5,0,,,5,4,3,3,2,,,,3,CO,,US,10,5,1,0,2,2,2,1,2.5432199288,
709,214,18009,4,89,F,2,2,1,2,33,318,25,1,4,4:20 PM,2:45 PM,1,,,,,,8,,,,,,,1,2,2,2,4,4,4,3,3,3,4,4,3,3,4,3,6,3,6,2,3,,,,4,3,3,4,3,3,,,,3,,,,1,5,0,,,4,3,3,4,2,,,,3,CO,80127,US,10,6,1,4,1,1,2,1,2.5432199288,
710,215,18009,4,89,F,2,2,1,2,33,318,25,1,4,4:20 PM,12:20 PM,4,,,,,,1,,,,,,2,1,1,2,1,2,2,5,5,4,5,5,5,5,5,5,5,4,5,6,5,5,,,,5,5,5,5,5,5,,,,5,,,,0,0,,,,0,0,0,0,0,,,,3,CO,80113,US,10,2,1,1,2,1,0,1,2.5432199288,
711,216,18009,4,89,F,2,2,1,2,33,318,25,1,4,4:20 PM,12:15 PM,6,,,,,,8,,,,,,,1,1,1,1,1,1,3,3,3,3,3,5,6,6,5,1,6,4,6,1,4,80,,,5,5,4,5,5,5,,,,5,,,,1,5,1,,,99,0,2,3,1,22,,,3,,,Blank,0,7,1,0,2,2,2,1,2.5432199288,
712,217,18009,4,89,F,2,2,1,2,33,318,25,1,4,4:20 PM,2:30 PM,6,,,,,,3,,,,,,,2,2,1,2,3,2,5,4,4,3,5,4,6,3,6,6,6,3,6,6,4,127,,,5,5,6,5,5,5,,,,4,,,,4,,,,,11,0,4,6,2,,,,3,HI,96857,US,10,2,1,1,2,2,2,1,2.5432199288,
713,218,18009,4,89,F,2,2,1,2,33,318,25,1,4,4:20 PM,2:20 PM,1,,,,,,8,,,,,,,2,2,2,2,6,4,4,4,4,2,2,3,3,3,1,3,6,2,6,3,2,204,,,2,3,3,3,2,2,90,,,2,3,,,1,5,3,,,7,2,3,3,2,,,,3,CO,80132,US,10,6,1,4,1,1,2,1,2.5432199288,
714,219,18009,4,89,F,2,2,1,2,33,318,25,1,4,4:20 PM,2:00 PM,2,,,,,,1,,,,,,4,1,1,1,1,1,1,5,3,3,5,5,5,5,5,5,5,6,6,6,6,4,,,,5,6,6,5,5,5,,,,5,,,,2,,,,,7,4,5,5,2,,,,1,CA,95118,US,4,3,1,2,2,1,2,1,2.5432199288,
715,220,18009,4,89,F,2,2,1,2,33,318,25,1,4,4:20 PM,1:30 PM,2,,,,,,8,,,,,,,0,1,1,1,2,2,4,4,4,3,3,3,3,3,4,2,6,4,6,4,4,,,,5,5,4,5,5,5,,,,5,,,,4,,,,,9,5,3,3,1,26,5,4,0,,,Blank,0,0,0,0,0,0,0,1,2.5432199288,
716,225,18009,4,89,F,2,2,1,2,33,318,25,1,4,4:20 PM,2:15 PM,1,,,,,,8,,,,,,,1,1,1,1,3,2,3,5,4,4,4,3,3,6,4,4,6,4,6,3,4,910,,,4,4,3,4,4,4,,,,4,,,,1,5,1,10,,2,3,4,4,2,,,,3,CO,80538,US,10,5,2,0,2,2,2,1,2.5432199288,
717,226,18009,4,89,F,2,2,1,2,33,318,25,1,4,4:20 PM,2:06 PM,1,,,,,,8,,,,,,,2,2,1,1,6,4,5,4,4,4,5,4,6,5,4,4,6,4,6,4,4,,,,4,4,4,4,4,4,,,,4,,,,1,3,9,,,5,3,5,4,2,,,,3,CO,80128,US,10,5,1,0,2,1,1,1,2.5432199288,
718,227,18009,4,89,F,2,2,1,2,33,318,25,1,4,4:20 PM,2:30 PM,1,,,,,,5,,,,,,,2,2,1,2,6,4,5,3,4,5,5,5,6,6,1,4,4,4,3,3,4,263,204,,5,5,5,5,5,5,,,,5,,,,1,5,0,,,5,5,5,5,2,,,,3,CO,80303,US,10,4,1,4,2,1,1,1,2.5432199288,
719,1001,18246,9,7,A,2,3,1,1,22,606,2,6,4,1:55 PM,12:17 PM,3,,,,,,7,,,,,,,2,2,2,1,1,1,6,6,6,5,5,5,6,6,5,6,6,6,6,6,4,7,,,4,6,6,6,6,3,,,,5,24,,,1,4,1,2,,5,5,5,5,2,,,,3,,,THE NETHERLANDS,15,3,2,2,2,2,2,1,0.7780874494,
720,1002,18246,9,7,A,2,3,1,1,22,606,2,6,4,1:55 PM,11:00 AM,3,,,,,,2,,,,,,,1,1,1,2,2,3,6,4,3,4,3,2,6,6,6,6,5,6,6,6,4,177,220,,3,6,6,2,6,3,,,,3,39,,,2,,,,,6,5,5,5,1,7,,,3,,,THE NETHERLANDS,15,3,1,0,2,2,2,1,0.7780874494,
721,1003,18246,9,7,A,2,3,1,1,22,606,2,6,4,1:55 PM,10:45 AM,2,,,,,,7,,,,,,,1,2,2,2,1,4,5,5,6,4,5,4,6,5,4,5,4,6,6,6,4,176,,,4,6,6,4,4,4,,,,5,5,,,2,,,,,6,5,3,4,1,9,3,13,2,,95762,US,10,7,1,4,2,1,2,1,0.7780874494,
722,1004,18246,9,7,A,2,3,1,1,22,606,2,6,4,1:55 PM,9:15 AM,2,,,,,,8,,,,,,,1,2,1,1,2,2,6,4,4,5,5,5,6,5,5,6,6,6,6,5,5,910,,,5,6,5,5,5,5,,,,5,4,,,2,,,,,5,5,5,5,2,,,,3,,,RUSSIA,15,5,1,3,2,2,2,1,0.7780874494,
723,1005,18246,9,7,A,2,3,1,1,22,606,2,6,4,1:55 PM,11:00 AM,3,,,,,,8,,,,,,,1,2,1,2,2,2,6,5,6,4,2,4,6,6,6,5,6,6,6,5,5,82,180,,5,6,3,5,5,4,,,,5,5,,,2,,,,,6,4,5,5,2,,,,3,,,THE NETHERLANDS,15,7,1,2,2,2,2,1,0.7780874494,
724,1006,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,11:15 AM,2,,,,,,8,,,,,,,1,2,2,1,1,1,0,6,6,4,4,4,4,4,4,6,6,4,6,5,4,,,,5,4,4,6,6,4,,,,4,,,,2,,,,,6,5,5,5,2,,,,3,,,DENMARK,15,7,1,4,2,2,2,1,0.7780874494,
725,1007,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,10:00 AM,2,,,,,,8,,,,,,,1,2,1,1,1,1,4,3,2,4,4,4,4,4,4,5,5,5,6,5,4,28,,,5,5,5,5,4,0,,,,5,,,,3,,,,,5,5,5,5,2,,,,3,,,GERMANY,15,3,2,0,2,2,2,1,0.7780874494,
726,1008,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,11:50 AM,2,,,,,,4,,,,,,,1,1,1,1,2,3,6,4,4,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,,,4,,,,1,5,1,,,7,5,5,5,2,,,,1,CA,95016,US,4,3,2,0,3,1,0,1,0.7780874494,
727,1009,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,10:00 AM,12,,,,,,8,,,,,,,1,1,2,1,1,1,4,6,3,3,4,3,4,4,4,4,6,5,6,5,4,,,,4,4,3,6,4,4,,,,5,,,,3,,,,,5,3,4,4,2,,,,3,,,GERMANY,15,4,1,0,2,2,2,1,0.7780874494,
728,1010,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,11:20 AM,1,,,,,,2,,,,,,,1,0,1,1,2,4,5,4,4,5,5,5,6,6,5,5,6,6,6,6,5,,,,5,6,6,4,4,4,89,,,5,,,,2,,,,,7,0,0,0,0,,,,1,CA,95118,US,4,4,1,4,2,1,2,1,0.7780874494,
729,1011,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,11:30 AM,2,,,,,,2,,,,,,,2,2,1,1,3,4,4,2,2,4,4,4,6,6,4,4,2,6,3,6,3,6,219,,4,6,6,3,3,3,,,,4,5,,,2,,,,,23,3,4,4,2,,,,2,CA,95691,US,10,3,1,4,2,2,2,1,0.7780874494,
730,1012,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,10:30 AM,6,,,,,,2,,,,,,,1,1,1,2,1,4,4,3,3,4,4,4,4,4,6,4,6,4,6,6,4,,,,5,5,6,3,3,4,,,,5,,,,2,,,,,2,3,5,5,2,,,,3,,,SWITZERLAND,15,4,2,2,3,2,2,1,0.7780874494,
731,1013,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,10:45 AM,3,,,,,,2,,,,,,,1,2,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,,,,5,5,5,5,5,5,,,,5,,,,2,,,,,7,5,5,5,2,,,,0,CA,95046,US,4,7,2,0,1,2,2,1,0.7780874494,
732,1014,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,11:00 AM,2,,,,,,4,,,,,,,1,2,2,2,3,4,3,6,6,3,3,3,6,6,6,3,3,6,6,6,3,,,,4,6,6,6,4,4,,,,4,,,,0,0,,,,2,4,4,4,2,,,,1,CA,94563,US,5,6,1,4,2,2,1,1,0.7780874494,
733,1015,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,10:00 AM,6,,,,,,1,2,,,,,0,1,1,1,2,0,0,0,4,0,0,4,5,0,0,0,0,0,0,0,0,6,,,,6,0,0,0,4,4,,,,3,,,,0,0,,,,5,5,5,5,2,,,,0,OR,,US,10,6,2,0,2,0,2,1,0.7780874494,
734,1016,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,11:00 AM,2,,,,,,4,,,,,,,1,1,1,2,1,4,3,4,2,5,4,4,6,6,6,6,6,5,6,2,4,82,,,5,3,1,5,5,4,,,,5,,,,2,,,,,1,5,5,4,2,,,,3,,,GERMANY,15,4,1,0,2,2,2,1,0.7780874494,
735,1017,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,12:05 PM,3,,,,,,2,,,,,,,1,1,2,2,1,4,0,4,3,5,4,4,6,6,4,4,6,6,6,6,4,,,,5,6,6,4,4,4,,,,4,,,,2,,,,,7,4,4,4,2,,,,1,CA,95123,US,4,7,1,1,2,1,1,1,0.7780874494,
736,1018,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,11:00 AM,1,2,,,,,5,,,,,,,1,1,2,1,1,1,3,4,3,4,4,4,0,4,5,6,6,6,6,6,4,,,,3,6,6,6,4,3,,,,5,,,,2,,,,,5,5,5,3,2,,,,3,,,GERMANY,15,2,1,0,2,2,2,1,0.7780874494,
737,1019,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,10:00 AM,3,,,,,,8,,,,,,,1,1,1,2,1,0,6,3,3,4,4,4,3,3,6,4,4,4,6,4,4,278,,,4,4,4,4,4,4,,,,5,,,,2,,,,,5,4,4,4,2,,,,3,,,SWITZERLAND,15,7,3,2,2,2,2,1,0.7780874494,
738,1020,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,12:00 PM,1,,,,,,2,,,,,,,1,2,2,1,3,4,3,3,3,4,4,4,6,6,4,3,4,4,3,6,4,,,,4,4,4,4,4,4,,,,5,5,,,2,,,,,1,3,5,5,2,,,,1,CA,,US,3,5,1,4,2,1,1,1,0.7780874494,
739,1021,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,11:30 AM,1,,,,,,2,,,,,,,1,2,2,1,3,3,4,4,4,4,4,4,3,3,4,5,4,4,4,4,4,73,,,4,6,4,6,4,4,,,,4,,,,1,4,0,,,6,4,5,3,2,,,,1,CA,94025,US,2,6,1,0,2,1,2,1,0.7780874494,
740,1022,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,11:15 AM,1,,,,,,8,,,,,,,1,1,2,1,2,3,4,4,4,5,5,5,4,4,2,4,4,5,6,5,4,,,,4,5,4,4,4,4,,,,5,6,,,2,,,,,7,4,4,5,2,,,,3,,,THE NETHERLANDS,15,5,1,1,2,2,2,1,0.7780874494,
741,1023,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,11:15 AM,6,,,,,,5,,,,,,,2,2,1,2,1,1,3,3,3,3,3,3,6,6,6,3,3,6,3,6,4,908,,,4,4,4,4,4,4,,,,3,5,,,0,0,,,,1,5,5,5,2,,,,3,,,POLAND,15,3,1,1,2,2,2,1,0.7780874494,
742,1024,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,12:00 AM,2,,,,,,7,,,,,,,1,2,2,2,1,1,6,4,3,4,4,4,4,4,6,4,6,4,6,4,4,,,,4,4,4,4,4,4,,,,3,,,,2,,,,,5,5,5,5,2,,,,3,,,GERMANY,15,3,2,3,2,2,2,1,0.7780874494,
743,1025,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,10:20 AM,2,,,,,,6,,,,,,,1,1,2,2,3,4,3,3,2,3,4,4,1,0,6,4,4,4,3,6,4,1,,,5,0,0,4,0,5,,,,5,5,,,2,,,,,1,3,5,3,2,,,,1,CA,,US,3,7,2,2,3,2,1,1,0.7780874494,
744,1026,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,N,7,,,,,,4,,,,,,,0,0,0,1,1,1,4,4,5,4,5,5,4,4,4,5,5,4,5,4,5,,,,5,5,4,5,4,4,,,,4,,,,1,3,0,,,5,4,5,4,2,,,,3,,,UKRAINE,15,5,2,5,2,2,2,1,0.7780874494,
745,1027,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,11:30 AM,1,,,,,,14,,,,,,,1,2,2,2,4,2,6,4,4,4,4,4,4,4,6,4,4,6,6,4,4,30,,,4,6,4,4,4,4,,,,4,26,,,2,,,,,8,4,5,4,2,,,,2,CA,95687,US,8,6,1,4,1,2,2,1,0.7780874494,
746,1028,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,10:00 AM,3,,,,,,3,,,,,,,0,1,0,1,1,1,6,4,3,3,3,2,6,2,4,6,6,6,6,6,3,164,223,,5,6,6,5,4,4,,,,3,5,,,1,3,0,,,11,5,2,5,2,,,,3,,,ESTONIA,15,2,2,1,2,2,2,1,0.7780874494,
747,1029,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,10:30 AM,2,,,,,,5,,,,,,,1,2,1,1,1,1,6,6,6,4,4,4,6,6,4,6,6,5,6,6,4,,,,4,4,6,6,4,4,,,,5,,,,2,,,,,5,4,4,3,2,,,,3,,,GERMANY,15,3,1,0,2,2,2,1,0.7780874494,
748,1030,18246,9,7,A,2,3,1,2,22,606,2,6,4,1:55 PM,11:45 AM,1,,,,,,2,,,,,,,1,1,1,1,3,2,5,5,5,5,5,5,5,5,2,5,5,6,5,6,5,,,,5,6,6,5,5,5,,,,5,,,,0,0,,,,17,5,5,5,2,,,,3,CA,95066,US,10,6,2,3,2,1,0,1,0.7780874494,
749,697,18036,8,28,B,3,2,1,1,29,457,72,1,4,7:45 PM,6:30 PM,1,,,,,,8,,,,,,,1,2,1,2,4,2,6,4,6,4,0,0,0,0,0,4,6,5,6,5,4,,,,4,4,4,6,3,4,,,,4,,,,1,3,0,,,6,4,4,5,2,,,,3,WA,98822,US,10,6,1,3,1,0,1,1,0.5221167513,
750,698,18036,8,28,B,3,2,1,2,29,457,72,1,4,7:45 PM,6:30 PM,1,,,,,,2,,,,,,,2,2,2,1,1,4,3,2,3,4,4,4,4,4,4,6,6,4,6,6,4,3,,,3,4,6,3,4,4,,,,5,,,,2,,,,,7,4,5,5,2,,,,3,AZ,85085,US,10,4,1,3,2,1,2,1,0.5221167513,
751,699,18036,8,28,B,3,2,1,2,29,457,72,1,4,7:45 PM,6:30 PM,1,,,,,,12,,,,,,,1,1,2,2,1,4,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,183,,,4,4,4,4,4,4,,,,4,,,,1,6,15,,,7,3,4,5,2,,,,1,CA,94087,US,4,3,1,2,2,1,2,1,0.5221167513,
752,700,18036,8,28,B,3,2,1,2,29,457,72,1,4,7:45 PM,6:00 PM,2,,,,,,8,,,,,,,1,2,2,1,1,2,5,5,5,5,5,5,4,4,5,5,5,5,6,5,5,73,,,5,5,5,5,5,5,,,,5,1,,,2,,,,,6,5,5,5,2,,,,3,AZ,85286,US,10,3,1,2,2,2,2,1,0.5221167513,
753,701,18036,8,28,B,3,2,1,2,29,457,72,1,4,7:45 PM,6:50 PM,1,,,,,,5,,,,,,,0,1,0,0,5,2,3,2,4,5,4,4,4,4,6,4,4,5,4,6,4,2,6,,5,5,6,3,4,4,,,,5,,,,2,,,,,5,4,4,5,2,,,,1,CA,94804,US,5,3,1,4,3,2,1,1,0.5221167513,
754,702,18036,8,28,B,3,2,1,2,29,457,72,1,4,7:45 PM,6:30 PM,1,,,,,,2,,,,,,,1,2,2,1,3,4,4,4,3,5,5,5,5,5,1,4,4,5,6,4,4,204,,,4,4,4,4,4,4,,,,5,,,,2,,,,,2,5,5,5,2,,,,1,CA,94549,US,5,3,1,2,3,1,1,1,0.5221167513,
755,703,18036,8,28,B,3,2,1,2,29,457,72,1,4,7:45 PM,6:15 PM,2,,,,,,2,,,,,,,2,2,2,1,3,4,6,3,3,4,5,5,5,5,5,5,6,6,6,5,5,,,,5,5,5,5,5,5,,,,4,,,,1,5,0,,,6,5,5,5,2,,,,3,AZ,85207,US,10,7,2,3,2,1,1,1,0.5221167513,
756,704,18036,8,28,B,3,2,1,2,29,457,72,1,4,7:45 PM,6:30 PM,3,,,,,,12,,,,,,,1,2,2,1,4,1,6,2,2,4,4,3,5,5,5,6,6,6,6,6,4,3,,,5,5,6,4,4,4,89,,,5,,,,2,,,,,5,3,4,5,2,,,,1,CA,,US,1,3,1,1,2,1,1,1,0.5221167513,
