*RESPNUM,CCGID,RUNID,INTDATE,EGYPTAIR,DAY,GATE,BAREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE CODE,DEST CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAYS,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8COM,Q8COM2,Q8COM3,Q8COM4,Q8COM5,Q9BOARDING,Q9AIRTRAIN,Q9RENTAL,Q9FOOD,Q9RESTROOM,Q9ALL,Q9COM,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11TSAPRE,Q12PRECHECKRATE,Q12PRECOM1,Q12PRECOM2,Q12PRECOM3,Q13 COUNTY,Q13GETRATE,Q14FIND,Q14PASSTHRU,Q15PROBLEM,Q15COM1,Q15COM2,Q15COM3,Q16LIVE,Q17ZIP,Q17COUNTRY,HOME,Q18PET,Q19AGE,Q20GENDER,Q21INCME,Q22FLY,Q23SJC,Q23OAK,LANG,WEIGHT,HOWLONG,Q17CITY,Q17STATE
17,84,610,05/11/2016 12:00:00 AM,1,4,42,C,3,2,1,2,DELTA,SALT LAKE CITY,2800,15,54,1,2,14:30:00,18:05:00,5,,,4,,,,1,1,1,1,1,2,1,6,2,4,4,6,6,2,2,5,6,6,6,6,6,3,202,215,,,,5,6,6,5,5,5,0,,,5,0,,,2,,,,,5,3,3,2,2,,,,3,84056,UNITED STATES,10,1,18-24,0,2,2,2,2,1,1.0455967742,215,HILL AIR FORCE BASE,UT
70,40,576,05/09/2016 12:00:00 AM,1,2,26,B,3,2,1,2,SOUTHWEST,LOS ANGELES,2034,25,34,1,4,15:15:00,17:05:00,2,,,9,,,,1,1,1,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,,,,,4,4,4,4,4,4,0,,,3,0,,,2,,,,,5,3,5,5,2,,,,3,,UNITED STATES,11,1,25-34,0,1,2,2,2,1,0.8875125,110,ST LOUIS,MO
1512,1992,745,05/15/2016 12:00:00 AM,1,1,12,A,3,2,1,2,JETBLUE,LONG BEACH,1635,20,33,1,1,16:30:00,18:35:00,2,,,9,,,,1,2,2,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,,,,,5,5,5,5,4,5,0,,,5,0,,,3,,,,,5,5,5,5,2,,,,3,90250,UNITED STATES,10,1,25-34,0,1,2,2,2,1,0.3557037037,125,HAWTHORNE,CA
1932,1869,759,05/16/2016 12:00:00 AM,1,2,91,G,3,3,1,2,UNITED INTL,TOKYO-HANEDA,875,29,65,8,4,18:00:00,19:20:00,2,,,3,,,,2,2,2,2,1,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,,,,,4,4,4,4,4,4,0,,,3,10,,,4,,,,,11,6,4,6,2,,,,3,85212,UNITED STATES,10,1,25-34,0,1,2,2,2,1,0.9174216867,80,MESA,AZ
2408,2734,514,05/06/2016 12:00:00 AM,1,6,54,D,2,2,1,2,VIRGIN AMERICA,LOS ANGELES,932,30,34,1,4,14:30:00,16:30:00,1,,,5,,,,2,0,1,0,2,1,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,0,,,,,5,5,5,5,5,5,0,,,3,0,,,1,5,0,,,0,5,5,5,0,,,,3,,UNITED STATES,12,1,25-34,0,2,3,2,2,1,1.0005296443,120,NEW YORK CITY,NY
48,56,578,05/09/2016 12:00:00 AM,1,2,30,B,3,2,1,2,SOUTHWEST,LAS VEGAS,1307,25,30,1,4,17:30:00,19:10:00,2,,,5,,,,2,2,1,2,1,2,1,2,3,6,3,6,6,6,6,6,3,6,6,6,6,3,0,,,,,3,6,6,3,3,3,0,,,3,0,,,2,,,,,5,3,4,5,1,5,,,3,,UNITED STATES,10,1,25-34,0,2,2,2,2,1,0.8875125,100,LAS VEGAS,NV
2863,1098,856,05/23/2016 12:00:00 AM,2,2,9,A,2,3,1,1,CHINA EASTERN,SHANGHAI,590,13,62,8,4,10:00:00,12:00:00,2,3,,5,,,,1,1,1,1,1,1,2,3,4,4,4,5,4,4,4,1,5,6,5,6,3,5,501,202,,,,5,5,4,5,4,5,0,,,4,5,,,2,,,,,1,3,5,4,2,,,,1,94618,UNITED STATES,3,1,25-34,0,4,2,2,2,1,0.9755176715,120,OAKLAND,CA
2165,3052,525,05/07/2016 12:00:00 AM,1,7,9,A,3,3,1,1,BRITISH AIRWAYS,LONDON-HEATHROW,286,12,32,6,4,14:00:00,19:15:00,2,,,5,,,,1,1,1,1,1,2,1,4,2,5,5,5,5,5,5,5,6,6,6,6,6,5,999,,,,,5,6,6,5,5,5,1,,,5,5,,,0,,,,,0,5,5,5,2,,,,3,,GERMANY,15,1,25-34,0,0,2,2,2,1,0.9755176715,315,,
157,230,733,05/14/2016 12:00:00 AM,1,7,87,F,3,2,1,2,UNITED,HONOLULU,1670,28,26,1,2,16:30:00,19:00:00,5,,,3,,,,0,0,1,1,2,1,2,5,5,4,5,5,5,6,6,5,5,6,5,6,6,5,8,,,,,5,4,6,5,4,4,0,,,5,0,,,2,,,,,11,0,5,6,2,,,,3,,UNITED STATES,12,1,25-34,0,0,4,1,1,1,1.757875,150,,MA
583,623,828,05/21/2016 12:00:00 AM,2,7,92,G,2,3,1,2,AIR CANADA,TORONTO,738,3,67,4,4,8:45:00,11:35:00,1,,,5,,,,2,2,2,2,4,1,2,6,4,5,5,4,4,6,6,4,6,6,6,6,6,4,0,,,,,4,6,6,5,4,4,0,,,5,21,,,2,,,,,7,5,5,4,2,,,,1,,UNITED STATES,4,1,25-34,0,0,2,1,2,1,0.2510956938,170,SUNNYVALE,CA
805,838,799,05/19/2016 12:00:00 AM,2,5,4,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,9:08:00,10:35:00,2,,,1,,,0,1,1,1,1,1,1,2,4,4,3,4,5,4,4,4,0,5,5,0,0,0,4,0,,,,,5,0,0,4,3,3,0,,,4,0,,,2,,,,,5,5,5,5,0,,,,3,,,99,1,35-44,0,2,2,2,2,1,0.35525,87,,
2962,1136,854,05/23/2016 12:00:00 AM,2,2,6,A,1,1,1,2,HAWAIIAN,KAHULUI,41,19,29,1,1,6:00:00,10:05:00,2,,,8,,,,1,1,1,2,1,1,4,5,4,4,5,5,5,5,5,5,5,6,6,6,6,5,202,207,,,,5,6,6,5,4,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,2,95642,UNITED STATES,10,1,35-44,0,2,2,2,2,1,0.9755176715,245,GALT,CA
131,300,742,05/15/2016 12:00:00 AM,1,1,58,D,2,2,1,2,AMERICAN,LOS ANGELES,2438,8,34,1,4,13:45:00,14:45:00,2,,,2,,,,2,2,2,2,4,1,4,3,4,4,4,4,4,6,6,2,3,6,4,6,6,4,0,,,,,5,5,6,5,4,5,0,,,4,24,,,1,5,1,,,4,4,5,5,2,,,,3,90019,UNITED STATES,10,1,35-44,0,3,1,1,2,1,1.1225454545,60,LOS ANGELES,CA
648,711,846,05/22/2016 12:00:00 AM,2,1,97,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,N,13:10:00,1,,,1,,,0,1,0,0,0,2,1,1,5,4,0,3,4,4,3,3,5,4,4,5,6,6,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,3,,,,,0,0,6,6,2,,,,3,,CHINA,16,1,35-44,0,3,2,2,2,3,0.9174216867,,GUANGZHOU,
2802,2781,574,05/09/2016 12:00:00 AM,1,2,11,A,2,2,1,2,JETBLUE,NEW YORK-JFK,616,20,43,2,4,14:30:00,15:20:00,2,,,7,,,,1,1,2,1,1,2,1,4,3,4,5,5,5,6,6,5,6,6,6,6,6,4,202,20,,,,5,6,6,6,4,5,0,,,5,4,,,2,,,,,1,4,5,5,2,,,,3,,CANADA,13,1,35-44,0,0,2,2,2,1,0.3557037037,50,TORONTO,
2286,2965,549,05/08/2016 12:00:00 AM,1,1,95,G,3,3,1,2,AIR CANADA,VANCOUVER,569,3,68,4,3,14:00:00,17:20:00,2,,,9,,,,2,1,0,1,2,1,2,5,3,3,3,4,5,6,5,5,5,5,5,6,5,5,309,,,,,5,5,5,5,4,5,0,,,4,1,,,2,,,,,5,4,5,4,2,,,,3,,CANADA,13,1,45-54,0,2,2,2,2,1,0.2510956938,200,VANCOUVER,
200,175,714,05/13/2016 12:00:00 AM,1,6,77,F,2,2,1,1,UNITED,PORTLAND,5336,28,51,1,2,11:45:00,14:31:00,2,,,2,,,,2,2,1,1,3,1,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,210,703,,,,4,4,4,4,4,4,0,,,4,33,,,2,,,,,5,3,3,3,2,,,,1,94128,UNITED STATES,1,1,45-54,0,2,2,2,2,1,1.757875,166,SAN FRANCISCO,CA
819,874,762,05/17/2016 12:00:00 AM,1,3,56,D,1,1,1,2,AMERICAN,NEW YORK-JFK,164,8,43,2,4,7:15:00,8:40:00,1,,,1,,,4,2,2,1,2,5,1,3,5,5,5,5,5,5,5,5,3,5,5,5,6,6,5,501,,,,,5,6,6,5,5,5,0,,,5,5,,,1,5,2,,,9,5,5,5,2,,,,2,94576,UNITED STATES,9,1,45-54,0,2,1,1,2,1,1.1225454545,85,SONOMA,CA
415,534,839,05/21/2016 12:00:00 AM,2,7,63,E,1,1,1,1,UNITED,ATLANTA,1720,28,1,2,4,9:00:00,10:50:00,3,,,2,,,,1,2,2,1,3,1,4,5,4,4,5,5,5,5,6,4,5,5,5,5,5,5,10,,,,,5,5,4,4,5,5,0,,,5,5,9,,2,,,,,0,0,0,0,0,,,,3,30305,UNITED STATES,12,1,45-54,0,2,2,2,2,1,1.757875,110,DECATUR,GA
1238,2333,599,05/11/2016 12:00:00 AM,1,4,2,A,2,1,1,1,JETBLUE,NEW YORK-JFK,416,20,43,2,4,N,11:35:00,1,,,5,,,,1,2,2,1,4,1,4,5,5,5,5,5,3,2,2,2,4,4,3,3,3,4,503,13,17,,,5,5,5,5,4,5,1,,,2,9,,,1,5,19,,,5,4,5,5,2,,,,1,94118,UNITED STATES,1,1,45-54,0,3,2,1,2,1,0.3557037037,,SAN FRANCISCO,CA
2686,1049,852,05/23/2016 12:00:00 AM,2,2,1,A,1,3,1,2,WESTJET,VANCOUVER,1777,31,68,4,3,5:45:00,8:00:00,2,,,5,,,,1,1,2,1,1,1,2,2,1,3,4,4,4,3,3,3,6,6,6,6,6,3,211,,,,,4,6,6,6,3,4,0,,,4,22,16,,2,,,,,6,3,5,4,2,,,,3,,CANADA,13,1,45-54,0,3,2,2,2,1,0.9755176715,135,PRINCE GEROGE,
2742,993,875,05/24/2016 12:00:00 AM,2,3,7,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,9,4,N,23:30:00,3,,,6,,,,1,2,2,1,4,1,4,4,3,4,4,4,4,4,4,3,6,6,6,6,6,4,501,,,,,4,3,3,3,3,3,1,,,4,0,,,2,,,,,5,4,3,3,2,,,,1,,,90,5,45-54,0,3,2,1,2,1,0.9755176715,,,
2766,943,871,05/24/2016 12:00:00 AM,2,3,74,F,3,3,1,2,UNITED INTL,VANCOUVER,460,29,68,4,3,17:30:00,19:53:00,2,,,5,,,,1,1,1,1,3,1,4,3,4,4,4,4,4,4,4,4,3,3,6,6,6,4,0,,,,,5,6,6,5,5,5,0,,,5,0,,,1,5,0,,,7,4,5,5,2,,,,1,94563,UNITED STATES,5,1,45-54,0,3,2,2,1,1,0.9174216867,143,ORINDA,CA
251,211,716,05/13/2016 12:00:00 AM,1,6,77,F,2,2,1,2,UNITED,ST. LOUIS,5788,28,63,3,1,15:00:00,16:29:00,1,,,5,,,,2,1,1,1,4,1,4,5,5,5,5,5,5,5,5,5,5,5,5,6,2,4,0,,,,,5,5,5,5,4,5,0,,,5,21,,,1,5,1,,,7,5,5,5,2,,,,1,94128,UNITED STATES,1,1,45-54,0,4,1,2,2,1,1.757875,89,SAN FRANCISCO,CA
185,279,743,05/15/2016 12:00:00 AM,1,1,45,C,2,2,1,2,AMERICAN,PHOENIX,477,8,49,1,4,14:30:00,15:45:00,1,,,2,,,,1,1,2,2,6,1,4,5,4,4,4,3,3,3,3,3,5,3,3,3,3,4,8,,,,,4,3,4,4,5,5,0,,,5,0,,,2,,,,,6,5,5,4,2,,,,1,94062,UNITED STATES,2,1,45-54,0,4,2,1,2,1,1.1225454545,75,REDWOOD CITY,CA
2877,1112,855,05/23/2016 12:00:00 AM,2,2,4,A,2,3,1,1,AEROMEXICO,GUADALAJARA,663,2,23,4,1,9:15:00,11:45:00,2,3,,2,,,,1,2,2,1,2,1,2,4,2,1,5,5,5,3,3,3,5,3,5,6,3,4,203,701,616,,,5,5,5,5,5,5,0,,,3,9,,,2,,,,,5,5,5,5,2,,,,1,94124,UNITED STATES,1,1,45-54,0,4,2,1,2,1,0.9755176715,150,SAN FRANCISCO,CA
666,747,860,05/24/2016 12:00:00 AM,2,3,58,D,1,1,1,1,AMERICAN,LOS ANGELES,5922,8,34,1,4,6:15:00,8:00:00,1,,,9,,,,2,2,2,1,2,1,3,5,1,1,5,5,5,5,5,5,5,6,5,6,5,5,203,,,,,4,4,4,5,5,5,0,,,4,5,,,1,5,21,1,,5,4,5,5,2,,,,3,94505,UNITED STATES,5,1,45-54,0,4,2,2,2,1,1.1225454545,105,DISCOVERY BAY,CA
2347,2944,548,05/08/2016 12:00:00 AM,1,1,96,G,2,3,1,1,AIR CANADA,TORONTO,784,3,67,4,4,15:00:00,16:00:00,2,,,14,,,,1,1,1,2,1,1,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,999,,,,,5,5,5,5,5,5,0,,,5,5,,,1,5,1,2,,5,4,4,4,2,,,,1,94103,UNITED STATES,1,1,45-54,0,0,2,1,2,1,0.2510956938,60,SAN FRANCISCO,CA
2856,1091,869,05/24/2016 12:00:00 AM,2,3,65,E,1,1,1,2,UNITED,HOUSTON-BUSH,334,28,27,3,4,8:54:00,10:54:00,2,,,3,,,,2,1,2,2,1,1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,11,0,5,6,2,,,,0,,,99,5,45-54,0,0,4,4,4,1,1.757875,120,,
1168,2427,608,05/11/2016 12:00:00 AM,1,4,41,C,2,2,1,2,DELTA,NEW YORK-JFK,2040,15,43,2,4,14:30:00,16:05:00,1,,,12,,,,2,2,1,2,2,1,4,4,3,3,5,4,4,4,4,4,6,6,6,6,6,4,0,,,,,5,6,6,4,4,4,0,,,5,0,,,2,,,,,0,0,4,4,2,,,,3,10023,UNITED STATES,12,1,55-64,0,1,2,2,2,1,1.0455967742,95,NEW YORK,NY
2241,3047,524,05/07/2016 12:00:00 AM,1,7,10,A,3,2,1,2,ALASKA,PORTLAND,387,7,51,1,2,16:00:00,18:05:00,2,,,8,,,,1,1,1,1,1,1,1,4,4,4,5,5,4,0,0,4,6,6,6,6,6,4,0,,,,,5,6,6,3,5,5,1,,,5,0,,,2,,,,,5,5,5,5,2,,,,3,98226,UNITED STATES,10,1,55-64,0,2,3,4,4,1,0.35525,125,BELLINGHAM,WA
2070,2850,536,05/08/2016 12:00:00 AM,1,1,31,B,2,1,1,2,SOUTHWEST,SAN DIEGO,2032,25,55,1,2,11:00:00,12:35:00,6,,,8,,,,1,0,0,0,2,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,0,,,,,5,6,6,6,5,5,0,,,5,0,,,1,0,19,,,0,0,4,4,2,,,,3,,UNITED STATES,10,1,55-64,0,2,2,2,2,1,0.8875125,95,,AZ
2939,2846,537,05/08/2016 12:00:00 AM,1,1,28,B,2,2,1,2,SOUTHWEST,LOS ANGELES,2642,25,34,1,4,11:45:00,13:20:00,2,,,4,,,,2,2,2,2,3,1,2,4,4,4,4,4,6,6,6,6,3,3,6,6,0,3,0,,,,,4,6,4,4,4,4,0,,,5,0,,,1,5,0,,,5,4,4,4,2,,,,3,,UNITED STATES,10,1,55-64,0,2,2,1,1,1,0.8875125,95,,CA
1086,2304,705,05/11/2016 12:00:00 AM,1,4,69,E,3,2,1,1,UNITED,BALTIMORE,1681,28,4,2,2,18:15:00,21:26:00,3,,,3,,,,2,2,1,2,1,1,4,3,4,6,5,4,5,6,6,3,2,3,6,6,6,4,25,,,,,4,6,6,4,4,4,0,,,5,1,24,,4,,,,,11,4,5,6,2,,,,2,95713,UNITED STATES,10,1,55-64,0,2,2,2,2,1,1.757875,191,COLFAX,CA
1417,2152,730,05/14/2016 12:00:00 AM,1,7,47,C,2,2,1,2,AMERICAN,PHILADELPHIA,774,8,48,2,3,11:00:00,13:30:00,2,,,6,,,,2,1,1,1,3,1,3,5,4,4,4,5,4,4,4,5,5,5,5,5,6,4,202,,,,,5,4,5,4,4,4,0,,,5,4,,,2,,,,,1,3,4,4,2,,,,1,94118,UNITED STATES,1,1,55-64,0,2,1,2,2,1,1.1225454545,150,SAN FRANCISCO,CA
860,890,764,05/17/2016 12:00:00 AM,1,3,57,D,1,1,1,1,AMERICAN,DALLAS-FT. WORTH,1164,8,15,3,4,N,10:15:00,1,,,9,,,,2,2,1,1,1,2,1,4,3,3,1,4,4,6,6,3,0,0,0,0,0,3,608,,,,,4,4,3,0,4,4,0,,,3,20,,,2,,,,,0,3,2,4,2,,,,3,76010,UNITED STATES,11,5,55-64,0,2,2,2,2,1,1.1225454545,,ARLINGTON,TX
1811,1511,603,05/09/2016 12:00:00 AM,1,2,98,G,2,3,1,2,UNITED INTL,FRANKFURT,58,29,21,6,4,12:00:00,14:00:00,2,,,2,,,,0,0,0,0,3,1,4,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,,,,,5,0,0,0,0,0,0,,,4,0,,,0,,,,,5,0,0,0,2,,,,1,,,90,1,55-64,0,3,3,3,4,1,0.9174216867,120,,
20,86,610,05/11/2016 12:00:00 AM,1,4,42,C,3,2,1,2,DELTA,SALT LAKE CITY,2800,15,54,1,2,16:30:00,18:05:00,1,,,7,,,,2,2,2,1,2,1,2,3,6,6,6,6,6,6,6,5,6,6,6,6,6,3,0,,,,,5,6,6,6,5,5,0,,,5,4,,,1,1,20,,,5,3,3,2,1,40,,,3,84093,UNITED STATES,10,1,55-64,0,4,2,2,2,1,1.0455967742,95,SANDY,UT
2419,2328,600,05/11/2016 12:00:00 AM,1,4,11,A,2,3,1,2,CHINA SOUTHERN,GUANGZHOU,658,14,24,8,4,10:00:00,12:10:00,3,,,4,,,,1,2,2,1,3,1,4,5,4,4,3,4,4,6,6,5,5,5,6,5,6,4,505,18,103,202,,5,6,6,5,5,5,0,,,5,6,,,2,,,,,7,3,5,2,1,4,,,1,94087,UNITED STATES,4,1,55-64,0,4,2,1,2,1,0.9755176715,130,SUNNYVALE,CA
1685,1620,757,05/16/2016 12:00:00 AM,1,2,94,G,3,3,1,2,AIR CANADA,VANCOUVER,569,3,68,4,3,13:40:00,17:20:00,1,,,1,,,3,2,2,2,1,3,1,2,6,4,4,3,3,3,6,6,4,2,3,6,2,6,0,0,,,,,3,3,6,4,3,3,0,,,4,0,,,2,,,,,2,3,2,3,1,3,,,1,94526,UNITED STATES,5,1,55-64,0,4,3,1,1,1,0.2510956938,220,DANVILLE,CA
1744,1568,773,05/17/2016 12:00:00 AM,1,3,28,B,3,2,1,2,SOUTHWEST,PHOENIX,1081,25,49,1,4,20:15:00,21:50:00,3,,,4,,,,1,1,1,2,4,1,4,4,3,3,3,3,3,3,3,3,4,0,6,6,6,4,0,,,,,3,6,6,3,3,3,0,,,4,0,,,1,4,0,,,5,5,5,5,2,,,,1,94010,UNITED STATES,2,1,55-64,0,4,3,2,2,1,0.8875125,95,BURLINGAME,CA
1826,1168,765,05/17/2016 12:00:00 AM,1,3,45,C,2,1,1,2,AMERICAN,CHARLOTTE,662,8,11,2,4,8:30:00,11:05:00,2,,,2,,,,1,1,1,1,2,1,4,5,5,5,5,5,5,5,5,5,3,3,0,0,0,4,999,,,,,4,4,4,4,4,4,0,,,5,0,,,1,5,1,,,6,2,5,5,2,,,,1,94025,UNITED STATES,2,1,55-64,0,4,2,1,2,1,1.1225454545,155,MENLO PARK,CA
378,584,794,05/19/2016 12:00:00 AM,2,5,4,A,1,2,1,2,ALASKA,SEATTLE,377,7,60,1,4,3:45:00,6:00:00,10,,,1,,,1,2,2,2,1,0,1,4,4,3,3,3,4,4,3,3,4,2,4,6,4,6,4,605,,,,,5,6,6,5,4,5,0,,,4,0,,,3,,,,,9,5,3,5,2,,,,1,95404,UNITED STATES,7,1,55-64,0,4,2,2,1,1,0.35525,135,SANTA ROSA,CA
2845,1082,868,05/24/2016 12:00:00 AM,2,3,87,F,1,1,1,2,UNITED,WASHINGTON-DULLES,516,28,69,2,2,7:30:00,9:57:00,3,,,9,,,,1,1,1,2,3,1,2,4,4,4,4,5,3,6,6,4,4,6,5,6,5,4,0,,,,,5,5,5,5,5,5,0,,,4,0,,,1,5,0,,,3,5,5,5,2,,,,3,22025,UNITED STATES,12,1,55-64,0,4,2,2,2,1,1.757875,147,DUMFRIES,VA
2400,2726,514,05/06/2016 12:00:00 AM,1,6,54,D,2,2,1,2,VIRGIN AMERICA,LOS ANGELES,932,30,34,1,4,12:17:00,16:30:00,2,,,12,,,,1,0,0,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,,,,,5,5,5,5,5,5,0,,,5,0,,,1,3,0,,,0,5,5,5,2,,,,0,,,99,1,55-64,0,0,4,4,4,1,1.0005296443,253,,
2252,2865,535,05/08/2016 12:00:00 AM,1,1,28,B,2,1,1,2,SOUTHWEST,LAS VEGAS,1051,25,30,1,4,9:00:00,11:15:00,2,,,7,,,,1,2,1,1,1,1,2,6,3,3,3,6,3,6,6,5,6,6,6,6,6,3,0,,,,,3,6,6,3,5,3,0,,,4,0,,,1,5,0,,,5,3,5,4,2,,,,3,32901,UNITED STATES,12,1,55-64,0,0,2,2,2,1,0.8875125,135,MELBOURNE,FL
2013,933,813,05/19/2016 12:00:00 AM,2,5,99,G,3,3,1,2,LUFTHANSA,MUNICH,459,22,41,6,4,17:00:00,20:45:00,2,,,9,,,,1,2,2,1,1,2,0,6,6,6,3,4,4,6,3,5,4,6,4,6,4,4,614,327,,,,5,5,5,6,4,5,0,,,4,0,,,3,,,,,0,4,4,4,2,,,,3,,NEW CALEDONIA,19,1,55-64,0,0,2,2,2,1,0.9755176715,225,NOUMEA,
1865,1225,820,05/20/2016 12:00:00 AM,2,6,51,D,1,1,1,1,VIRGIN AMERICA,SAN DIEGO,751,30,55,1,2,8:00:00,10:05:00,1,,,2,,,,0,2,0,1,1,1,4,6,6,6,3,6,3,6,6,1,6,6,6,6,6,4,501,,,,,4,6,6,6,6,4,0,,,4,20,,,2,,,,,7,3,5,4,2,,,,3,,GERMANY,15,1,55-64,0,0,2,2,2,1,1.0005296443,125,DUSSELDORF,
1868,1228,820,05/20/2016 12:00:00 AM,2,6,51,D,1,1,1,2,VIRGIN AMERICA,SAN DIEGO,751,30,55,1,2,8:30:00,10:05:00,2,,,2,,,,1,1,1,2,3,1,4,3,3,3,4,4,4,4,4,6,4,4,6,3,6,4,205,,,,,5,6,6,4,5,5,0,,,5,5,,,2,,,,,17,0,5,3,2,,,,2,95060,UNITED STATES,10,1,55-64,0,0,2,1,2,1,1.0005296443,95,SANTA CRUZ,CA
2891,1126,855,05/23/2016 12:00:00 AM,2,2,4,A,2,3,1,1,AEROMEXICO,GUADALAJARA,663,2,23,4,1,8:00:00,11:45:00,3,,,2,4,,,1,1,2,2,1,2,2,1,6,0,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,5,5,5,5,5,5,0,,,5,0,,,1,5,0,,,5,5,5,5,2,,,,0,,,99,1,55-64,0,0,3,1,4,2,0.9755176715,225,,
668,749,860,05/24/2016 12:00:00 AM,2,3,58,D,1,1,1,2,AMERICAN,LOS ANGELES,5922,8,34,1,4,6:00:00,8:00:00,2,,,5,,,,2,0,1,2,3,1,2,0,4,0,4,5,5,5,5,6,6,6,6,6,6,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,1,4,14,,,0,4,5,0,2,,,,3,90631,UNITED STATES,10,1,55-64,0,0,2,2,2,1,1.1225454545,120,LA HABRA,CA
2824,1286,754,05/16/2016 12:00:00 AM,1,2,46,C,2,1,1,1,DELTA,MINNEAPOLIS,2305,15,39,3,4,10:15:00,12:40:00,2,,,9,,,,2,1,1,2,1,1,4,4,4,3,4,4,4,4,6,6,4,6,5,6,5,0,702,,,,,4,4,4,4,4,4,0,,,5,21,,,2,,,,,6,5,5,5,2,,,,3,55410,UNITED STATES,11,1,65-Over,0,0,2,2,2,1,1.0455967742,145,MINNEAPOLIS,MN
205,180,714,05/13/2016 12:00:00 AM,1,6,77,F,2,2,1,2,UNITED,PORTLAND,5336,28,51,1,2,10:45:00,14:31:00,2,,,3,,,,0,0,1,0,1,1,4,5,1,0,5,5,5,5,5,5,6,6,6,6,6,5,203,,,,,5,5,5,5,5,5,0,,,5,0,,,1,5,0,,,11,6,6,6,2,,,,3,91505,UNITED STATES,10,3,65-Over,0,1,2,2,2,1,1.757875,226,BURBANK,CA
887,887,763,05/17/2016 12:00:00 AM,1,3,55,D,1,1,1,2,VIRGIN AMERICA,PORTLAND,219,30,51,1,2,N,9:25:00,3,,,7,,,,1,0,0,0,4,1,4,5,5,5,5,5,5,5,6,6,0,3,3,6,6,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,7,0,5,5,2,,,,1,94306,UNITED STATES,4,1,65-Over,0,1,1,2,2,1,1.0005296443,,PALO ALTO,CA
3053,2491,503,05/06/2016 12:00:00 AM,1,6,80,F,2,1,1,1,UNITED,HONOLULU,300,28,26,1,2,9:30:00,11:25:00,2,,,3,,,,2,2,1,2,1,2,1,5,5,4,5,6,5,6,6,6,6,6,6,6,6,5,0,,,,,5,6,6,5,5,5,0,,,5,21,,,4,,,,,11,5,5,6,2,,,,3,3054,UNITED STATES,12,1,65-Over,0,2,2,2,2,1,1.757875,115,MERRIMACK,NH
2808,2784,574,05/09/2016 12:00:00 AM,1,2,11,A,2,2,1,2,JETBLUE,NEW YORK-JFK,616,20,43,2,4,14:35:00,15:20:00,3,,,13,,,,1,2,2,1,2,1,4,4,6,3,4,4,4,6,4,5,4,6,6,6,6,4,0,,,,,5,6,6,6,4,5,0,,,4,0,,,1,5,0,,,3,5,4,4,2,,,,3,,UNITED STATES,12,1,65-Over,0,2,2,2,2,1,0.3557037037,45,NEW YORK CITY,NY
211,186,714,05/13/2016 12:00:00 AM,1,6,77,F,2,2,1,2,UNITED,PORTLAND,5336,28,51,1,2,11:00:00,14:31:00,5,,,5,,,,0,1,1,0,3,1,4,5,4,4,0,4,4,4,4,0,4,4,4,0,0,4,12,,,,,5,5,0,5,5,5,0,,,4,28,,,1,5,0,,,5,0,5,4,1,6,,,1,94132,UNITED STATES,1,1,65-Over,0,2,2,1,1,1,1.757875,211,SAN FRANCISCO,CA
