*RESPNUM,CCGID,RUNID,INTDATE,EGYPTAIR,DAY,GATE,BAREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE CODE,DEST CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAYS,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8COM,Q8COM2,Q8COM3,Q8COM4,Q8COM5,Q9BOARDING,Q9AIRTRAIN,Q9RENTAL,Q9FOOD,Q9RESTROOM,Q9ALL,Q9COM,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11TSAPRE,Q12PRECHECKRATE,Q12PRECOM1,Q12PRECOM2,Q12PRECOM3,Q13 COUNTY,Q13GETRATE,Q14FIND,Q14PASSTHRU,Q15PROBLEM,Q15COM1,Q15COM2,Q15COM3,Q16LIVE,Q17ZIP,Q17COUNTRY,HOME,Q18PET,Q19AGE,Q20GENDER,Q21INCME,Q22FLY,Q23SJC,Q23OAK,LANG,WEIGHT,HOWLONG,Q17CITY,Q17STATE
2178,3065,525,05/07/2016 12:00:00 AM,1,7,9,A,3,3,1,2,BRITISH AIRWAYS,LONDON-HEATHROW,286,12,32,6,4,17:05:00,19:15:00,5,,,6,,,,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,2,103,,,,,3,6,6,6,6,3,0,,,3,20,,,2,,,,,5,3,3,2,2,,,,3,,BELGIUM,15,1,25-34,Male,1,2,2,2,1,0.9755176715,130,GHENT,
2181,3068,525,05/07/2016 12:00:00 AM,1,7,9,A,3,3,1,2,BRITISH AIRWAYS,LONDON-HEATHROW,286,12,32,6,4,15:00:00,19:15:00,2,3,6,9,,,,1,1,2,1,2,1,1,4,6,3,3,1,4,5,5,5,1,6,5,6,4,4,0,,,,,4,4,4,6,3,4,0,,,4,0,,,3,,,,,5,4,4,4,1,18,,,3,,ITALY,15,1,25-34,Male,1,2,2,2,1,0.9755176715,255,PADUA,
2185,3015,522,05/07/2016 12:00:00 AM,1,7,10,A,2,2,1,1,JETBLUE,NEW YORK-JFK,916,20,43,2,4,12:30:00,16:20:00,2,,,9,,,,1,1,1,2,5,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,990,,,,,5,5,5,5,5,5,0,,,4,4,,,2,,,,,5,4,4,2,2,,,,3,10012,UNITED STATES,12,1,25-34,Male,1,2,2,2,1,0.3557037037,230,MANHATTAN,NY
2326,2981,520,05/07/2016 12:00:00 AM,1,7,4,A,2,3,1,2,CHINA SOUTHERN,WUHAN,660,14,70,8,3,10:40:00,13:55:00,1,,,3,,,,2,2,1,1,3,1,1,4,4,5,5,5,6,6,6,5,6,6,5,6,6,4,103,,,,,5,5,5,5,5,5,0,,,4,0,,,4,,,,,11,4,5,2,2,,,,3,,CHINA,16,5,25-34,Male,1,2,2,2,1,0.9755176715,195,GUANGZHOU,
2333,2988,520,05/07/2016 12:00:00 AM,1,7,4,A,2,3,1,2,CHINA SOUTHERN,WUHAN,660,14,70,8,3,10:15:00,13:55:00,3,,,3,,,,1,0,1,1,1,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,,,,,5,5,5,5,5,5,0,,,4,0,,,1,3,0,,,11,4,5,4,2,,,,3,,CHINA,16,1,25-34,Male,1,2,2,2,3,0.9755176715,220,CANTON,
2374,2719,550,05/08/2016 12:00:00 AM,1,1,99,G,3,3,1,2,TURKISH AIRLINES,ISTANBUL,80,27,28,8,4,15:00:00,18:10:00,3,,,5,,,,1,1,2,1,3,1,2,3,1,2,4,4,3,3,3,3,6,6,4,6,6,3,202,10,203,,,5,5,6,3,3,4,0,,,5,0,,,2,,,,,0,5,5,3,2,,,,1,94709,UNITED STATES,3,1,25-34,Male,1,2,2,1,1,0.9755176715,190,BERKELEY,CA
2517,2899,546,05/08/2016 12:00:00 AM,1,1,94,G,2,3,1,2,UNITED INTL,XI'AN,853,29,71,8,3,10:20:00,13:25:00,3,,,3,,,,2,2,2,1,1,1,2,3,6,6,2,4,4,6,6,5,6,6,4,6,6,4,303,,,,,4,4,6,6,3,4,0,,,3,0,,,2,,,,,11,3,2,6,1,33,,,3,63108,UNITED STATES,11,1,25-34,Male,1,2,3,3,1,0.9174216867,185,ST LOUIS,MO
2531,2913,546,05/08/2016 12:00:00 AM,1,1,94,G,2,3,1,2,UNITED INTL,XI'AN,853,29,71,8,3,10:30:00,13:25:00,4,,,3,,,,0,0,0,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,,,,,5,5,5,5,5,5,0,,,5,0,,,4,,,,,11,0,5,6,0,,,,3,,CHINA,16,1,25-34,Male,1,3,3,3,3,0.9174216867,175,XI'AN,
2532,2914,546,05/08/2016 12:00:00 AM,1,1,94,G,2,3,1,2,UNITED INTL,XI'AN,853,29,71,8,3,10:30:00,13:25:00,4,,,3,,,,0,1,1,1,1,2,1,5,5,5,5,5,5,6,6,5,6,6,6,6,6,5,999,,,,,5,6,6,5,5,5,0,,,4,0,,,4,,,,,11,4,5,6,2,,,,3,,CHINA,16,1,25-34,Male,1,3,2,2,3,0.9174216867,175,XI'AN,
51,59,578,05/09/2016 12:00:00 AM,1,2,30,B,3,2,1,2,SOUTHWEST,LAS VEGAS,1307,25,30,1,4,17:00:00,19:10:00,2,,,9,,,,1,2,1,1,1,2,1,3,3,3,3,3,3,3,3,5,5,5,5,5,5,4,33,,,,,4,4,4,3,4,4,0,,,4,5,,,2,,,,,5,5,5,5,2,,,,3,,COSTA RICA,14,1,25-34,Male,1,2,2,2,1,0.8875125,130,SANTA ANA,
55,25,576,05/09/2016 12:00:00 AM,1,2,26,B,3,2,1,1,SOUTHWEST,LOS ANGELES,2034,25,34,1,4,15:30:00,17:05:00,3,,,2,,,,1,2,2,2,3,1,4,4,3,4,5,3,3,3,3,3,3,6,6,6,6,4,402,9,,,,3,6,6,4,4,4,0,,,5,96,7,,2,,,,,1,3,5,5,2,,,,1,94606,UNITED STATES,3,1,25-34,Male,1,2,2,1,1,0.8875125,95,OAKLAND,CA
276,143,558,05/09/2016 12:00:00 AM,1,2,74,F,1,2,1,2,UNITED,DENVER,1444,28,16,1,4,1:00:00,6:50:00,6,,,9,,,,0,1,0,1,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,,,,,5,4,4,4,4,5,0,,,5,0,,,2,,,,,7,5,5,5,2,,,,3,80525,UNITED STATES,10,1,25-34,Male,1,2,2,2,1,1.757875,350,FORT COLLINS,CO
1483,1527,605,05/09/2016 12:00:00 AM,1,2,74,F,2,3,1,2,UNITED INTL,VANCOUVER,538,29,68,4,3,12:40:00,15:58:00,2,6,,3,,,,1,1,2,1,2,1,1,3,6,4,4,4,4,2,2,5,6,6,6,6,6,4,0,,,,,4,6,6,6,4,4,0,,,4,0,,,2,,,,,11,5,5,2,2,,,,3,,CANADA,13,1,25-34,Male,1,2,2,2,1,0.9174216867,198,SURREY,
1784,1540,606,05/09/2016 12:00:00 AM,1,2,96,G,3,3,1,2,AIR CANADA,VANCOUVER,569,3,68,4,3,N,17:20:00,1,3,,3,,,,1,0,1,1,3,1,3,6,4,6,4,5,4,4,4,5,4,6,4,6,6,5,505,,,,,5,5,6,4,4,5,0,,,5,25,,,1,5,2,,,11,0,4,5,2,,,,3,96708,UNITED STATES,10,1,25-34,Male,1,1,1,1,1,0.2510956938,,HAIKU,HI
2262,2825,571,05/09/2016 12:00:00 AM,1,2,7,A,2,3,1,1,ASIANA,SEOUL-INCHEON,211,10,61,8,3,10:30:00,12:40:00,3,,,7,,,,1,3,2,1,1,2,1,3,4,4,4,5,4,5,5,5,4,4,3,3,6,4,10,,,,,3,3,4,4,4,3,0,,,4,5,,,3,,,,,0,2,3,2,2,,,,3,,JAPAN,16,1,25-34,Male,1,2,2,2,1,0.9755176715,130,NAGOYA,
2470,1480,602,05/09/2016 12:00:00 AM,1,2,91,G,2,3,1,1,UNITED INTL,CHENGDU,9,29,12,8,4,9:00:00,13:20:00,1,5,,9,,,,1,1,2,2,2,1,1,5,4,4,5,3,5,6,5,6,4,6,5,5,5,4,103,,,,,5,5,5,5,4,5,0,,,5,5,,,1,2,4,,,49,4,5,2,2,,,,3,,CHINA,16,1,25-34,Male,1,2,2,2,1,0.9174216867,260,CHENGDU,
2483,1493,602,05/09/2016 12:00:00 AM,1,2,91,G,2,3,1,2,UNITED INTL,CHENGDU,9,29,12,8,4,10:00:00,13:20:00,1,,,2,,,,1,1,0,1,2,1,2,3,3,5,5,5,5,3,3,5,5,5,5,5,5,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,1,5,5,5,2,,,,3,94560,UNITED STATES,3,1,25-34,Male,1,1,2,2,1,0.9174216867,200,FREMONT,CA
2774,2773,574,05/09/2016 12:00:00 AM,1,2,11,A,2,2,1,1,JETBLUE,NEW YORK-JFK,616,20,43,2,4,14:30:00,15:20:00,3,,,2,,,,2,2,2,3,1,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,309,327,,,,5,6,6,6,5,5,0,,,5,0,,,2,,,,,24,4,3,5,1,9,,,3,2135,UNITED STATES,12,1,25-34,Male,1,3,2,2,1,0.3557037037,50,BOSTON,MA
2492,1450,589,05/10/2016 12:00:00 AM,1,3,66,E,3,2,1,2,UNITED,SEATTLE,810,28,60,1,4,14:00:00,18:02:00,1,,,3,,,,2,2,2,1,1,1,2,5,3,3,5,5,5,5,5,5,6,6,6,6,6,5,0,,,,,5,6,6,5,5,5,0,,,5,0,,,0,,,,,11,0,0,0,0,,,,3,84062,UNITED STATES,10,1,25-34,Male,1,3,2,2,1,1.757875,242,PLEASANT GROVE,UT
1,74,610,05/11/2016 12:00:00 AM,1,4,42,C,3,2,1,1,DELTA,SALT LAKE CITY,2800,15,54,1,2,16:00:00,18:05:00,1,,,2,,,,2,1,2,2,1,1,2,5,5,5,5,6,5,6,6,6,5,6,6,6,6,5,21,111,,,,5,6,6,5,4,5,0,,,3,21,,,2,,,,,5,5,5,5,2,,,,3,34772,UNITED STATES,12,1,25-34,Male,1,2,2,2,1,1.0455967742,125,ORLANDO,FL
12,81,610,05/11/2016 12:00:00 AM,1,4,42,C,3,2,1,2,DELTA,SALT LAKE CITY,2800,15,54,1,2,15:30:00,18:05:00,2,,,9,,,,2,1,1,1,1,1,4,3,4,3,3,3,3,3,3,4,4,6,4,6,4,3,0,,,,,4,4,4,5,5,4,0,,,4,1,,,2,,,,,5,3,3,3,2,,,,3,,NETHERLANDS,15,1,25-34,Male,1,2,2,2,1,1.0455967742,155,UTRECHT,
2422,2331,600,05/11/2016 12:00:00 AM,1,4,11,A,2,3,1,2,CHINA SOUTHERN,GUANGZHOU,658,14,24,8,4,N,12:10:00,2,,,8,,,,1,0,0,0,0,2,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,0,,,,,5,5,5,5,5,5,0,,,4,0,,,1,0,0,,,99,5,4,4,2,,,,3,,,99,1,25-34,Male,1,2,2,2,3,0.9755176715,,,
1130,2267,624,05/12/2016 12:00:00 AM,1,5,58,D,2,1,1,2,AMERICAN,LOS ANGELES,5991,8,34,1,4,N,12:00:00,2,,,6,,,,2,2,2,1,1,2,1,4,0,0,4,4,4,4,4,5,0,0,5,0,0,5,0,,,,,5,5,0,0,5,5,0,,,4,21,,,2,,,,,5,3,5,2,1,5,,,3,,BANGLADESH,16,1,25-34,Male,1,2,2,2,1,1.1225454545,,DHAKA,
2538,2230,621,05/12/2016 12:00:00 AM,1,5,51,D,1,1,1,2,VIRGIN AMERICA,LAS VEGAS,902,30,30,1,4,7:15:00,8:55:00,3,,,6,,,,2,2,2,1,1,1,3,4,4,4,4,3,3,3,3,4,3,3,4,6,6,4,102,,,,,5,5,6,6,4,4,0,,,4,0,,,2,,,,,2,3,5,3,2,,,,1,94523,UNITED STATES,5,1,25-34,Male,1,2,2,2,1,1.0005296443,100,PLEASANT HILL,CA
2544,2236,621,05/12/2016 12:00:00 AM,1,5,51,D,1,1,1,2,VIRGIN AMERICA,LAS VEGAS,902,30,30,1,4,6:45:00,8:55:00,1,,,2,,,,2,2,2,1,4,1,4,4,5,4,5,5,5,5,5,5,5,5,5,5,6,5,0,,,,,5,5,6,5,5,5,0,,,5,6,,,2,,,,,5,0,5,5,2,,,,1,94115,UNITED STATES,1,1,25-34,Male,1,2,4,1,1,1.0005296443,130,SAN FRANCISCO,CA
220,195,715,05/13/2016 12:00:00 AM,1,6,79,F,2,2,1,2,UNITED,PALM SPRINGS,6051,28,46,2,1,11:00:00,15:32:00,2,,,3,,,,2,1,1,1,1,2,1,3,3,3,3,3,3,0,3,4,6,6,6,6,6,4,994,,,,,3,3,3,3,3,3,0,,,5,26,,,4,,,,,11,0,3,6,1,2,,,3,,CANADA,13,1,25-34,Male,1,2,2,2,1,1.757875,272,CALGARY,
154,227,733,05/14/2016 12:00:00 AM,1,7,87,F,3,2,1,1,UNITED,HONOLULU,1670,28,26,1,2,16:30:00,19:00:00,2,,,3,,,,2,1,1,1,3,1,4,4,2,3,4,3,3,6,6,5,6,6,3,6,6,4,202,209,,,,4,6,0,4,4,4,0,,,4,2,,,4,,,,,11,5,5,6,2,,,,2,95521,UNITED STATES,10,1,25-34,Male,1,2,2,1,1,1.757875,150,ARCATA,CA
170,234,734,05/14/2016 12:00:00 AM,1,7,70,F,3,2,1,1,UNITED,MEDFORD,5456,28,36,1,1,16:30:00,20:02:00,2,,,3,,,,1,2,1,1,3,1,2,4,4,3,5,0,5,6,6,5,6,6,6,6,6,5,202,203,701,,,5,6,6,5,5,5,0,,,5,1,24,,1,3,1,21,,11,5,5,5,2,,,,3,97504,UNITED STATES,10,1,25-34,Male,1,2,2,2,1,1.757875,212,MEDFORD,OR
173,237,734,05/14/2016 12:00:00 AM,1,7,70,F,3,2,1,2,UNITED,MEDFORD,5456,28,36,1,1,17:30:00,20:02:00,1,,,3,,,,2,1,1,2,4,1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,,,,,4,4,4,4,4,4,0,,,5,0,,,0,,,,,11,0,0,0,0,,,,3,,,99,1,25-34,Male,1,2,1,1,1,1.757875,152,,
956,1666,739,05/15/2016 12:00:00 AM,1,1,58,D,2,1,1,2,AMERICAN,DALLAS-FT. WORTH,2441,8,15,3,4,10:00:00,11:39:00,3,,,2,,,,2,2,2,1,3,0,2,6,4,4,4,4,4,6,6,4,6,6,6,6,6,4,0,,,,,4,4,4,4,4,4,0,,,5,0,,,2,,,,,1,0,5,4,2,,,,3,76123,UNITED STATES,11,5,25-34,Male,1,2,1,1,1,1.1225454545,99,FORT WORTH,TX
1052,2069,749,05/15/2016 12:00:00 AM,1,1,12,A,3,2,1,2,JETBLUE,FT. LAUDERDALE,278,20,22,2,3,20:30:00,23:06:00,2,,,9,,,,1,2,2,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,1,5,0,,,5,5,5,5,2,,,,3,33415,UNITED STATES,12,1,25-34,Male,1,2,2,2,1,0.3557037037,156,WEST PALM BEACH,FL
1064,2027,747,05/15/2016 12:00:00 AM,1,1,6,A,3,2,1,1,ALASKA,SALT LAKE CITY,744,7,54,1,2,18:30:00,20:50:00,3,,,6,,,,2,1,1,2,1,1,2,3,5,4,5,4,4,6,6,6,4,3,4,6,6,4,614,,,,,4,4,6,4,4,4,0,,,5,1,32,,2,,,,,1,2,5,5,2,,,,3,84105,UNITED STATES,10,1,25-34,Male,1,2,2,2,1,0.35525,140,SALT LAKE CITY,UT
1663,1631,741,05/15/2016 12:00:00 AM,1,1,55,D,2,2,1,2,VIRGIN AMERICA,NEW YORK-JFK,24,30,43,2,4,12:00:00,13:45:00,3,,,2,,,,2,2,1,1,1,1,2,6,4,4,5,4,6,6,6,5,6,6,5,6,6,5,0,,,,,5,5,6,5,3,4,0,,,5,0,,,2,,,,,5,4,5,5,2,,,,3,,UNITED STATES,12,1,25-34,Male,1,2,2,2,1,1.0005296443,105,BROOKLYN,NY
1672,1640,741,05/15/2016 12:00:00 AM,1,1,55,D,2,2,1,2,VIRGIN AMERICA,NEW YORK-JFK,24,30,43,2,4,11:30:00,13:45:00,3,,,2,,,,2,2,2,2,1,1,3,4,6,6,4,4,4,4,4,6,4,6,4,6,6,4,505,,,,,5,4,6,6,5,5,0,,,5,0,,,2,,,,,6,5,5,5,2,,,,3,10031,UNITED STATES,12,1,25-34,Male,1,2,2,2,1,1.0005296443,135,NEW YORK CITY,NY
102,335,751,05/16/2016 12:00:00 AM,1,2,43,C,1,1,1,2,DELTA,DETROIT,2520,15,17,3,3,6:15:00,9:00:00,2,,,9,,,,1,2,1,1,1,2,1,3,4,6,5,4,4,0,0,5,4,6,4,6,4,5,8,,,,,5,5,5,5,5,5,0,,,4,5,,,3,,,,,5,5,5,5,2,,,,3,,GERMANY,15,1,25-34,Male,1,2,2,2,1,1.0455967742,165,TUBINGEN,
1920,1857,759,05/16/2016 12:00:00 AM,1,2,91,G,3,3,1,1,UNITED INTL,TOKYO-HANEDA,875,29,65,8,4,17:50:00,19:20:00,2,,,3,,,,2,2,2,1,3,1,2,4,4,3,5,5,5,6,6,5,4,6,5,6,6,4,505,,,,,5,5,6,4,5,5,0,,,5,4,,,2,,,,,11,4,5,6,2,,,,3,91343,UNITED STATES,10,1,25-34,Male,1,2,1,2,1,0.9174216867,90,LOS ANGELES,CA
1940,1877,759,05/16/2016 12:00:00 AM,1,2,91,G,3,3,1,2,UNITED INTL,TOKYO-HANEDA,875,29,65,8,4,16:30:00,19:20:00,2,,,2,,,,1,1,1,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,3,,,,,0,0,0,0,0,,,,3,,JAPAN,16,1,25-34,Male,1,2,1,2,1,0.9174216867,170,NAGANO,
877,877,763,05/17/2016 12:00:00 AM,1,3,55,D,1,1,1,1,VIRGIN AMERICA,PORTLAND,219,30,51,1,2,7:45:00,9:25:00,3,,,6,,,,1,2,2,1,1,1,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,204,,,,,5,5,6,5,5,5,0,,,5,5,,,2,,,,,6,4,5,5,2,,,,1,94015,UNITED STATES,2,1,25-34,Male,1,2,2,2,1,1.0005296443,100,DALY CITY,CA
1714,1571,774,05/17/2016 12:00:00 AM,1,3,21,B,3,2,1,1,FRONTIER,CINCINNATI,1194,18,14,3,1,19:55:00,22:35:00,3,,,2,,,,1,2,1,2,1,1,3,5,5,5,5,5,4,6,6,6,5,6,6,6,6,5,999,,,,,5,6,6,4,3,4,0,,,5,5,,,2,,,,,9,3,4,5,2,,,,3,40515,UNITED STATES,11,1,25-34,Male,1,2,2,2,1,0.9755176715,160,LEXINGTON,KY
1743,1567,773,05/17/2016 12:00:00 AM,1,3,28,B,3,2,1,2,SOUTHWEST,PHOENIX,1081,25,49,1,4,20:20:00,21:50:00,2,,,9,,,,2,2,2,1,2,1,1,6,6,6,5,5,4,6,5,5,5,6,5,6,5,5,0,,,,,5,5,4,6,4,4,0,,,5,0,,,0,,,,,0,0,5,5,2,,,,3,,UNITED STATES,10,1,25-34,Male,1,2,1,2,1,0.8875125,90,PHOENIX,AZ
1962,1190,767,05/17/2016 12:00:00 AM,1,3,53,D,2,1,1,2,VIRGIN AMERICA,DENVER,866,30,16,1,4,11:00:00,13:00:00,3,,,6,,,,2,2,1,2,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,0,,,,,5,5,6,5,5,5,0,,,5,0,,,2,,,,,1,5,5,5,2,,,,1,94550,UNITED STATES,3,1,25-34,Male,1,2,2,1,1,1.0005296443,120,LIVERMORE,CA
2019,1746,769,05/17/2016 12:00:00 AM,1,3,26,B,3,2,1,1,SOUTHWEST,SAN DIEGO,2644,25,55,1,2,14:30:00,17:35:00,5,,,5,,,,1,2,2,2,2,1,1,6,6,6,3,4,3,6,6,6,6,6,6,6,6,3,215,209,,,,3,6,6,6,6,3,0,,,2,9,,,1,5,1,,,5,2,2,4,2,,,,3,92101,UNITED STATES,10,1,25-34,Male,1,2,1,1,1,0.8875125,185,SAN DIEGO,CA
2027,1754,769,05/17/2016 12:00:00 AM,1,3,26,B,3,2,1,2,SOUTHWEST,SAN DIEGO,2644,25,55,1,2,14:00:00,17:35:00,5,,,5,,,,1,0,1,1,1,1,2,3,2,2,4,3,4,3,3,5,6,6,6,6,6,3,202,,,,,5,6,6,4,4,4,0,,,5,0,,,2,,,,,0,4,4,5,2,,,,3,85233,UNITED STATES,10,1,25-34,Male,1,2,4,1,1,0.8875125,215,PHOENIX,AZ
380,586,794,05/19/2016 12:00:00 AM,2,5,4,A,1,2,1,2,ALASKA,SEATTLE,377,7,60,1,4,4:20:00,6:00:00,3,,,2,,,,1,2,2,2,2,1,4,5,5,5,5,5,5,5,5,6,5,6,6,6,6,5,0,,,,,5,6,6,5,5,5,0,,,5,5,,,2,,,,,5,5,5,5,2,,,,1,94124,UNITED STATES,1,1,25-34,Male,1,2,2,2,1,0.35525,100,SAN FRANCISCO,CA
792,810,797,05/19/2016 12:00:00 AM,2,5,12,A,1,1,1,2,ALASKA,PORTLAND,383,7,51,1,2,8:00:00,8:30:00,6,,,2,,,,1,2,2,2,1,1,2,4,3,3,3,4,2,3,3,2,4,4,4,3,3,3,0,,,,,4,6,6,4,0,4,0,,,5,0,,,1,6,0,,,9,4,5,4,2,,,,1,94954,UNITED STATES,7,1,25-34,Male,1,2,2,2,1,0.35525,30,PETALUMA,CA
803,836,799,05/19/2016 12:00:00 AM,2,5,4,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,9:00:00,10:35:00,2,,,9,,,,1,2,1,1,1,2,1,6,3,6,3,6,5,6,6,3,4,6,6,6,4,4,999,,,,,3,6,4,4,4,4,0,,,4,8,,,2,,,,,5,3,5,4,2,,,,3,,GERMANY,15,1,25-34,Male,1,2,2,2,1,0.35525,95,MUNICH,
894,909,811,05/19/2016 12:00:00 AM,2,5,98,G,3,3,1,2,UNITED INTL,FRANKFURT,926,29,21,6,4,16:30:00,19:00:00,5,,,2,,,,1,1,2,1,1,2,1,6,6,6,4,4,4,6,6,4,2,6,4,6,2,4,0,,,,,5,4,4,6,4,4,0,,,3,0,,,2,,,,,0,3,5,5,1,1,,,3,,GERMANY,15,1,25-34,Male,1,3,2,2,1,0.9174216867,150,MUNICH,
900,915,811,05/19/2016 12:00:00 AM,2,5,98,G,3,3,1,2,UNITED INTL,FRANKFURT,926,29,21,6,4,16:00:00,19:00:00,2,,,6,,,,1,1,0,1,1,2,1,3,4,4,5,5,4,4,4,5,4,6,5,6,5,4,704,,,,,5,5,5,6,4,5,0,,,4,0,,,3,,,,,5,4,4,4,2,,,,3,,,99,1,25-34,Male,1,2,2,2,1,0.9174216867,180,,
478,385,841,05/21/2016 12:00:00 AM,2,7,93,G,2,3,1,1,UNITED INTL,SHANGHAI,857,29,62,8,4,9:40:00,13:25:00,1,,,3,,,,1,1,0,1,1,1,1,3,4,3,0,3,3,0,3,5,4,4,4,3,4,3,0,,,,,4,4,5,4,0,4,0,,,4,0,,,4,,,,,11,4,4,3,1,0,,,0,,,99,1,25-34,Male,1,2,3,4,3,0.9174216867,225,,
480,387,841,05/21/2016 12:00:00 AM,2,7,93,G,2,3,1,2,UNITED INTL,SHANGHAI,857,29,62,8,4,10:30:00,13:25:00,5,,,8,,,,1,1,0,1,2,2,1,4,6,3,0,5,4,6,6,5,4,6,6,6,6,4,0,,,,,0,0,0,0,0,0,0,,,4,0,,,2,,,,,5,3,4,3,2,,,,3,,CHINA,16,1,25-34,Male,1,2,2,2,3,0.9174216867,175,SHANGHAI,
539,503,836,05/21/2016 12:00:00 AM,2,7,80,F,1,1,1,2,UNITED,NEWARK,233,28,44,2,4,5:00:00,8:00:00,5,,,5,,,,3,2,2,1,1,1,1,5,4,6,4,3,4,3,3,4,4,3,4,6,6,4,0,,,,,5,4,6,6,4,5,0,,,5,0,,,2,,,,,5,5,3,4,2,,,,3,,RUSSIA,15,5,25-34,Male,1,2,2,2,1,1.757875,180,ROSTOV,
616,647,829,05/21/2016 12:00:00 AM,2,7,1,A,2,3,1,2,ASIANA,SEOUL-INCHEON,211,10,61,8,3,9:30:00,12:40:00,1,,,3,,,,1,1,1,1,1,2,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,999,,,,,5,5,5,5,5,5,0,,,5,5,,,2,,,,,11,5,5,5,2,,,,3,,PHILIPPINES,19,1,25-34,Male,1,1,2,2,1,0.9755176715,190,DASMARINAS,
1621,372,850,05/22/2016 12:00:00 AM,2,1,9,A,2,3,1,2,EMIRATES,DUBAI,226,16,18,7,4,13:45:00,16:45:00,1,,,4,,,,1,2,2,1,2,1,2,3,4,3,5,4,5,5,5,3,6,6,6,6,6,3,0,,,,,4,6,6,6,2,3,0,,,4,1,,,3,,,,,7,5,5,5,2,,,,3,,INDIA,16,1,25-34,Male,1,3,2,2,1,0.9755176715,180,BANGALORE,
2667,1065,851,05/23/2016 12:00:00 AM,2,2,2,A,1,3,1,1,AVIANCA,SAN SALVADOR,565,11,56,5,1,3:00:00,6:55:00,3,,,2,,,,1,2,2,1,2,1,2,6,6,5,5,5,5,6,6,5,5,5,5,6,3,5,203,,,,,5,5,3,5,5,5,0,,,5,0,,,1,5,1,,,24,5,5,5,2,,,,3,,EL SALVADOR,14,1,25-34,Male,1,2,2,4,1,0.9755176715,235,SAN SALVADOR,
2673,1069,851,05/23/2016 12:00:00 AM,2,2,2,A,1,3,1,2,AVIANCA,SAN SALVADOR,565,11,56,5,1,5:30:00,6:55:00,1,,,2,,,,1,2,2,2,1,1,3,0,3,2,4,4,4,2,2,5,4,6,5,6,6,4,0,,,,,5,5,6,4,4,4,0,,,4,0,,,1,6,0,,,1,4,3,4,2,,,,1,94601,UNITED STATES,3,1,25-34,Male,1,2,2,1,1,0.9755176715,85,OAKLAND,CA
2701,1061,852,05/23/2016 12:00:00 AM,2,2,1,A,1,3,1,2,WESTJET,VANCOUVER,1777,31,68,4,3,6:30:00,8:00:00,1,,,5,,,,1,2,1,1,1,2,1,3,3,3,4,3,2,6,6,5,6,6,6,6,6,4,307,,,,,5,6,6,5,5,5,0,,,4,0,,,0,,,,,5,5,5,5,2,,,,3,,UNITED KINGDOM,15,1,25-34,Male,1,1,2,2,1,0.9755176715,90,LONDON,
732,780,859,05/24/2016 12:00:00 AM,2,3,58,D,1,2,1,2,VIRGIN AMERICA,NEW YORK-JFK,12,30,43,2,4,4:45:00,7:00:00,4,,,1,,,1,2,2,2,1,2,1,2,3,4,4,5,4,5,5,5,5,5,5,5,5,5,5,611,,,,,5,4,5,5,5,5,0,,,5,0,,,2,,,,,7,5,5,5,2,,,,3,14850,UNITED STATES,12,1,25-34,Male,1,2,2,2,1,1.0005296443,135,ITHACA,NY
