,ART,FOOD,STORE,SIGN,WALKWAYS,SCREENS,INFODOWN,INFOUP,ROADS,PARK,AIRTRAIN,LTPARKING,RENTAL,ALL
1619,3,6,6,3,4,3,2,2,3,2,6,6,6,3
1620,4,4,4,4,4,4,6,5,4,6,6,6,6,4
1621,6,3,3,4,4,4,3,4,3,6,6,6,6,3
1622,3,3,3,3,3,4,4,4,3,3,3,3,3,4
1623,0,0,0,5,0,0,0,0,0,0,5,6,6,5
1624,3,3,3,4,4,4,3,3,4,4,5,4,4,4
1625,3,2,4,4,4,4,6,6,4,6,6,6,6,4
1626,4,4,4,3,5,3,6,6,3,6,6,6,6,3
1627,0,0,0,5,5,5,0,5,5,0,0,0,0,5
1628,3,3,4,5,5,4,4,4,3,3,3,3,3,4
1629,3,2,3,5,5,5,5,5,5,5,5,5,5,5
1630,3,3,4,4,4,4,5,5,4,6,6,6,6,4
1631,6,6,6,4,6,6,6,6,6,6,6,6,6,3
1632,4,3,3,3,4,4,4,4,4,2,6,5,6,4
1633,3,4,3,4,3,4,2,6,6,6,6,6,6,2
1634,3,4,3,4,6,4,2,6,6,6,6,6,6,3
1635,6,3,3,3,4,4,6,6,4,4,4,6,5,4
1636,6,6,4,4,3,4,6,6,5,6,6,6,6,4
1637,4,4,4,3,4,4,3,3,4,3,4,5,6,4
1638,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1639,3,4,3,4,5,4,6,6,3,3,5,6,3,4
1640,3,3,3,3,3,3,6,6,4,4,6,6,6,3
1641,4,5,4,5,4,5,0,4,3,5,4,5,5,3
1642,5,4,3,4,4,4,6,6,6,6,6,6,6,4
1643,4,5,6,2,5,1,6,4,6,6,6,6,6,3
1644,5,3,3,1,5,3,6,5,6,6,6,6,6,4
1645,5,4,4,5,5,5,6,6,6,6,6,6,6,5
1646,3,3,3,3,4,4,3,3,4,2,3,2,6,3
1647,4,4,4,4,3,4,6,6,6,6,6,6,6,3
1648,2,4,6,4,6,4,6,6,6,6,6,6,6,3
1649,3,3,3,3,3,4,6,6,2,3,2,2,1,1
1650,3,4,3,5,4,4,6,6,3,3,4,6,6,4
1651,4,4,3,3,3,3,2,2,4,3,4,3,3,3
1652,5,4,4,4,5,5,6,6,6,6,5,6,6,4
1653,6,4,6,5,6,5,6,6,6,6,6,6,6,4
1654,3,3,3,4,5,4,6,6,5,5,5,6,4,4
1655,3,2,6,3,4,4,6,6,4,2,1,1,6,3
1656,3,2,2,3,3,4,3,3,3,6,4,6,3,3
1657,2,3,3,4,3,2,6,6,3,6,3,6,3,3
1658,3,4,4,4,4,4,6,6,5,5,5,6,4,4
1659,4,4,4,4,4,4,4,4,0,0,5,0,0,4
1660,4,4,3,4,4,5,6,6,3,6,6,6,6,4
1661,3,3,3,3,4,4,6,6,6,4,3,6,6,3
1662,3,4,3,5,5,5,4,6,6,6,6,6,6,5
1663,5,3,3,4,4,4,6,6,4,4,4,6,4,4
1664,4,3,3,4,3,3,4,4,1,3,4,4,4,3
1665,4,3,3,3,3,3,6,6,6,6,6,6,6,4
1666,3,5,3,5,6,4,6,6,6,6,6,6,6,5
1667,4,4,3,3,3,4,6,6,5,6,5,6,2,4
1668,4,3,4,4,4,4,6,6,4,6,4,6,4,4
1669,4,4,4,3,3,3,3,6,6,6,6,6,6,4
1670,4,3,6,5,3,3,6,6,4,3,6,0,6,4
1671,5,3,6,3,4,3,6,6,4,4,4,6,4,4
1672,5,3,3,4,4,4,6,6,4,3,4,4,6,4
1673,6,4,6,4,3,3,6,6,6,6,6,6,6,4
1674,4,6,6,4,4,3,6,6,6,6,6,6,6,4
1675,4,3,3,4,3,3,6,6,4,4,5,6,5,4
1676,3,3,3,3,3,3,3,3,3,3,3,6,3,3
1677,3,4,4,2,4,4,3,3,6,6,6,6,6,4
1678,4,6,6,4,4,4,6,6,6,6,6,6,6,4
1679,6,6,6,4,4,3,6,6,6,6,6,6,6,4
1680,3,4,6,4,4,5,6,6,6,6,6,6,6,4
1681,3,2,1,3,5,4,4,4,3,6,4,6,6,3
1682,4,6,2,3,4,3,6,6,3,3,4,6,4,4
1683,6,6,6,5,5,5,6,6,5,6,5,6,5,5
1684,6,2,6,4,4,5,6,6,6,6,6,6,6,4
1685,4,3,3,5,5,5,6,6,5,6,6,6,6,0
1686,4,2,3,5,5,5,6,6,4,4,5,6,3,5
1687,5,3,6,4,5,5,6,5,4,6,5,6,6,5
1688,2,3,3,2,3,2,1,2,3,6,6,6,0,3
1689,2,3,3,5,5,4,4,4,4,4,4,3,3,4
1690,4,2,3,4,4,4,2,3,3,6,6,6,6,4
1691,4,3,4,4,4,3,3,3,2,3,6,2,3,4
1692,4,4,3,4,4,4,6,6,4,4,4,4,6,4
1693,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1694,6,4,4,5,5,5,6,6,6,6,6,6,6,4
1695,5,1,3,5,5,5,5,5,3,3,3,3,3,4
1696,5,3,4,4,4,5,6,6,6,6,5,6,6,5
1697,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1698,6,4,4,3,4,4,6,6,5,5,5,6,6,4
1699,2,2,2,2,2,2,2,2,0,0,0,0,0,3
1700,6,4,3,3,3,3,6,6,3,6,6,6,6,4
1701,3,3,3,4,4,3,3,3,4,4,4,4,3,4
1702,5,4,5,5,5,5,4,4,5,5,5,5,5,5
1703,4,3,3,3,3,3,3,2,4,6,6,6,6,3
1704,4,2,3,2,3,2,6,6,4,4,6,4,6,3
1705,6,6,4,2,4,4,4,6,4,6,5,6,3,4
1706,3,6,6,5,5,5,6,6,5,6,6,6,6,5
1707,6,6,4,4,6,4,6,6,6,6,6,6,6,4
1708,5,6,4,3,3,3,4,4,5,4,6,6,6,4
1709,6,3,6,6,4,4,6,6,5,6,5,6,5,4
1710,6,3,6,4,3,3,4,6,4,4,5,6,4,4
1711,5,4,4,4,6,2,4,4,4,3,5,4,4,4
1712,2,2,2,3,2,2,2,2,3,6,6,6,6,3
1713,3,6,6,3,6,2,6,6,6,6,6,6,6,3
1714,2,1,2,4,1,3,2,2,3,6,6,6,6,3
1715,6,3,6,5,4,5,5,5,4,6,6,6,6,4
1716,6,4,4,3,3,4,6,4,3,3,5,6,4,4
1717,5,4,3,4,3,3,6,6,4,3,3,6,6,4
1718,4,3,3,5,5,5,4,4,6,6,6,6,6,4
1719,4,5,5,5,5,5,6,6,5,5,6,6,6,5
1720,6,6,4,5,6,6,6,6,6,6,6,6,6,4
1721,6,3,3,5,5,5,6,6,3,4,5,4,5,4
1722,6,4,3,4,4,4,6,6,5,6,3,6,3,4
1723,2,3,3,4,2,3,3,3,4,6,6,6,6,3
1724,3,3,3,3,3,3,3,3,6,6,6,6,6,3
1725,5,5,5,5,5,5,5,5,5,5,5,6,5,5
1726,3,3,3,3,3,3,3,3,6,6,6,6,6,3
1727,5,3,6,4,4,5,4,6,3,4,4,5,4,4
1728,5,3,0,5,5,5,4,0,5,0,0,0,5,5
1729,2,2,3,3,6,4,6,6,6,6,6,6,6,3
1730,5,4,5,5,5,5,5,4,5,0,5,5,5,5
1731,3,3,3,4,6,4,6,6,6,6,6,6,6,3
1732,2,3,4,4,4,4,4,5,6,5,6,4,4,4
1733,3,6,6,4,3,3,3,3,6,6,6,6,6,3
1734,6,6,6,5,5,5,5,5,5,6,5,6,5,5
1735,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1736,4,4,5,5,5,5,6,6,4,4,5,6,4,5
1737,3,4,3,4,3,4,3,3,4,6,6,6,6,4
1738,3,4,3,2,5,3,6,4,1,6,5,6,6,4
1739,3,6,6,3,6,4,6,2,2,0,5,0,4,0
1740,5,5,4,5,5,5,6,6,4,4,5,5,6,5
1741,4,6,6,4,4,4,6,6,4,4,4,6,5,5
1742,3,4,4,3,3,3,6,6,5,6,4,6,4,4
1743,6,6,3,4,6,4,4,4,6,6,6,6,6,4
1744,2,3,3,3,3,3,3,3,3,3,3,3,3,3
1745,6,2,2,3,3,2,6,6,3,6,6,6,6,3
1746,6,6,6,4,6,4,4,4,6,6,6,6,6,4
1747,4,6,4,4,4,4,6,6,3,3,4,6,6,3
1748,6,3,2,4,3,4,6,6,2,6,6,6,6,2
1749,4,4,4,5,4,5,6,6,4,4,6,4,6,4
1750,4,3,3,3,3,3,3,3,4,4,4,4,6,3
1751,5,3,6,5,5,3,6,6,3,6,5,6,4,4
1752,6,2,2,3,3,3,3,3,6,6,3,6,6,3
1753,6,6,3,4,3,3,6,6,4,6,5,6,5,4
1754,2,2,2,3,3,3,3,3,3,3,3,6,3,3
1755,6,4,4,4,4,4,4,4,5,6,5,6,5,4
1756,6,4,6,4,4,4,4,4,5,6,5,6,5,4
1757,3,3,3,3,4,3,6,6,6,6,6,6,6,3
1758,3,3,6,4,2,4,6,6,6,6,6,6,6,4
1759,6,4,4,5,5,6,6,6,5,6,5,6,3,4
1760,3,3,3,1,2,3,3,3,0,0,0,0,0,0
1761,3,2,3,4,4,4,4,6,3,4,4,6,5,4
1762,5,3,3,4,3,3,6,6,6,6,6,6,6,3
1763,3,4,3,4,6,3,6,6,6,6,6,6,4,3
1764,3,4,4,4,4,6,6,6,4,6,6,6,6,4
1765,2,3,2,3,3,3,3,3,6,6,6,6,6,3
1766,4,3,4,5,5,5,5,5,5,5,6,6,6,5
1767,3,3,3,4,4,4,6,6,5,6,5,6,5,5
1768,2,2,4,3,3,4,2,2,4,6,6,6,3,3
1769,6,4,6,5,5,5,5,5,4,4,4,6,5,4
1770,6,6,0,4,5,5,4,4,6,6,6,6,6,4
1771,6,6,6,5,5,5,5,5,6,6,6,6,6,4
1772,5,3,4,3,4,3,6,6,6,6,6,6,6,0
1773,6,6,4,5,5,5,5,5,5,6,6,6,6,5
1774,3,4,6,4,4,4,6,6,4,6,5,6,6,4
1775,3,6,6,3,3,3,3,3,3,6,6,6,6,4
1776,6,6,6,5,5,3,6,6,3,4,6,6,6,4
1777,5,4,3,5,5,4,6,6,4,4,5,6,4,4
1778,4,3,4,5,5,5,4,6,6,6,6,6,6,4
1779,3,4,6,4,4,4,6,6,6,6,6,6,6,4
1780,4,4,6,5,5,5,6,6,4,6,6,6,6,4
1781,4,5,6,5,5,3,6,6,6,6,6,6,6,4
1782,4,4,3,3,3,3,3,3,4,6,6,6,6,3
1783,6,6,6,5,5,5,5,4,5,6,6,6,6,4
1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,2,3,2,3,3,2,3,3,3,6,6,3,6,3
1786,3,4,5,5,4,4,4,4,4,4,4,3,3,4
1787,6,6,6,4,5,5,5,5,4,6,6,6,6,4
1788,3,2,2,4,4,4,3,6,6,6,6,6,6,3
1789,5,4,6,5,5,5,5,5,4,4,4,4,4,5
1790,2,3,3,3,3,3,2,3,6,6,6,6,6,3
1791,5,4,4,5,5,5,4,4,5,5,5,5,5,5
1792,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1793,6,2,3,4,4,3,6,3,3,2,6,6,6,3
1794,4,3,3,3,2,2,6,6,3,3,6,6,6,3
1795,4,6,6,4,5,5,6,6,5,6,6,6,6,5
1796,2,3,3,3,4,2,3,3,4,4,4,4,4,4
1797,4,3,3,5,4,4,4,4,4,3,6,6,6,4
1798,3,6,6,4,4,4,6,6,5,6,6,6,6,3
1799,4,3,4,5,4,4,4,4,5,4,4,4,4,4
1800,6,3,3,5,5,4,6,6,4,4,6,4,4,4
1801,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1802,3,2,1,3,2,2,1,1,1,1,1,1,1,2
1803,6,6,6,3,6,3,0,0,6,6,6,6,6,3
1804,1,1,6,1,3,1,6,6,5,6,6,6,6,2
1805,4,6,6,5,6,5,6,6,6,6,6,6,6,4
1806,3,3,3,4,4,4,4,4,2,3,4,4,4,4
1807,6,3,3,3,3,3,6,6,6,3,6,6,3,3
1808,4,2,3,4,4,4,6,6,4,6,5,6,4,4
1809,5,6,6,4,0,0,0,0,0,0,0,0,0,0
1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,4,3,3,0,0,0,0,0,0,0,0,0,0,0
1812,5,4,4,4,4,4,6,6,3,3,6,3,6,4
1813,6,2,0,3,6,3,6,6,3,6,6,6,6,3
1814,1,2,3,3,1,3,2,6,6,6,6,6,6,2
1815,6,3,3,4,4,1,6,6,4,4,4,4,6,4
1816,3,3,4,4,3,3,3,3,6,6,6,6,6,4
1817,0,2,5,5,5,2,6,6,5,6,6,6,6,4
1818,6,3,4,4,6,5,6,6,6,6,6,6,6,4
1819,5,4,6,6,5,5,6,6,4,6,5,6,6,5
1820,5,3,4,4,4,5,6,6,4,2,3,5,6,4
1821,5,6,5,6,5,5,6,6,6,4,4,6,6,5
1822,3,3,3,4,3,3,4,4,0,4,4,6,6,3
1823,5,3,4,3,3,4,6,6,3,4,5,4,3,4
1824,4,3,3,4,4,4,3,3,4,6,5,6,4,4
1825,6,4,6,3,4,3,6,6,6,6,6,6,6,4
1826,4,6,4,3,4,4,6,6,6,6,6,6,6,3
1827,3,4,3,5,4,5,6,6,6,6,3,6,6,4
1828,4,2,2,2,3,1,6,6,2,1,1,2,1,2
1829,6,6,6,4,4,4,6,6,6,6,6,6,6,4
1830,4,6,6,5,5,5,4,6,5,6,5,6,6,5
1831,4,3,4,5,5,5,6,6,6,6,6,6,6,4
1832,4,6,3,5,4,4,6,6,6,6,6,6,6,5
1833,6,6,6,6,6,6,6,6,6,6,0,0,0,6
1834,6,1,2,4,4,4,6,6,4,6,4,6,2,3
1835,3,3,4,5,5,5,6,6,4,4,6,6,6,5
1836,5,6,6,5,5,4,6,6,5,6,3,6,4,3
1837,3,2,2,4,2,3,6,6,6,6,6,6,6,4
1838,1,3,6,4,2,4,6,6,4,6,4,6,1,3
1839,6,0,0,4,4,4,0,0,0,0,6,0,0,3
1840,1,5,2,4,3,5,4,4,5,5,5,6,5,4
1841,3,4,4,5,4,4,6,6,5,6,3,6,3,3
1842,3,3,4,4,4,4,6,6,3,6,6,6,6,3
1843,5,3,3,4,3,4,6,6,4,4,6,4,6,4
1844,4,3,4,5,5,5,3,3,4,6,3,6,6,5
1845,3,4,3,2,2,2,2,2,2,2,3,6,2,3
1846,4,2,2,4,4,3,4,6,6,6,4,6,6,3
1847,5,3,3,4,3,3,6,6,3,6,6,6,2,3
1848,5,4,4,3,3,3,6,6,3,6,4,6,4,3
1849,2,2,3,4,3,4,2,6,4,6,6,6,6,2
1850,4,2,3,3,6,3,3,3,6,6,4,6,6,3
1851,5,5,5,5,4,5,4,4,5,3,5,6,6,5
1852,3,4,2,5,4,4,4,4,5,6,5,6,6,4
1853,4,5,4,4,4,4,6,6,4,4,6,4,6,4
1854,6,4,3,2,3,2,6,6,3,6,3,6,4,3
1855,4,6,4,4,4,0,6,6,4,6,6,6,6,4
1856,6,3,3,4,4,3,6,6,3,3,3,2,2,3
1857,3,3,3,5,5,5,3,3,5,5,6,5,6,4
1858,3,3,3,3,3,4,6,3,3,3,6,6,6,3
1859,4,4,4,4,4,4,6,6,4,4,6,4,6,4
1860,3,3,3,5,4,5,6,6,6,6,5,6,6,4
1861,6,3,3,2,4,3,6,6,4,6,5,6,4,3
1862,3,3,3,2,2,2,2,2,6,0,0,0,0,3
1863,5,3,3,5,4,5,6,6,5,4,5,4,4,4
1864,4,3,3,3,3,3,6,6,4,6,6,6,6,4
1865,3,3,3,3,3,3,3,3,3,3,0,0,0,3
1866,4,6,6,4,4,5,6,6,6,6,5,6,6,4
1867,6,3,3,4,4,4,6,6,2,3,6,6,6,4
1868,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1869,4,3,6,4,3,6,6,6,6,6,4,6,6,3
1870,3,3,3,3,0,6,6,6,6,6,6,4,6,0
1871,3,6,6,5,6,5,3,3,3,6,6,6,6,3
1872,4,4,6,5,4,4,4,4,6,6,6,6,6,4
1873,6,6,6,4,5,2,6,2,6,6,5,6,6,4
1874,5,6,5,4,4,5,6,6,4,5,6,5,6,4
1875,4,3,3,3,3,4,6,6,6,6,4,6,4,4
1876,3,2,3,3,3,3,3,3,3,3,6,6,6,3
1877,4,3,4,4,4,4,4,4,4,4,4,4,6,4
1878,3,3,3,4,4,4,6,6,4,4,4,6,6,4
1879,0,0,0,5,5,0,0,0,5,0,0,0,0,5
1880,6,4,4,4,4,5,6,4,6,6,5,6,4,4
1881,4,3,3,3,3,3,3,3,4,6,6,6,6,3
1882,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1883,3,3,3,2,3,3,3,3,6,6,6,6,6,3
1884,4,4,6,5,5,4,6,6,6,6,6,6,6,4
1885,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1886,4,6,6,4,6,4,4,4,6,4,6,0,6,6
1887,4,3,3,5,6,4,4,4,6,6,6,6,6,4
1888,6,6,6,5,5,6,6,6,6,6,6,6,6,4
1889,5,4,5,3,5,4,6,6,5,3,6,6,6,4
1890,4,3,4,4,4,4,6,6,6,3,4,6,6,4
1891,6,6,4,5,5,5,6,6,6,6,6,6,6,5
1892,6,4,4,3,3,3,6,6,3,3,4,6,6,4
1893,2,3,1,3,3,3,3,3,2,2,4,3,4,3
1894,3,3,3,4,4,3,3,3,4,2,3,3,3,3
1895,4,4,3,3,4,3,4,4,6,6,6,6,6,4
1896,5,5,5,5,5,5,6,6,5,5,6,5,6,5
1897,6,6,4,4,4,4,4,6,6,4,5,6,6,4
1898,3,3,4,5,5,4,3,4,6,6,5,6,6,4
1899,0,3,0,0,0,5,0,5,0,4,0,0,0,4
1900,3,4,3,4,4,3,4,4,4,6,6,6,6,4
1901,6,6,3,5,5,4,6,6,3,6,6,6,6,4
1902,6,3,3,4,4,3,4,4,4,4,6,6,6,4
1903,4,6,3,4,4,4,6,6,4,4,6,6,6,4
1904,3,4,4,4,5,4,6,6,4,4,6,6,6,0
1905,5,5,3,4,4,4,4,4,6,6,4,6,3,4
1906,3,3,3,3,3,3,6,6,3,6,6,6,6,3
1907,4,4,4,4,4,4,4,4,4,4,4,6,6,4
1908,4,3,3,4,5,5,6,6,4,4,4,6,6,5
1909,5,5,5,5,5,5,6,6,5,4,6,5,6,0
1910,6,6,3,3,3,3,6,6,6,6,6,6,6,3
1911,4,4,4,4,5,5,4,4,3,3,3,3,3,3
1912,3,4,4,4,4,5,3,3,4,3,5,3,3,4
1913,3,3,3,4,4,4,4,4,4,4,4,6,0,5
1914,4,4,4,5,5,5,5,5,4,4,4,6,6,5
1915,5,6,4,5,5,5,6,6,6,5,6,6,6,5
1916,6,6,2,1,4,5,6,6,5,5,6,6,6,4
1917,4,6,4,4,4,4,6,6,4,6,6,6,6,4
1918,4,4,4,5,5,5,5,5,5,4,5,5,5,4
1919,5,3,4,5,4,4,6,6,5,4,4,4,4,4
1920,4,3,3,4,4,4,4,4,4,4,6,4,4,4
1921,4,3,4,2,4,4,2,2,6,6,6,6,6,4
1922,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1923,5,3,4,3,4,3,6,6,6,6,3,6,6,4
1924,5,6,6,5,5,5,5,5,6,6,6,6,6,4
1925,4,4,4,4,4,4,4,4,4,4,4,4,6,4
1926,4,4,4,5,5,5,5,5,5,0,5,4,5,5
1927,3,3,3,5,5,5,4,4,4,6,5,6,6,4
1928,4,3,4,3,4,4,3,3,3,3,0,0,0,3
1929,5,3,3,4,3,3,3,3,4,5,4,6,6,4
1930,4,3,3,3,3,3,3,3,4,3,6,2,6,3
1931,0,3,3,3,4,4,3,4,0,0,0,0,0,4
1932,4,4,4,4,4,4,4,4,6,6,6,6,6,4
1933,4,4,3,4,4,4,6,6,6,6,6,6,6,4
1934,0,0,4,5,0,5,0,0,5,0,0,0,0,5
1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,3,3,3,3,3,3,3,3,6,6,6,6,6,3
1937,5,0,5,0,5,5,5,0,5,0,0,0,0,5
1938,1,3,3,4,4,4,2,2,4,4,0,1,3,0
1939,0,0,0,5,5,5,0,0,0,0,0,0,0,0
1940,4,3,4,4,5,5,4,4,4,3,6,6,6,5
1941,0,0,5,0,0,0,0,0,0,0,0,0,5,0
1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,6,2,3,4,3,3,2,2,3,0,0,0,0,2
1944,6,6,2,5,5,5,6,6,6,4,5,6,6,4
1945,5,6,3,3,4,5,6,6,6,6,6,6,6,4
1946,6,6,5,5,4,5,6,6,6,6,6,6,6,5
1947,5,5,5,5,4,5,6,6,5,5,6,6,6,5
1948,6,6,5,5,5,5,6,6,5,5,6,6,6,5
1949,4,3,3,4,4,4,4,4,6,6,6,6,6,4
1950,6,6,4,4,4,4,4,4,6,3,4,6,6,4
1951,3,3,0,0,3,3,6,6,6,6,6,6,6,3
1952,3,3,3,4,3,3,3,3,4,4,4,2,3,3
1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,5,3,4,4,4,4,6,6,4,3,6,6,6,4
1955,4,3,3,4,3,3,0,0,5,3,6,6,6,4
1956,4,4,5,5,5,0,4,0,4,4,4,0,0,4
1957,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1958,4,6,4,3,4,4,3,3,4,6,6,6,6,4
1959,3,4,4,3,4,4,4,4,4,4,6,6,6,4
1960,3,4,3,4,3,3,3,3,3,3,3,3,3,3
1961,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1962,4,2,3,5,5,5,4,4,4,4,4,4,4,4
1963,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1964,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,5,0,4,5,5,5,4,5,0,5,4,4,5,0
1967,4,4,4,5,5,4,4,4,4,4,6,6,6,4
1968,4,0,0,4,5,0,0,0,0,0,0,0,0,4
1969,4,4,4,4,4,3,3,4,6,6,6,6,6,5
1970,4,4,4,4,4,4,4,4,4,4,4,4,6,4
1971,4,4,4,5,4,4,4,4,4,4,6,6,6,4
1972,5,5,5,5,5,5,5,5,5,5,6,6,6,5
1973,3,3,3,4,4,4,6,6,6,6,6,6,6,4
1974,4,3,3,3,3,5,2,2,3,3,6,6,6,3
1975,4,4,6,4,4,3,6,6,6,6,6,6,6,4
1976,6,5,3,4,4,4,6,6,6,6,6,6,6,4
1977,0,0,0,0,0,0,0,0,5,5,0,0,0,0
1978,0,3,4,5,5,5,5,0,5,0,0,0,0,5
1979,2,1,2,3,3,3,6,6,3,1,6,6,6,2
1980,4,3,3,3,3,3,3,3,6,6,6,6,6,4
1981,3,4,4,5,4,5,6,4,6,6,6,6,6,4
1982,4,6,4,3,5,5,6,6,5,1,6,6,6,5
1983,6,6,6,3,5,6,6,5,6,6,6,6,6,5
1984,6,6,5,3,5,4,6,6,6,6,6,6,6,3
1985,6,3,3,4,5,6,6,6,3,6,6,6,6,3
1986,6,6,6,5,4,4,6,6,4,4,6,6,3,4
1987,4,4,4,5,5,5,5,5,4,5,6,6,6,4
1988,6,6,4,4,4,4,4,4,4,5,0,0,0,5
1989,2,2,5,5,5,5,4,4,4,5,4,4,6,4
1990,4,4,4,3,4,5,4,4,3,3,4,3,3,4
1991,6,6,6,4,4,4,6,6,4,4,6,6,6,4
1992,3,3,2,3,3,3,3,3,3,6,6,6,6,2
1993,3,3,3,4,4,4,4,4,0,0,0,0,0,4
1994,3,3,3,3,3,2,3,3,3,3,4,3,3,3
1995,4,2,3,4,4,4,4,4,4,4,6,6,4,3
1996,4,4,4,4,5,4,4,4,5,4,6,4,6,4
1997,3,3,3,3,4,3,3,3,6,6,6,6,6,4
1998,2,3,3,5,5,3,6,6,4,2,6,6,1,3
1999,3,3,3,5,4,4,4,4,5,6,6,6,5,4
2000,3,3,3,3,3,0,0,0,3,3,3,3,3,4
2001,0,0,4,4,4,4,0,0,0,0,0,0,0,4
2002,3,3,3,3,3,3,3,3,3,3,6,2,6,0
2003,0,0,0,0,5,0,0,0,0,0,0,0,0,4
2004,3,4,3,4,4,0,3,3,2,6,4,6,3,0
2005,5,2,3,4,4,4,4,4,4,4,4,5,4,4
2006,4,3,3,4,4,3,6,6,3,3,3,6,6,3
2007,4,3,3,4,4,3,6,6,4,4,6,6,6,4
2008,3,3,3,3,3,3,3,3,6,6,6,6,6,3
2009,3,3,3,4,3,3,3,3,4,3,3,6,6,4
2010,5,6,3,5,5,5,5,5,5,5,5,5,5,5
2011,3,3,4,4,4,4,4,4,2,2,3,2,2,3
2012,4,4,3,5,5,5,4,4,5,5,5,6,6,4
2013,5,4,4,5,5,5,6,6,5,6,4,6,2,4
2014,3,6,6,4,4,3,6,6,3,6,6,6,6,4
2015,6,3,3,4,4,5,6,6,6,6,4,6,6,3
2016,5,3,4,5,5,5,6,6,6,6,3,6,0,4
2017,6,5,6,5,6,5,6,6,6,6,6,6,6,5
2018,4,4,6,4,4,4,6,6,6,6,4,6,2,4
2019,3,3,3,4,4,4,6,6,2,2,4,6,2,3
2020,6,4,3,5,5,5,4,3,5,5,6,6,6,4
2021,4,3,4,3,3,2,3,3,6,6,6,6,6,3
2022,3,4,3,4,5,5,4,4,4,3,3,6,4,4
2023,3,2,2,4,3,4,3,3,4,3,4,6,6,4
2024,4,4,4,4,2,4,4,4,6,6,6,6,6,4
2025,3,3,3,3,3,4,6,6,3,3,6,3,6,3
2026,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2027,4,3,3,3,3,3,3,3,0,0,0,0,4,0
2028,4,4,4,3,3,3,3,3,4,4,4,3,1,4
2029,4,3,3,5,5,5,6,6,4,6,5,6,6,4
2030,6,4,3,5,3,4,6,6,3,6,6,6,6,4
2031,5,5,3,4,4,5,6,6,4,4,5,6,6,5
2032,5,5,5,5,5,5,6,6,5,6,5,6,5,5
2033,6,6,6,3,6,3,6,6,6,6,6,6,6,3
2034,2,3,3,3,6,4,6,6,4,6,6,6,6,3
2035,2,3,3,4,6,3,6,6,4,4,6,3,6,0
2036,6,6,2,5,5,5,5,5,6,6,6,6,6,3
2037,6,4,4,4,4,4,6,6,6,6,4,6,6,4
2038,6,6,6,4,6,4,6,6,6,6,6,6,6,4
2039,2,4,4,5,5,5,3,3,4,4,4,4,5,4
2040,0,0,0,0,0,0,0,0,4,0,4,0,0,4
2041,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2042,3,3,2,3,3,3,3,3,6,6,6,6,6,3
2043,0,4,3,5,4,4,4,4,4,6,5,6,4,4
2044,6,3,6,4,6,3,4,0,6,6,6,6,6,4
2045,6,6,3,4,4,4,6,6,6,6,4,6,6,4
2046,4,6,6,4,4,4,6,6,4,6,4,6,5,4
2047,4,4,3,4,2,4,6,6,4,6,5,6,4,4
2048,6,6,0,3,3,4,6,6,3,6,6,6,6,3
2049,6,6,6,3,4,4,6,6,4,6,6,6,6,3
2050,0,0,4,5,5,5,5,4,5,5,0,0,5,5
2051,6,4,4,4,5,5,5,5,5,6,5,6,5,4
2052,3,3,2,3,3,4,3,3,4,6,5,6,3,3
2053,0,6,3,4,4,3,4,4,6,6,6,6,6,4
2054,2,3,2,3,3,3,3,3,3,3,3,3,3,3
2055,4,6,6,3,3,4,4,4,3,6,3,6,2,3
2056,6,6,0,1,5,4,1,1,6,6,6,6,6,3
2057,4,6,6,5,5,5,6,6,6,6,6,6,6,5
2058,2,2,2,3,3,3,3,3,3,3,6,6,6,3
2059,2,3,3,4,4,4,3,3,4,6,4,6,4,3
2060,6,3,3,4,4,4,6,6,4,6,4,6,4,4
2061,3,4,3,4,4,4,6,6,4,4,6,6,4,4
2062,3,2,2,2,2,2,2,2,2,2,2,2,2,3
2063,4,3,3,4,3,3,3,3,3,6,6,6,6,4
2064,5,6,3,1,4,3,6,6,5,2,5,6,6,5
2065,4,3,0,3,4,4,6,6,6,6,6,6,6,4
2066,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,4,2,3,4,5,3,6,6,6,6,6,6,6,3
