,ART,FOOD,STORE,SIGN,WALKWAYS,SCREENS,INFODOWN,INFOUP,WIFI,ROADS,PARK,AIRTRAIN,LTPARKING,RENTAL,ALL
77,3,4,4,4,4,4,4,4,4,0,0,3,0,0,4
78,3,4,4,5,5,4,5,5,5,5,5,5,5,3,5
79,3,3,3,3,3,3,3,3,4,3,2,1,1,1,3
80,3,2,2,3,4,4,6,6,6,1,1,3,3,6,3
81,6,6,6,5,5,5,6,6,1,5,6,6,6,6,0
82,5,6,6,3,4,0,1,6,6,3,6,6,6,6,4
83,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
84,5,5,4,5,5,5,6,6,2,6,6,6,6,6,5
85,6,6,6,4,5,6,6,6,5,3,3,6,6,6,4
86,6,3,3,3,3,3,6,6,6,4,6,6,4,6,4
87,5,3,4,4,5,5,6,6,6,4,6,6,6,6,4
88,6,6,6,6,6,6,6,6,5,6,6,6,6,6,3
89,4,4,6,5,5,5,5,5,6,6,6,5,6,6,5
90,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
91,5,3,4,4,4,6,6,0,1,4,6,6,6,6,4
92,4,3,3,4,4,4,4,4,3,2,2,4,6,6,4
93,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
94,6,3,3,3,4,4,3,3,3,3,3,6,3,6,4
95,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
96,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
97,5,3,3,4,5,5,4,4,3,4,3,3,3,6,4
98,6,3,3,3,4,4,4,4,6,4,4,6,6,6,4
99,6,3,3,3,4,4,6,6,6,4,4,4,3,6,4
100,4,3,3,4,5,4,4,4,6,5,6,6,6,6,4
101,4,4,5,5,5,4,4,4,5,6,6,6,6,6,5
102,3,4,4,4,4,4,4,4,4,5,6,6,4,4,4
103,5,2,3,3,1,2,2,3,4,4,1,1,2,3,4
104,4,4,4,1,3,2,3,3,4,2,3,6,6,6,3
105,4,3,2,4,4,4,4,4,4,4,6,6,6,6,4
106,3,3,3,3,3,3,6,6,3,4,6,6,6,6,3
107,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
108,3,3,3,3,3,4,0,0,3,2,3,3,3,3,3
109,5,4,4,5,4,5,5,4,4,4,5,4,5,4,4
110,4,5,4,5,4,5,5,5,5,5,6,6,6,6,5
111,6,6,6,3,3,3,6,6,4,6,6,6,6,6,3
112,5,4,5,5,5,5,5,5,6,5,4,6,6,6,5
113,0,0,3,5,5,4,5,4,5,4,5,0,0,4,4
114,6,3,3,3,3,3,3,3,6,6,6,6,6,6,4
115,3,3,3,3,3,3,3,3,3,3,3,6,6,6,4
116,4,3,4,4,4,4,4,4,4,4,3,4,6,6,4
117,5,5,4,4,4,4,4,4,3,4,4,5,6,3,4
118,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5
119,4,4,3,4,3,4,4,4,3,5,5,4,4,4,4
120,6,4,4,5,5,5,4,4,5,6,6,5,6,6,5
121,4,3,4,4,3,3,4,3,4,4,3,4,6,6,3
122,4,4,4,4,3,3,6,6,3,4,3,6,4,3,4
123,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
124,6,6,6,4,4,5,5,5,5,6,6,6,6,6,6
125,4,6,3,2,3,2,6,6,6,4,6,4,6,6,4
126,2,1,2,1,1,2,1,1,6,4,4,4,4,2,2
127,3,3,3,3,3,3,6,6,6,4,6,6,6,6,3
128,4,3,3,4,4,3,3,3,3,3,3,3,0,2,3
129,4,4,4,4,4,5,5,5,6,6,6,4,6,3,5
130,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
131,5,4,3,3,4,4,6,6,4,6,6,4,6,6,4
132,4,3,3,3,3,3,6,6,6,2,2,6,2,2,3
133,3,3,3,5,5,5,5,5,6,5,4,4,6,4,5
134,0,3,4,3,6,3,6,6,6,6,6,6,6,6,4
135,3,3,3,3,3,3,3,3,3,4,6,6,6,6,3
136,0,5,5,5,5,5,6,6,6,5,5,6,6,6,6
137,3,3,3,3,4,6,6,3,3,5,4,6,4,4,0
138,6,6,6,5,5,5,6,6,5,6,6,5,6,6,5
139,5,6,6,5,5,5,6,5,0,5,6,5,2,5,5
140,3,3,4,4,4,5,6,6,2,6,6,0,3,6,5
141,4,6,4,5,5,5,5,5,5,6,6,6,6,6,5
142,6,6,4,5,6,5,6,6,6,6,6,6,6,6,4
143,5,4,6,4,4,4,6,6,5,6,6,6,6,6,4
144,3,3,2,0,3,3,3,3,2,3,3,2,2,3,3
145,3,2,2,4,3,4,4,4,5,5,6,6,6,6,4
146,4,3,4,4,3,4,3,3,4,2,2,4,3,3,3
147,3,3,4,5,5,5,5,5,5,5,2,4,3,3,4
148,6,5,5,5,5,5,6,6,5,5,5,5,6,5,5
149,3,3,4,4,4,6,6,6,6,5,6,6,6,5,4
150,4,4,4,4,4,5,4,4,4,4,4,3,3,3,4
151,4,3,3,4,4,3,2,2,3,4,3,4,6,4,4
152,4,5,4,3,3,3,3,3,4,3,6,6,6,6,4
153,4,4,3,4,3,3,3,3,2,4,3,4,6,6,4
154,2,1,1,4,4,4,4,4,3,3,4,4,4,6,3
155,3,2,2,4,3,3,6,0,3,4,4,3,3,6,4
156,1,2,1,5,3,3,4,4,4,5,6,6,6,6,3
157,6,3,3,4,3,3,3,3,5,3,6,6,3,6,3
158,3,3,3,4,3,3,3,3,3,6,6,6,6,6,4
159,3,4,4,4,4,4,6,6,6,3,6,4,6,5,4
160,5,5,4,3,3,3,2,3,4,4,3,4,3,6,4
161,4,6,6,5,6,4,6,6,5,4,6,5,6,5,5
162,4,3,4,4,4,4,6,6,4,3,4,4,6,0,5
163,4,5,4,5,6,5,6,6,4,6,6,6,6,6,5
164,5,4,4,0,4,4,6,6,4,4,4,6,4,6,0
165,5,4,4,3,4,4,6,6,4,4,4,6,6,6,4
166,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
167,5,5,5,5,5,5,6,6,6,4,5,5,6,5,5
168,2,3,3,4,4,4,3,3,3,4,4,4,4,0,0
169,4,4,4,4,4,4,4,4,2,4,4,4,3,3,4
170,3,5,4,5,4,5,6,6,4,4,4,4,4,6,5
171,5,4,4,5,5,5,5,5,5,5,6,6,6,6,5
172,3,2,2,4,4,5,4,4,3,6,6,6,6,6,4
173,6,6,6,4,6,4,6,6,3,3,6,6,6,6,4
174,4,4,4,5,5,4,3,3,5,5,5,5,4,6,4
175,3,3,3,4,4,4,3,3,5,4,6,4,6,6,4
176,4,6,6,5,5,5,6,6,6,6,6,5,6,6,5
177,3,3,3,3,3,3,3,3,3,6,6,6,6,6,3
178,5,5,5,5,5,5,5,5,6,6,6,6,6,6,5
179,6,3,3,3,3,6,6,6,6,1,6,4,6,3,4
180,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4
181,3,4,3,3,4,3,6,2,6,4,3,3,2,6,3
182,6,3,6,4,2,3,3,3,6,6,6,6,6,6,0
183,3,3,3,2,3,3,6,6,3,6,6,6,6,6,3
184,4,5,5,5,5,5,5,5,5,6,6,6,6,6,5
185,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
186,3,3,4,5,5,4,6,6,5,5,5,5,1,3,4
187,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
188,3,3,3,3,3,3,3,3,4,4,5,3,5,4,4
189,4,3,3,4,4,4,6,6,5,4,3,6,2,4,3
190,6,4,4,5,5,5,5,5,5,6,6,6,6,6,5
191,6,6,3,3,6,4,6,6,6,4,6,6,6,6,3
192,4,5,5,5,5,4,6,6,5,3,4,4,6,6,5
193,0,5,5,5,5,5,6,6,6,5,6,6,6,6,5
194,2,3,4,4,4,4,4,4,5,6,6,5,6,6,3
195,4,3,3,4,3,4,3,3,4,3,4,3,3,4,4
196,6,3,3,3,3,3,6,6,3,2,2,4,2,3,3
197,4,3,3,5,5,5,5,5,0,5,0,5,0,0,4
198,0,3,4,4,4,4,4,4,4,3,3,0,0,2,4
199,4,3,3,3,2,3,2,2,6,6,6,6,6,6,3
200,3,3,3,3,4,2,3,3,5,4,4,6,3,6,3
201,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
202,4,2,3,4,6,5,6,6,2,4,4,4,4,4,4
203,3,3,3,4,3,3,6,6,4,6,6,6,6,6,3
204,3,6,6,3,4,4,4,4,4,6,6,6,6,6,3
205,2,2,0,4,4,3,3,3,6,1,6,6,6,6,3
206,5,4,4,5,4,5,5,5,3,4,4,5,6,6,4
207,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
208,6,1,1,3,0,0,6,6,1,5,6,6,6,6,3
209,6,3,6,4,4,0,6,6,6,6,2,6,6,6,4
210,5,4,6,5,4,5,6,6,6,4,5,6,6,6,5
211,5,3,3,4,5,4,6,6,3,5,5,5,5,6,4
212,4,6,4,5,5,5,6,6,6,6,6,6,6,6,5
213,3,0,0,5,5,5,6,6,0,6,6,6,6,6,4
214,5,4,4,4,4,5,6,6,6,5,3,6,6,6,4
215,5,4,4,5,5,5,5,5,5,6,6,6,6,6,4
216,4,3,4,5,5,5,4,4,4,4,4,4,4,6,4
217,5,5,6,5,5,5,6,6,5,6,6,6,6,6,5
218,3,3,3,3,3,3,3,3,3,6,6,6,6,6,3
219,6,6,6,5,5,6,6,6,6,6,6,6,6,6,0
220,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3
221,4,3,3,4,4,4,4,4,4,4,6,4,6,6,4
222,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5
223,4,4,4,4,3,4,4,4,0,0,0,0,0,0,0
224,1,2,2,3,3,3,6,6,6,6,6,6,6,6,3
225,5,4,4,5,4,5,6,6,3,5,4,5,3,3,4
226,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
227,6,4,4,3,5,3,6,6,6,6,6,6,6,6,4
228,2,4,3,4,4,4,4,4,6,6,6,6,6,6,0
229,3,3,4,4,4,5,6,6,3,4,6,6,6,6,4
230,4,3,3,4,3,3,3,3,6,0,0,4,0,0,4
231,5,4,3,4,4,4,4,4,4,5,3,6,3,2,4
232,4,5,5,5,4,4,4,4,4,4,6,4,6,3,4
233,3,4,3,4,3,3,6,6,5,3,6,3,6,4,4
234,5,5,5,5,5,5,5,5,2,5,6,6,6,6,5
235,4,3,3,2,2,5,4,4,5,3,3,2,6,4,4
236,6,4,3,4,4,4,4,3,2,6,6,4,6,6,4
237,4,4,4,4,4,4,4,4,4,5,4,6,6,6,4
238,3,4,3,3,3,3,6,6,2,3,2,3,3,6,3
239,3,3,3,3,2,2,2,2,1,3,2,1,6,1,2
240,3,4,2,5,6,5,6,5,5,6,6,6,6,6,4
241,3,4,4,4,4,4,6,6,6,4,6,3,6,6,4
242,4,4,4,4,4,4,6,6,6,2,2,4,4,6,4
243,3,5,3,4,4,4,3,3,5,3,6,5,6,6,4
244,5,4,4,4,6,5,6,6,0,3,6,4,6,2,5
245,5,5,4,5,5,5,6,5,5,6,6,6,6,6,5
246,4,4,5,3,3,3,3,3,5,3,3,4,3,3,4
247,6,4,4,4,4,4,3,3,3,4,3,4,6,6,4
248,4,3,4,4,3,4,4,3,4,4,3,4,3,4,4
249,3,4,4,4,3,3,6,6,3,3,1,2,6,2,3
250,5,4,4,5,5,5,0,6,4,5,4,6,4,6,5
251,6,6,5,5,5,5,5,5,5,6,6,6,6,6,5
252,3,3,4,2,3,4,2,2,3,4,6,4,6,4,4
253,6,4,4,4,5,5,0,6,6,5,6,5,6,6,5
254,5,6,6,5,5,5,5,6,4,5,6,5,6,5,5
255,3,3,3,4,3,3,6,6,5,6,6,6,6,6,4
256,2,2,1,5,5,5,5,5,6,5,6,5,6,5,3
257,0,6,6,5,5,5,0,0,5,5,5,5,5,6,5
258,4,4,4,4,5,5,4,4,6,4,4,5,5,6,4
259,6,4,3,4,4,3,6,6,6,5,6,5,6,4,4
260,5,4,5,5,5,4,4,4,2,5,6,6,6,6,4
261,4,3,3,4,3,4,3,3,5,0,0,0,0,0,4
262,3,3,3,3,3,3,3,0,2,6,6,6,6,6,4
263,6,3,3,3,3,3,3,3,3,6,6,6,6,6,3
264,6,2,3,1,3,0,6,2,4,1,6,4,6,3,2
265,3,2,2,0,5,4,6,6,5,4,5,5,6,5,4
266,4,4,3,4,4,4,0,0,0,3,3,3,6,6,4
267,3,3,6,4,5,4,6,6,4,4,6,6,6,3,4
268,6,4,3,5,5,5,5,5,5,6,6,5,6,6,5
269,5,6,6,0,5,4,4,4,6,0,0,0,0,0,5
270,6,6,2,4,4,5,6,6,5,6,6,6,6,6,3
271,6,6,6,3,3,4,4,4,4,5,6,4,6,5,3
272,5,3,3,3,4,3,6,4,0,2,6,0,3,6,4
273,5,6,6,3,6,4,6,6,6,4,6,6,6,6,4
274,4,4,4,4,4,4,6,6,5,4,4,6,6,6,4
275,4,4,4,4,3,4,4,4,3,4,3,3,3,3,4
276,3,3,3,4,4,4,4,4,3,4,4,4,6,6,4
277,5,4,4,4,4,3,4,4,6,3,3,6,6,6,4
278,6,6,6,4,4,4,6,6,4,6,6,6,6,6,4
279,3,3,3,3,3,3,3,3,2,3,6,3,6,6,3
280,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
281,3,3,3,4,4,4,3,3,4,4,4,3,4,6,4
282,6,4,4,4,4,4,6,6,6,2,2,4,6,6,5
283,3,6,6,4,4,4,6,6,5,6,6,6,6,6,4
284,4,4,4,4,4,4,4,4,5,5,4,6,3,6,4
285,4,3,3,4,4,4,4,4,4,3,3,3,3,3,4
286,5,3,3,4,4,6,6,6,4,4,6,4,6,6,4
287,1,4,2,4,4,4,4,4,2,4,4,0,0,0,4
288,4,4,6,4,4,4,6,6,3,4,3,6,6,6,4
289,3,3,3,4,4,4,3,3,5,4,6,5,6,3,4
290,5,4,4,4,5,4,4,4,1,4,3,6,6,6,4
291,5,5,5,5,5,1,6,6,5,5,5,5,5,5,3
292,5,4,4,5,5,5,5,5,6,5,5,6,6,6,5
293,6,6,6,1,4,5,6,6,6,2,5,5,6,2,2
294,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4
295,6,4,4,3,4,4,4,4,5,4,6,4,5,6,4
296,5,3,3,5,5,5,5,5,5,3,5,5,5,5,5
297,6,6,6,6,6,6,0,5,6,5,6,6,6,6,5
298,5,4,4,3,4,3,3,3,6,5,6,5,6,5,5
299,3,3,3,3,4,4,3,3,4,3,3,6,6,6,4
300,5,4,5,4,0,4,6,6,5,6,6,6,6,6,4
301,4,5,2,3,3,3,3,3,4,6,6,6,6,6,4
302,5,5,5,5,5,5,5,5,1,4,6,6,6,6,4
303,3,3,3,3,3,3,3,3,3,5,3,4,4,4,4
304,3,3,3,4,3,4,4,4,4,4,5,6,4,6,3
305,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4
306,3,4,4,4,4,4,4,4,5,4,6,6,6,6,4
307,4,4,4,5,3,3,4,4,4,5,4,4,4,4,5
308,4,4,4,5,5,5,5,5,5,5,5,5,4,6,5
309,4,5,5,5,5,0,0,0,5,4,0,0,4,0,4
310,3,2,2,3,3,4,6,6,5,4,4,6,6,6,3
311,5,3,3,4,4,4,4,4,5,4,6,4,6,4,4
312,5,5,5,5,5,5,5,5,6,5,6,6,6,6,5
313,6,4,3,4,4,3,3,3,3,3,6,6,6,3,4
314,3,4,3,3,3,3,3,3,4,4,3,4,6,6,3
315,5,4,3,4,6,5,6,6,4,4,4,4,4,3,4
316,4,4,4,4,4,4,6,6,6,4,6,6,6,6,4
317,4,4,3,4,3,4,3,3,5,0,0,0,0,0,4
318,4,5,3,5,5,3,5,5,5,5,6,6,6,6,5
319,4,5,4,5,4,5,5,5,6,4,5,5,6,5,5
320,4,4,3,5,4,5,4,4,4,3,4,2,6,6,4
321,4,3,3,4,4,4,2,2,3,4,2,4,6,0,4
322,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
323,3,3,2,4,4,4,4,6,6,3,6,6,6,6,3
324,4,3,3,5,5,4,4,4,5,5,5,5,3,4,4
325,4,4,3,3,1,3,2,2,4,3,3,4,4,4,4
326,5,4,4,5,5,5,6,6,5,4,4,4,6,4,4
327,5,3,3,4,4,4,4,4,4,5,5,6,6,6,4
328,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
329,4,4,4,3,4,4,6,6,2,3,4,4,6,6,4
330,6,4,5,5,5,4,5,5,2,5,5,5,5,5,4
331,4,3,3,2,4,2,6,2,1,6,6,3,6,6,3
332,4,4,4,3,3,3,3,3,6,4,6,4,6,2,5
333,6,6,4,4,5,5,5,5,4,4,4,6,6,6,4
334,5,4,4,4,4,4,4,4,5,2,3,4,4,4,4
335,3,3,3,4,4,4,3,3,4,3,4,4,6,6,4
336,5,6,4,5,5,5,5,5,4,4,6,5,6,5,5
337,4,3,4,5,5,5,5,5,4,5,3,5,6,4,4
338,6,6,6,4,4,4,6,6,6,4,6,4,6,4,4
339,3,3,2,2,5,4,3,3,4,6,6,6,6,6,4
340,5,3,3,3,4,4,4,4,6,5,6,4,6,3,4
341,4,4,4,4,4,4,4,4,4,5,5,5,6,4,4
342,5,4,4,3,4,4,5,5,5,3,6,5,6,4,4
343,6,5,6,5,5,5,5,6,6,5,6,5,6,3,5
344,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
345,6,5,4,5,5,5,5,5,6,5,6,5,6,3,5
346,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
347,4,4,4,5,5,5,5,5,5,3,3,4,4,0,5
348,6,4,4,5,5,5,5,5,5,6,6,6,6,6,4
349,4,4,4,5,5,5,4,4,4,6,6,6,6,6,5
350,5,2,0,4,4,4,6,6,3,3,6,4,6,6,4
351,4,4,4,5,5,5,4,4,4,5,5,6,6,6,5
352,3,3,6,3,4,4,6,6,3,3,2,4,6,2,4
353,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4
354,4,4,4,4,5,4,4,4,5,3,4,3,3,3,4
355,5,5,5,5,5,4,6,6,5,6,6,6,6,6,4
356,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
357,3,4,4,4,4,4,3,3,2,6,6,6,6,6,4
358,4,3,3,4,4,4,3,4,4,4,4,5,3,6,4
359,4,4,5,5,5,5,5,5,3,5,5,5,4,6,5
360,4,3,3,5,5,5,4,4,6,4,4,6,3,6,4
361,3,3,3,3,4,4,4,4,3,3,3,4,6,6,3
362,2,3,3,4,4,4,3,3,4,3,6,3,6,6,3
363,3,3,3,3,3,3,3,3,3,3,6,3,6,6,3
364,5,3,4,4,5,4,0,0,6,5,6,6,6,6,4
365,3,3,3,4,4,4,4,4,3,3,3,6,6,6,4
366,4,3,4,6,5,5,6,6,5,6,3,6,6,6,4
367,3,3,3,4,4,2,6,6,3,3,2,3,3,6,3
368,4,4,3,1,3,3,6,6,3,3,6,3,6,3,4
369,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
370,3,3,4,4,3,3,3,3,4,3,6,6,6,6,4
371,4,3,2,3,3,4,6,6,2,3,6,3,6,2,4
372,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
373,4,4,4,4,4,4,6,6,4,4,4,4,4,6,4
374,3,3,4,4,4,4,3,4,4,4,4,5,6,6,4
375,3,4,4,4,0,3,6,6,6,5,6,6,6,6,4
376,4,4,4,4,4,4,6,6,6,5,6,5,6,6,4
377,4,4,4,5,5,5,6,6,6,6,6,5,6,6,5
378,6,5,6,5,6,5,6,6,5,6,6,6,6,6,5
379,5,3,4,5,4,5,6,6,4,5,6,5,6,4,5
380,4,4,3,4,6,4,4,4,4,6,6,6,6,6,4
381,5,5,5,5,5,5,6,6,6,5,6,6,6,6,5
382,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4
383,5,4,6,3,6,3,3,6,4,6,6,6,6,6,5
384,4,4,4,4,4,4,4,4,4,5,6,6,6,6,4
385,6,3,6,0,6,6,6,6,3,5,6,6,6,5,4
386,5,4,4,5,6,5,6,6,6,6,6,6,6,6,5
387,4,4,4,4,4,4,4,3,5,4,3,4,6,3,4
388,6,6,6,5,5,5,6,6,4,5,6,5,6,6,5
389,6,3,3,4,4,4,6,6,5,6,6,5,6,6,4
390,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
391,0,4,0,0,5,5,0,0,0,0,4,0,0,0,0
392,5,6,4,4,3,0,6,6,3,6,6,6,6,3,4
393,3,2,3,3,3,3,6,6,6,4,6,4,6,3,3
394,6,0,4,5,5,5,5,5,5,5,5,5,5,5,4
395,4,1,4,4,4,5,2,2,3,2,3,2,6,2,3
396,5,5,5,3,5,4,4,4,4,3,3,4,3,3,5
397,6,4,6,3,4,4,6,6,6,6,6,4,0,4,4
398,3,6,2,3,4,3,4,6,5,4,6,3,6,3,3
399,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
400,4,4,4,4,4,5,4,4,5,2,3,6,6,6,4
401,5,3,3,4,4,4,6,6,5,6,6,6,6,6,4
402,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
403,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
404,6,6,4,4,4,4,6,6,5,6,6,6,6,6,4
405,6,6,5,5,5,6,5,6,5,6,6,6,6,6,5
406,6,6,6,3,4,4,6,6,6,4,5,4,6,6,4
407,6,4,6,3,5,5,6,3,6,6,6,5,6,5,5
408,0,4,4,3,3,3,3,3,3,0,0,0,0,0,0
409,3,3,1,1,3,2,5,6,6,2,6,3,6,6,2
410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
411,4,6,4,5,5,5,5,5,6,3,6,6,6,6,4
412,5,4,4,4,5,5,4,5,3,5,4,5,4,3,5
413,6,6,6,3,6,4,6,6,6,4,6,6,6,6,4
414,6,4,4,5,2,0,6,6,6,5,6,4,4,5,5
415,6,6,6,5,4,4,6,6,6,4,6,6,6,6,5
416,6,4,5,5,4,4,6,6,6,4,6,6,6,6,4
417,3,3,4,4,3,4,3,3,2,4,3,6,6,6,4
418,5,4,4,4,4,4,6,4,5,3,6,5,6,5,4
419,3,3,2,3,3,4,4,4,3,3,3,3,3,3,3
420,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
421,4,4,4,4,5,5,5,5,4,5,5,5,5,5,4
422,6,4,4,4,6,4,6,6,5,5,5,6,6,6,5
423,5,5,0,4,4,0,0,0,0,0,0,0,0,0,4
424,6,3,3,4,4,4,4,4,4,3,3,6,6,0,4
425,6,6,6,5,5,5,6,6,6,5,6,5,6,5,5
426,5,4,3,4,4,4,6,6,3,4,4,6,4,6,5
427,4,2,2,4,4,5,4,4,4,4,4,4,4,6,4
428,6,3,3,3,3,4,3,3,4,6,6,6,6,6,3
429,3,4,3,4,5,4,6,6,5,3,3,6,3,6,0
430,6,3,6,2,3,4,6,6,6,6,6,6,6,6,3
431,6,3,3,3,3,3,6,6,6,4,3,0,6,6,3
