,ART,FOOD,STORE,SIGN,WALKWAYS,SCREENS,INFODOWN,INFOUP,ROADS,PARK,AIRTRAIN,LTPARKING,RENTAL,ALL
32,6,6,6,6,6,6,6,6,2,2,0,0,0,3
33,4,3,3,3,3,3,3,3,4,4,4,3,6,4
34,5,6,6,2,5,5,5,5,6,6,6,6,6,0
35,5,4,4,5,5,5,5,5,5,6,5,6,5,5
36,3,6,6,2,5,5,6,6,6,6,6,6,6,3
37,4,6,4,4,4,3,6,6,6,6,6,6,6,4
38,4,6,4,5,5,5,5,5,6,6,6,6,6,5
39,5,6,6,5,5,6,6,6,6,6,6,6,6,5
40,5,4,4,5,4,4,4,4,4,6,3,3,4,4
41,6,3,3,3,4,4,2,6,0,0,0,4,5,3
42,4,4,4,4,4,4,4,4,6,6,6,6,6,5
43,3,3,3,4,4,4,3,3,4,3,4,6,4,4
44,3,6,3,4,4,4,3,3,3,6,3,4,6,4
45,6,6,6,4,4,4,6,6,0,1,0,0,0,0
46,5,5,5,5,5,5,5,5,5,6,6,6,6,5
47,4,3,3,4,3,3,3,3,3,3,0,0,0,4
48,5,5,5,5,5,5,5,5,5,5,5,5,5,4
49,4,3,3,3,5,3,3,3,3,3,3,6,6,4
50,5,3,3,4,5,5,6,6,5,6,5,6,5,5
51,3,3,3,3,3,3,3,3,4,3,3,2,2,3
52,4,3,3,4,4,4,6,6,4,3,4,3,3,4
53,4,4,4,3,3,4,3,3,4,6,6,6,3,4
54,4,4,3,4,4,4,3,4,3,4,6,6,6,4
55,5,4,5,4,5,3,6,6,6,6,6,6,6,4
56,4,6,6,5,5,5,6,6,6,6,6,6,6,5
57,3,6,6,3,5,5,5,5,6,6,6,6,6,3
58,3,3,3,2,4,4,3,3,6,6,6,6,6,3
59,0,0,0,5,5,0,0,0,0,0,0,0,0,0
60,4,3,3,3,4,4,6,6,6,6,6,6,6,4
61,2,2,2,1,3,1,4,4,6,6,6,6,6,3
62,4,3,4,3,3,3,6,6,3,3,6,3,6,3
63,2,6,6,3,4,4,6,6,6,6,6,6,6,4
64,5,5,5,5,5,5,5,5,5,6,6,6,6,5
65,5,6,6,5,5,5,5,5,6,6,6,6,6,5
66,3,3,4,5,5,5,6,6,6,6,6,6,6,4
67,3,5,1,4,4,4,6,6,6,6,6,6,6,3
68,4,4,4,5,5,2,6,6,6,6,6,6,6,5
69,3,4,4,4,4,4,6,6,6,6,6,6,6,3
70,3,4,3,3,3,3,6,3,3,6,3,6,3,3
71,4,4,3,3,3,3,6,6,6,6,6,6,6,3
72,4,4,4,4,4,4,4,4,4,4,4,4,4,4
73,5,4,4,4,4,5,4,4,4,6,6,6,6,4
74,5,4,3,4,4,3,1,1,3,6,6,6,6,3
75,6,6,6,4,5,5,4,4,4,6,6,6,6,4
76,4,6,4,4,4,4,6,6,4,6,4,6,2,4
77,4,4,3,5,4,5,4,4,5,6,3,6,5,4
78,3,4,4,5,5,5,4,4,5,6,5,6,6,4
79,4,5,5,3,5,3,6,6,6,6,6,6,6,4
80,4,3,0,3,4,4,6,6,3,6,4,6,6,4
81,5,4,4,5,5,5,0,0,0,0,0,0,0,5
82,3,3,2,4,4,4,4,4,6,6,6,6,6,4
83,4,4,4,4,4,4,4,4,4,4,4,4,4,4
84,3,5,4,4,5,4,4,4,6,6,6,6,6,4
85,6,3,4,3,3,3,3,3,3,6,3,6,2,3
86,3,3,3,1,4,3,6,6,2,6,5,6,6,3
87,3,3,3,4,3,4,6,6,3,3,3,3,3,3
88,3,4,4,4,4,4,6,6,4,4,6,6,6,4
89,3,3,3,3,4,4,3,3,4,4,4,4,4,4
90,4,6,6,4,5,4,4,4,6,6,6,6,6,4
91,4,4,4,3,5,5,6,6,6,6,6,6,6,4
92,4,4,5,5,4,3,3,0,4,2,3,2,2,4
93,3,3,3,4,4,4,4,4,6,6,6,6,6,3
94,4,4,4,5,5,4,3,3,3,3,3,3,3,0
95,0,0,0,4,0,0,0,0,3,0,0,0,0,3
96,0,1,1,1,1,1,1,1,1,0,1,0,1,1
97,6,4,4,5,5,6,6,6,6,6,5,6,3,5
98,3,6,6,4,4,4,3,4,4,3,6,6,6,4
99,6,4,5,5,5,5,5,6,5,6,5,6,6,5
100,4,6,4,5,5,2,6,6,4,6,6,6,6,4
101,6,3,6,4,4,4,6,6,4,4,6,6,6,3
102,3,3,4,5,5,5,3,3,4,6,6,6,6,4
103,6,6,4,5,4,4,6,6,4,4,6,6,6,4
104,4,4,4,4,4,3,2,3,4,4,3,3,3,4
105,4,4,4,4,4,4,4,4,6,6,6,6,6,4
106,6,2,4,4,4,4,4,4,5,3,6,6,6,4
107,4,3,4,4,4,4,4,4,4,4,3,2,1,3
108,4,4,3,4,3,3,4,3,3,3,6,6,6,3
109,5,3,6,3,3,4,3,4,4,4,6,4,6,6
110,5,4,3,4,5,5,5,5,5,5,5,5,5,5
111,4,4,4,4,4,4,4,4,3,3,4,3,0,4
112,5,1,2,4,4,4,6,6,6,6,5,6,6,4
113,5,5,5,5,5,5,5,5,5,5,5,5,0,4
114,5,4,4,4,4,3,4,0,4,6,6,6,6,4
115,6,6,6,6,6,6,6,6,5,6,6,6,6,5
116,4,5,5,4,3,4,6,6,6,6,6,6,6,4
117,0,0,0,0,0,3,0,0,4,0,0,0,0,4
118,4,4,5,5,5,5,5,5,5,5,0,0,0,5
119,5,5,5,5,5,5,5,5,5,5,5,5,5,5
120,5,5,5,5,5,5,5,5,5,5,5,5,5,5
121,5,3,4,5,5,5,3,3,4,5,5,6,6,4
122,0,0,0,5,5,5,0,0,5,5,0,0,0,0
123,5,3,4,5,5,5,5,5,6,6,6,6,6,5
124,3,6,6,4,3,4,6,6,2,6,4,6,2,3
125,5,6,6,5,4,6,6,6,5,6,6,6,6,4
126,6,5,4,5,5,6,6,6,6,6,6,6,6,5
127,6,4,5,5,3,0,6,6,6,6,4,6,6,5
128,6,3,3,5,5,5,5,5,5,5,5,6,5,4
129,5,3,4,4,4,4,6,6,6,6,6,6,6,4
130,3,3,4,4,3,4,4,4,6,6,6,6,6,4
131,4,5,5,5,5,5,6,6,6,6,6,6,6,5
132,4,3,3,4,5,5,6,4,4,6,5,6,5,4
133,4,4,3,5,6,5,4,4,2,3,5,6,6,4
134,5,5,4,0,5,4,6,6,6,6,6,6,6,5
135,4,4,4,4,2,4,4,4,4,6,6,6,6,4
136,5,5,5,5,5,5,5,5,4,4,4,4,4,5
137,0,3,3,3,3,0,0,0,0,0,0,0,0,0
138,4,4,4,4,4,3,3,3,0,0,0,0,0,4
139,6,2,3,4,3,3,4,4,6,6,6,6,6,3
140,4,4,4,4,5,5,5,5,5,4,5,4,4,4
141,5,3,3,4,4,4,3,3,4,4,4,4,3,4
142,5,5,5,5,5,5,5,5,5,5,5,5,5,4
143,0,3,3,4,5,4,6,2,3,3,3,0,0,4
144,3,3,3,4,4,4,4,4,4,4,4,4,4,4
145,5,5,5,5,5,5,5,5,5,5,5,5,5,5
146,4,6,6,3,5,5,6,6,5,6,6,6,6,4
147,4,3,3,4,4,4,4,6,4,6,6,6,6,4
148,5,4,2,4,5,5,5,5,6,6,6,6,6,5
149,5,6,4,5,5,5,6,6,5,6,6,6,6,5
150,5,3,3,2,4,3,6,3,4,6,3,6,6,3
151,3,3,2,4,4,4,4,3,5,4,4,4,3,4
152,3,4,4,4,3,3,4,3,6,6,5,6,4,4
153,4,3,4,5,4,4,5,5,5,5,4,4,5,5
154,2,2,2,3,6,4,4,4,3,3,3,6,6,3
155,5,3,3,5,5,5,5,0,5,5,0,0,0,5
156,4,2,5,4,4,5,5,0,4,2,4,4,3,4
157,3,4,3,5,4,4,5,5,5,4,5,5,4,5
158,5,3,3,5,5,5,5,5,5,5,5,5,5,5
159,0,3,4,2,2,3,6,6,3,6,6,6,6,0
160,4,6,6,5,5,5,5,5,6,6,6,6,6,5
161,4,4,4,4,4,4,4,4,4,4,4,4,6,5
162,5,5,5,5,5,5,5,5,5,5,5,5,5,5
163,4,3,4,5,4,4,4,4,4,3,4,4,4,4
164,4,4,6,3,4,3,2,3,6,6,6,6,6,4
165,4,2,3,3,2,3,3,3,3,3,3,3,3,3
166,3,3,2,3,4,3,4,4,4,5,5,6,6,4
167,4,4,5,4,3,4,2,6,4,4,6,6,6,4
168,6,6,6,1,6,5,5,6,5,6,6,6,6,5
169,3,3,6,5,5,5,6,6,4,6,2,6,2,2
170,5,4,4,3,4,4,4,4,4,6,6,6,6,4
171,3,3,4,3,4,2,3,4,4,5,5,6,6,4
172,4,4,3,4,4,4,6,6,3,4,6,4,3,4
173,4,4,3,4,3,4,6,6,4,6,3,6,3,4
174,4,4,5,5,5,5,5,5,5,6,6,6,6,5
175,5,4,4,5,6,5,6,6,6,6,6,6,6,4
176,3,4,0,4,4,3,3,6,4,6,6,6,3,4
177,3,1,3,4,4,4,5,6,6,6,6,6,6,3
178,3,3,3,4,4,4,4,4,4,4,3,3,3,3
179,3,3,3,4,3,3,3,3,3,6,6,6,6,0
180,3,3,3,5,4,4,6,6,4,6,4,6,4,4
181,4,4,4,4,4,4,4,4,0,0,0,0,3,4
182,3,3,2,4,4,4,6,4,4,6,4,6,4,4
183,5,5,5,5,3,5,5,5,5,5,5,5,5,5
184,3,3,3,3,3,4,6,6,3,1,6,6,6,3
185,2,2,2,4,4,4,6,6,4,3,6,3,2,3
186,6,3,3,3,3,4,3,3,6,6,6,6,6,3
187,6,3,3,5,5,5,4,4,6,6,6,6,6,4
188,2,3,3,4,4,4,6,6,4,4,5,6,4,4
189,6,3,3,3,3,3,3,3,4,4,6,6,6,3
190,4,3,3,4,4,4,6,6,6,6,5,6,6,4
191,4,5,5,5,5,5,6,6,5,5,5,5,5,5
192,3,3,3,3,3,3,3,3,6,6,6,6,6,4
193,3,3,3,2,3,3,3,3,4,6,4,6,2,0
194,2,2,2,4,4,4,4,4,4,4,5,4,5,3
195,5,5,5,5,5,5,6,6,5,5,5,6,4,5
196,4,4,4,4,4,4,4,4,4,5,4,4,4,4
197,4,4,3,3,3,4,4,4,4,6,5,6,6,5
198,6,6,6,3,3,3,6,6,6,6,6,6,6,3
199,3,6,6,4,4,3,3,3,6,6,6,6,6,4
200,2,6,6,2,2,3,3,3,4,6,4,6,3,3
201,3,6,6,4,6,4,6,6,6,6,6,6,6,4
202,3,6,6,4,6,5,6,6,6,6,6,6,6,4
203,6,2,3,3,5,4,6,6,4,6,4,6,6,4
204,2,3,3,4,3,3,3,3,6,6,4,6,6,4
205,3,6,6,2,4,3,6,6,6,6,2,6,6,3
206,2,3,2,4,4,4,3,3,6,6,6,6,6,3
207,6,6,6,5,5,5,5,5,6,6,6,6,6,5
208,6,2,6,4,4,4,4,4,3,3,6,6,6,3
209,0,3,3,4,4,3,4,4,0,0,0,4,4,4
210,4,4,4,5,5,5,6,6,4,6,5,6,5,5
211,4,3,3,6,6,4,6,6,6,6,6,6,6,4
212,4,4,4,4,4,4,4,4,3,3,5,4,6,4
213,4,4,4,4,4,4,4,4,4,4,4,6,4,4
214,3,4,5,5,4,5,6,6,3,4,4,4,6,4
215,4,4,4,4,4,4,4,4,4,6,4,6,4,4
216,5,5,5,5,5,5,6,6,5,5,5,5,5,5
217,3,6,3,4,6,4,6,4,6,6,6,6,6,4
218,3,3,3,3,3,3,2,2,2,2,3,3,3,3
219,3,6,6,4,4,4,6,6,6,6,6,6,6,4
220,5,6,4,4,6,4,6,6,6,6,6,6,6,4
221,3,3,4,3,4,5,3,3,5,5,5,5,5,5
222,6,0,6,6,6,5,6,6,5,6,6,6,6,5
223,6,3,6,4,6,3,6,6,4,6,6,6,6,4
224,6,3,3,4,4,5,6,6,4,6,6,6,6,3
225,6,6,6,5,6,5,6,6,5,6,6,6,6,5
226,4,4,4,4,4,4,4,4,4,4,4,4,4,4
227,4,4,4,4,4,3,3,3,4,4,3,3,4,4
228,3,2,3,4,4,3,4,4,6,6,6,6,6,3
229,3,3,2,4,4,4,4,4,4,4,4,6,6,4
230,5,3,2,4,4,4,6,6,4,6,5,6,3,3
231,3,2,3,4,4,4,6,6,4,6,4,6,6,3
232,2,6,2,4,4,4,6,6,6,6,4,6,6,3
233,3,4,3,4,4,4,4,4,6,6,4,6,6,3
234,3,3,3,3,3,3,3,3,3,3,3,3,3,3
235,3,4,3,4,4,3,0,6,6,6,5,6,3,4
236,4,2,3,5,4,4,4,4,6,6,6,6,6,4
237,6,4,3,4,4,5,6,6,4,6,6,6,6,3
238,3,3,3,4,4,4,4,4,4,4,4,4,4,4
239,4,4,4,4,3,2,3,3,4,4,3,2,2,4
240,0,3,3,4,3,4,4,4,6,6,6,6,6,3
241,6,3,3,3,3,3,6,6,3,3,6,3,6,3
242,4,6,6,4,4,5,6,6,6,6,5,6,6,5
243,5,4,5,5,5,5,5,5,5,4,5,5,5,5
244,6,6,6,5,5,5,6,6,5,6,5,6,5,5
245,6,2,4,6,3,6,6,6,3,3,6,5,6,4
246,6,3,3,5,6,5,6,6,6,6,6,6,0,4
247,6,3,3,4,3,3,6,6,4,6,4,6,3,3
248,4,4,3,3,3,4,6,6,2,5,5,6,3,4
249,3,4,3,4,4,4,6,6,4,6,6,6,6,4
250,6,6,6,6,6,6,6,6,6,6,6,6,6,4
251,3,1,2,4,4,3,6,6,3,6,3,6,1,3
252,6,3,2,4,4,3,6,6,3,6,4,6,3,3
253,3,4,3,3,3,4,3,3,3,6,3,6,5,4
254,6,6,6,3,6,3,6,6,6,6,6,6,6,3
255,4,2,6,2,3,4,4,4,4,6,3,6,6,4
256,4,3,3,4,3,4,3,3,4,6,5,6,6,4
257,6,3,3,3,3,3,3,3,6,6,4,6,6,3
258,2,2,3,3,3,3,6,6,6,6,6,6,6,2
259,3,3,3,3,3,3,6,6,3,3,4,6,3,3
260,3,4,4,3,3,4,6,6,3,3,4,6,6,4
261,2,3,3,4,3,4,4,4,4,4,6,3,3,3
262,4,3,6,3,4,3,6,6,3,6,5,6,6,4
263,6,6,6,4,5,4,6,6,5,6,6,6,6,4
264,4,6,6,5,5,4,5,4,4,6,6,6,6,4
265,5,2,3,4,5,5,6,5,5,6,5,6,4,4
266,4,6,6,3,3,3,6,6,5,6,6,6,6,4
267,0,0,0,0,0,0,0,0,0,0,0,0,0,4
268,4,4,4,4,4,4,4,4,4,6,6,6,3,4
269,4,4,4,4,4,4,4,4,3,3,6,6,6,5
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,6,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0,0,0,4,5,5,0,5,5,0,0,0,0,5
273,3,4,5,2,5,5,3,5,4,3,5,6,6,3
274,6,4,4,5,5,4,4,6,5,6,6,6,6,5
275,5,4,4,4,4,4,4,4,5,6,6,6,6,5
276,4,6,6,6,6,5,6,6,6,6,6,6,6,4
277,5,3,3,2,3,3,3,3,3,3,4,6,3,4
278,5,5,5,5,5,5,5,5,5,6,6,6,6,6
279,6,6,6,5,5,5,5,5,6,6,6,6,6,4
280,4,3,2,3,3,3,6,6,6,6,6,6,6,3
281,5,4,3,3,3,3,3,3,4,4,4,4,4,4
282,2,3,2,4,4,4,2,2,6,6,6,6,6,3
283,4,4,4,5,5,5,5,5,5,5,5,0,5,5
284,4,5,6,5,5,5,6,4,0,0,5,0,0,5
285,4,4,3,3,4,5,6,5,6,6,6,6,6,4
286,4,4,4,4,4,4,3,4,6,6,6,6,6,4
287,5,4,4,4,5,5,4,4,4,6,5,6,4,5
288,4,3,4,5,5,5,6,6,4,6,4,6,6,4
289,3,3,3,2,3,3,3,3,4,6,6,6,3,3
290,5,5,5,4,4,4,6,6,6,6,6,6,6,4
291,4,3,6,2,5,5,5,5,5,6,5,6,3,5
292,5,4,5,4,4,5,5,5,6,6,3,6,6,0
293,4,5,3,4,4,3,6,4,5,6,5,6,6,4
294,5,5,5,4,5,3,3,3,4,4,5,6,6,5
295,5,4,4,3,5,5,4,4,4,6,5,6,4,5
296,5,3,3,4,4,4,5,4,6,6,6,6,6,4
297,4,5,4,4,4,4,6,4,6,6,6,6,6,4
298,5,5,5,5,5,4,4,4,6,6,6,6,6,6
299,4,3,3,4,5,3,6,6,0,0,0,0,0,0
300,2,2,3,3,3,3,4,4,6,6,6,6,6,6
301,4,4,4,5,5,5,6,6,6,6,6,6,6,4
302,4,4,4,4,4,4,4,4,2,3,5,3,3,5
303,3,4,4,4,5,5,6,4,6,6,6,6,6,4
304,5,3,3,5,5,5,6,6,6,6,6,6,6,6
305,5,5,5,2,5,3,4,4,5,6,5,6,4,4
306,5,3,3,4,3,4,3,3,4,4,4,6,2,4
307,6,6,0,5,5,5,6,6,5,5,5,5,5,5
308,5,4,4,5,5,5,4,4,5,5,6,6,6,5
309,4,6,6,4,5,6,6,6,4,6,6,6,6,4
310,4,6,6,4,4,4,6,3,3,6,1,6,6,4
311,4,4,4,5,5,5,6,5,3,1,6,3,3,3
312,1,3,3,4,5,4,4,6,4,6,4,6,6,1
313,5,3,5,5,5,5,1,5,5,6,5,6,6,5
314,3,3,3,3,4,4,3,3,4,6,5,6,4,4
315,3,4,4,4,4,4,3,3,4,4,4,6,4,4
316,3,4,4,2,3,4,3,3,5,2,4,6,3,4
317,4,6,6,4,6,6,6,6,4,6,4,6,5,4
318,4,4,1,1,3,1,3,3,3,6,6,6,6,3
319,5,2,3,5,5,0,0,0,3,0,0,4,0,4
320,5,4,6,4,3,3,6,6,4,6,3,6,6,5
321,3,4,3,6,6,4,6,6,6,6,6,6,6,4
322,6,3,3,4,4,4,3,4,5,6,6,6,6,4
323,2,4,3,3,3,3,6,6,4,4,6,4,6,3
324,5,4,4,5,3,5,6,6,4,4,6,4,6,5
325,6,3,6,4,6,4,3,3,3,6,6,6,6,4
326,5,4,4,4,4,4,6,6,4,3,2,1,6,4
327,4,4,3,4,5,5,4,0,4,3,0,3,3,4
328,4,4,4,4,4,4,4,4,6,6,6,6,6,4
329,5,4,4,4,4,4,4,4,4,4,6,3,3,4
330,5,6,3,5,5,5,5,5,5,3,6,6,6,5
331,3,2,3,4,3,3,6,6,6,6,6,6,6,4
332,2,6,3,3,3,3,6,6,6,6,6,6,6,3
333,4,3,6,4,4,4,6,6,4,4,6,5,6,4
334,5,4,4,4,4,4,4,4,4,4,6,4,6,4
335,4,3,3,4,4,5,6,6,4,6,6,6,6,5
336,6,3,3,4,4,3,6,6,6,6,6,6,6,4
337,4,4,4,4,3,3,6,6,5,6,5,6,3,4
338,3,3,3,4,3,3,3,3,3,6,6,6,6,3
339,3,4,3,4,4,2,6,6,6,6,6,3,6,4
340,4,6,3,2,3,3,3,3,6,6,3,6,6,3
341,3,2,2,3,4,4,4,4,4,4,4,6,3,4
342,4,5,4,5,5,5,4,4,5,4,6,3,6,5
343,3,3,3,4,3,4,6,6,4,6,6,6,6,4
344,3,3,3,3,3,4,6,6,6,6,6,6,6,3
345,5,5,5,5,5,5,5,5,5,0,6,6,6,5
346,4,4,4,4,4,4,3,4,6,6,3,6,6,4
347,4,4,4,4,4,4,4,4,4,4,4,4,4,4
348,5,3,6,5,5,4,6,6,6,6,6,4,6,4
349,3,4,4,3,3,3,6,4,4,6,4,6,4,4
350,5,3,3,4,4,3,3,3,3,6,6,6,6,3
351,3,3,3,4,4,3,6,6,6,6,4,6,3,3
352,5,6,4,4,4,5,6,6,4,4,6,6,6,5
353,4,3,4,4,4,4,3,6,3,3,4,6,6,4
354,4,6,6,4,4,4,6,6,2,6,6,6,6,3
355,4,4,6,4,4,3,1,1,4,6,3,6,3,4
356,6,6,6,4,6,4,6,4,4,6,6,6,6,4
357,4,2,3,4,4,4,6,6,5,4,4,6,4,3
358,5,6,4,5,5,5,6,6,6,6,6,6,6,5
359,6,6,6,3,6,5,6,6,4,6,6,6,6,4
360,3,3,3,4,4,4,3,3,4,4,4,6,6,4
361,6,6,6,6,5,6,6,6,6,6,5,6,6,5
362,5,4,3,4,4,4,5,5,4,6,5,6,6,5
363,3,5,5,5,5,5,5,5,4,5,5,5,5,5
364,5,4,6,5,5,5,6,6,6,6,6,6,6,5
365,6,3,3,5,5,3,6,6,5,6,6,6,6,3
366,3,3,3,3,0,5,0,0,5,5,0,0,0,5
367,3,6,6,5,5,5,4,4,3,6,5,6,6,4
368,3,0,3,5,5,5,5,5,5,5,5,5,5,5
369,4,2,3,4,6,4,6,6,6,6,6,6,6,4
370,3,3,2,2,3,6,6,6,2,3,6,4,6,3
371,4,4,2,4,6,5,6,6,6,4,6,3,6,4
372,6,6,4,5,6,4,6,6,6,6,6,6,6,4
373,6,4,4,3,3,4,6,6,3,4,5,3,3,4
374,4,2,3,3,3,4,6,6,3,3,6,2,6,3
375,3,3,3,3,3,3,3,3,3,3,5,3,3,3
376,6,6,5,5,6,6,6,6,6,6,6,6,6,5
377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0,3,0,4,0
379,3,3,4,4,4,4,4,4,3,4,4,2,3,4
380,4,3,3,3,3,3,3,3,3,3,6,6,6,3
381,4,3,3,5,5,5,4,6,6,6,5,6,5,0
382,4,3,3,4,4,3,4,4,4,4,0,0,0,4
383,3,4,4,4,4,3,3,3,3,3,3,3,3,4
384,5,1,3,3,3,3,3,0,5,5,5,5,5,5
385,4,4,4,4,4,4,4,4,6,6,6,4,6,4
386,4,4,4,4,4,4,4,4,4,4,4,4,4,4
387,5,6,6,4,6,6,6,6,6,6,6,6,6,5
388,5,6,6,5,6,6,6,6,6,6,6,6,6,5
389,5,6,4,5,5,5,6,6,5,6,5,6,0,4
390,5,6,6,5,4,5,6,6,6,6,6,6,6,5
391,3,4,3,4,4,4,6,6,6,6,6,6,6,4
392,5,6,5,5,6,6,6,6,6,6,6,6,6,5
393,4,4,4,5,5,5,5,5,5,5,0,5,0,0
394,4,4,3,4,4,4,4,4,3,3,3,3,3,4
395,6,3,4,3,3,3,6,6,2,4,4,6,6,3
396,4,4,3,4,4,4,4,4,3,4,4,3,6,4
397,6,6,6,5,6,5,6,6,5,5,6,6,6,5
398,5,5,5,5,5,5,5,5,5,5,5,5,5,5
399,5,4,5,5,5,5,6,6,6,6,6,6,6,5
400,5,4,4,3,6,3,6,6,6,6,3,6,6,4
401,6,4,6,4,6,4,6,6,6,4,6,4,6,4
402,4,4,4,4,4,4,0,0,0,0,0,0,0,4
403,3,4,6,4,4,4,6,6,3,6,4,6,4,4
404,4,4,4,3,3,3,3,3,3,3,4,3,4,3
405,4,3,3,4,4,4,3,3,3,3,4,4,3,3
406,4,4,4,5,5,5,5,5,0,0,0,0,0,4
407,4,6,6,4,3,4,6,6,6,6,4,6,6,4
408,3,3,3,3,3,3,3,3,4,4,4,4,4,3
409,4,3,3,4,4,4,4,4,4,6,6,6,6,5
410,6,4,4,5,5,5,5,5,5,5,5,5,5,5
411,5,5,5,5,6,5,6,6,6,6,6,6,6,5
412,4,5,6,4,6,5,6,6,6,6,6,6,6,4
413,4,6,6,5,5,5,6,6,6,6,6,6,6,3
414,5,6,6,5,6,5,6,6,5,5,5,5,6,5
415,5,6,6,5,6,5,6,6,6,6,6,6,6,5
416,5,6,6,5,5,5,6,6,5,6,6,6,6,5
417,5,5,5,5,5,0,6,6,5,5,6,6,6,5
418,4,4,4,4,4,4,3,3,3,3,4,3,3,4
419,4,4,4,4,4,5,4,5,5,4,5,5,5,5
420,3,0,0,0,0,0,0,0,3,0,0,0,0,0
421,5,5,5,5,5,5,5,5,5,5,5,5,5,5
422,5,5,4,5,4,4,3,3,4,4,4,3,3,4
423,5,5,5,5,3,5,4,4,5,5,0,0,0,5
424,5,5,5,5,5,5,5,5,5,5,5,5,5,5
425,5,5,5,5,5,5,5,5,5,5,6,6,6,5
426,5,5,5,5,5,5,5,5,5,5,5,5,5,5
427,5,5,5,5,5,5,6,6,5,6,6,6,6,5
428,5,3,4,4,4,4,4,4,3,0,4,3,6,5
429,4,4,5,4,5,4,4,4,3,6,3,6,6,4
430,5,6,6,5,5,6,6,6,6,6,5,6,6,5
431,3,6,6,4,6,4,6,6,6,6,6,6,6,5
432,5,4,6,5,5,5,6,6,5,6,6,6,6,5
433,4,4,4,5,6,5,6,6,4,6,6,6,6,4
434,4,3,3,4,6,3,6,6,4,3,6,6,3,4
435,0,5,5,5,0,5,5,5,4,5,5,5,5,5
436,5,5,5,5,5,5,5,5,4,4,4,4,4,5
437,5,5,5,5,5,5,5,5,5,5,5,5,5,5
438,5,5,5,5,5,5,5,5,5,5,5,5,6,5
439,4,5,3,4,3,4,4,4,4,4,4,4,6,4
440,6,4,4,4,4,4,6,6,4,6,6,6,6,5
441,3,3,4,4,3,3,6,6,4,4,6,4,6,4
442,4,4,4,3,3,3,6,3,3,3,6,6,6,3
443,4,6,6,5,6,6,6,6,5,6,6,6,6,4
444,4,4,4,5,5,5,4,4,4,6,6,3,6,4
445,0,4,4,4,4,4,4,4,4,4,6,4,6,0
446,4,4,4,4,4,5,4,4,4,4,6,6,6,5
447,5,5,5,5,5,5,5,5,5,5,5,5,5,5
448,6,6,6,6,6,6,6,6,6,6,6,6,6,4
449,5,5,3,5,5,5,4,4,6,6,6,6,6,4
450,5,5,4,4,5,5,6,6,4,6,6,6,6,4
451,4,6,6,5,4,6,6,6,4,6,4,6,3,4
452,3,4,6,4,4,3,6,6,5,6,6,6,6,4
453,5,6,6,5,5,5,6,6,6,6,5,6,6,5
454,4,3,6,5,6,5,6,6,6,6,6,6,6,5
455,4,4,4,4,4,5,6,6,6,6,6,6,6,4
456,3,3,3,3,4,4,3,2,4,2,4,2,1,3
457,3,3,3,3,3,3,3,3,3,3,3,3,3,4
458,5,4,4,4,4,4,6,6,4,3,4,6,6,4
459,6,3,3,3,3,3,3,3,3,3,6,6,6,3
460,4,4,4,4,4,4,4,4,4,4,6,3,4,4
