,ART,FOOD,STORE,SIGN,WALKWAYS,SCREENS,INFODOWN,INFOUP,ROADS,PARK,AIRTRAIN,LTPARKING,RENTAL,ALL
461,4,3,4,4,4,4,4,4,4,4,5,6,5,4
462,6,4,3,4,4,3,3,3,6,6,3,6,6,4
463,5,4,4,4,4,4,6,6,4,3,6,3,6,4
464,4,4,3,3,3,3,3,3,3,6,5,6,6,0
465,6,4,4,4,4,4,4,4,5,6,6,6,6,4
466,5,4,4,5,3,4,4,5,5,4,4,6,6,4
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,4,4,4,4,4,4,6,4,6,6,5,6,6,4
469,5,5,5,5,5,5,5,5,5,5,6,5,6,5
470,5,5,4,5,4,5,6,6,5,2,0,6,4,4
471,5,5,5,5,5,5,6,6,5,6,5,6,5,5
472,4,5,4,5,5,5,6,6,6,6,5,6,6,4
473,4,6,6,4,6,5,6,6,4,4,6,5,6,5
474,5,5,5,5,6,6,6,6,5,6,6,6,6,5
475,3,5,4,5,4,5,6,6,6,6,5,6,6,4
476,6,3,3,5,5,5,5,5,6,6,4,6,6,5
477,5,4,4,4,4,4,4,4,6,6,6,6,6,5
478,5,5,5,5,5,5,5,5,5,5,5,5,5,5
479,6,4,4,5,6,4,6,6,5,6,6,6,6,4
480,4,3,4,4,4,4,4,4,2,2,0,0,0,0
481,4,3,3,4,4,4,4,4,4,0,0,0,0,4
482,4,4,4,4,4,4,4,4,4,4,4,4,4,4
483,6,3,3,5,6,5,6,6,6,6,6,6,6,5
484,4,5,5,4,2,2,1,1,2,2,2,1,1,4
485,4,4,4,4,4,4,4,4,4,2,3,3,3,3
486,4,4,4,4,3,4,6,6,4,4,5,6,6,4
487,5,5,5,5,5,5,5,5,5,5,5,5,5,5
488,4,4,4,4,0,5,5,5,0,0,0,0,0,0
489,5,5,5,5,5,5,5,5,5,5,5,5,5,0
490,4,4,4,5,5,5,6,6,6,6,5,6,6,4
491,5,4,6,4,5,4,6,6,6,6,6,6,6,5
492,5,6,6,4,4,4,6,6,6,6,6,6,6,4
493,6,6,6,5,5,5,6,6,6,6,6,6,6,5
494,4,6,6,3,4,4,6,5,6,6,6,6,6,4
495,6,6,6,0,6,6,6,6,0,0,0,0,0,4
496,6,6,6,3,5,3,6,6,6,6,6,6,6,4
497,4,6,6,5,5,4,6,6,6,6,6,6,6,5
498,6,4,6,5,6,5,6,6,6,6,6,6,6,5
499,5,6,6,5,5,6,6,6,6,6,6,6,6,5
500,6,6,6,4,4,4,6,6,6,6,6,6,6,4
501,4,4,4,3,3,3,3,3,4,4,4,4,0,6
502,3,2,2,3,2,2,2,2,5,6,6,6,6,2
503,5,0,5,5,5,4,0,5,0,0,0,0,0,5
504,6,6,6,5,5,5,4,4,5,5,5,5,5,5
505,5,6,3,4,4,4,6,6,4,6,6,6,6,4
506,6,6,6,1,5,6,0,1,0,0,0,0,0,3
507,6,6,6,6,4,6,6,6,6,6,6,6,6,6
508,5,6,6,5,5,5,6,6,6,6,6,6,6,5
509,0,3,3,5,5,5,6,6,6,6,6,6,5,4
510,6,4,4,4,4,4,6,6,6,6,6,6,6,4
511,4,5,6,5,5,5,6,6,6,6,6,6,6,5
512,6,6,4,5,5,5,6,6,6,6,6,6,6,4
513,5,5,5,4,4,4,6,3,6,6,6,6,6,4
514,6,5,6,4,5,4,3,3,4,6,6,6,6,4
515,3,3,3,0,4,3,6,6,4,4,6,6,6,4
516,5,3,3,4,4,4,4,4,6,6,6,6,6,4
517,6,3,3,3,3,3,3,3,6,6,6,6,6,3
518,5,3,3,3,4,4,3,3,6,6,6,6,6,4
519,4,4,4,4,4,4,3,3,6,6,6,6,6,4
520,5,0,2,5,5,5,5,5,6,6,6,6,6,4
521,6,3,5,5,5,5,6,6,6,6,6,6,6,5
522,6,5,6,6,5,6,6,3,6,6,6,6,6,4
523,3,3,6,4,4,4,6,6,6,6,6,6,6,4
524,6,3,3,4,5,3,6,6,3,3,6,6,3,4
525,0,4,4,5,5,5,3,3,4,6,6,6,6,4
526,6,6,4,4,5,5,6,6,6,6,6,6,6,4
527,6,4,6,5,5,5,6,6,6,6,6,6,6,5
528,3,3,3,4,4,4,4,4,4,6,6,6,6,3
529,4,6,4,5,5,2,6,6,6,6,6,6,6,4
530,5,6,6,4,5,4,6,6,6,6,6,6,6,4
531,6,6,6,5,5,5,6,6,6,6,6,6,6,5
532,5,3,3,4,5,5,0,0,6,6,6,6,6,5
533,5,6,6,5,5,5,6,6,6,6,6,6,6,5
534,4,4,6,4,5,3,0,0,6,6,6,6,6,5
535,6,4,6,4,4,4,4,4,5,4,5,6,4,4
536,5,3,3,3,4,4,6,6,3,6,4,6,4,4
537,4,6,6,3,4,4,6,6,4,6,4,6,3,3
538,2,3,3,3,4,5,4,4,4,6,6,6,6,3
539,6,3,6,3,3,6,6,6,6,6,6,6,6,6
540,5,4,3,5,5,5,4,4,5,5,5,5,5,5
541,3,3,3,3,3,3,6,6,3,6,3,6,2,3
542,3,3,3,3,3,3,3,3,3,3,3,3,3,4
543,5,4,4,5,5,5,5,5,6,6,6,6,6,5
544,5,6,5,5,5,5,6,6,5,5,6,6,6,5
545,4,5,5,1,4,1,6,6,5,6,5,6,5,4
546,4,3,3,4,4,6,6,6,6,6,6,6,6,4
547,4,4,4,4,4,4,4,4,4,4,4,4,4,4
548,5,6,3,4,4,4,6,6,4,6,4,6,3,4
549,4,4,3,3,4,3,3,3,3,4,6,6,3,5
550,5,5,5,5,5,5,5,5,5,0,0,0,5,5
551,5,6,6,5,5,6,6,6,5,6,6,6,6,5
552,4,3,3,4,3,3,3,3,6,6,6,6,6,3
553,5,5,6,5,5,5,5,5,5,3,6,5,6,5
554,4,4,0,4,4,3,4,4,4,4,0,0,0,5
555,4,4,3,3,4,4,3,3,6,6,6,6,6,4
556,6,4,3,3,3,3,3,3,4,6,3,6,3,4
557,3,5,6,5,5,5,5,6,6,6,6,6,6,6
558,4,6,6,4,4,4,6,6,4,3,6,6,6,4
559,5,3,3,4,3,4,4,4,4,4,6,4,6,4
560,0,3,4,4,4,0,3,4,4,0,6,6,6,3
561,2,3,3,3,3,3,3,3,4,4,4,6,6,4
562,6,2,2,4,4,4,2,2,5,6,3,6,3,3
563,5,4,2,4,4,4,6,5,6,6,6,6,6,4
564,6,4,3,5,5,5,5,5,5,5,5,5,5,5
565,3,3,3,4,4,4,3,3,4,4,3,6,6,3
566,3,3,3,4,4,4,6,6,4,4,4,3,3,4
567,0,4,3,5,4,4,6,6,6,6,6,6,6,4
568,6,6,6,3,5,5,6,6,3,6,6,6,6,5
569,5,5,5,5,5,5,6,6,6,6,6,6,6,5
570,5,3,3,3,3,5,6,3,0,0,0,0,0,0
571,4,4,4,4,3,4,4,4,2,2,4,3,5,4
572,4,3,3,4,4,3,3,3,4,4,4,4,4,4
573,4,3,3,4,3,3,3,3,3,3,3,3,3,3
574,4,4,4,4,4,4,4,4,4,4,4,4,4,4
575,6,3,4,4,3,3,6,6,3,4,4,3,5,4
576,3,2,3,4,4,4,6,6,3,6,4,6,3,3
577,6,3,3,4,4,4,6,6,6,6,5,6,6,5
578,3,3,3,3,3,3,6,6,3,6,3,6,3,4
579,4,3,3,3,6,3,6,6,4,6,6,6,6,3
580,3,3,3,4,6,4,6,6,6,6,6,6,6,3
581,1,2,1,4,4,4,1,3,4,6,4,6,4,3
582,4,4,3,4,3,2,6,6,2,2,4,6,6,4
583,3,3,4,4,3,4,4,4,4,4,4,6,4,4
584,6,6,3,3,3,3,3,3,4,0,4,0,4,3
585,4,3,6,3,3,3,6,6,3,6,4,6,2,3
586,2,2,3,3,6,4,6,6,5,4,3,4,6,3
587,3,4,3,1,3,3,6,6,6,6,6,6,6,3
588,3,3,2,2,3,3,3,3,3,3,3,2,2,3
589,4,3,3,3,4,4,6,6,6,6,6,6,6,4
590,3,1,6,2,2,3,6,6,3,6,3,6,2,2
591,3,3,3,2,2,3,3,3,3,2,3,6,6,3
592,3,3,3,5,5,5,6,6,5,6,5,6,0,5
593,3,3,4,4,5,5,6,6,6,6,6,6,6,4
594,2,4,1,1,0,5,2,1,5,5,5,5,5,3
595,4,3,3,4,4,4,3,3,3,6,5,6,6,4
596,3,4,3,4,4,5,4,4,4,4,5,6,5,4
597,6,5,5,5,5,5,6,6,5,0,0,0,0,5
598,5,4,4,4,5,4,3,3,6,6,6,6,6,5
599,4,5,4,5,4,4,6,6,4,6,6,6,6,4
600,4,3,3,4,5,4,6,6,4,6,6,6,6,4
601,6,3,6,4,4,3,6,6,4,6,4,6,4,4
602,4,4,3,5,6,4,0,6,4,6,6,6,6,4
603,4,3,3,4,4,4,4,4,4,6,4,6,3,4
604,5,5,5,5,5,5,5,5,5,5,5,6,6,5
605,3,3,2,4,4,4,3,3,3,3,4,3,3,4
606,3,4,3,3,4,3,3,3,4,3,3,3,4,3
607,2,2,4,4,4,3,3,3,6,6,6,6,6,3
608,6,3,3,4,4,4,6,6,4,2,4,6,6,4
609,4,5,5,4,5,5,6,6,4,3,5,6,5,5
610,4,6,3,4,5,5,4,4,4,4,6,6,6,4
611,6,3,6,4,4,4,6,4,6,6,6,6,6,4
612,4,4,4,5,4,4,4,4,5,3,3,3,3,4
613,4,3,3,4,4,3,3,3,3,3,3,3,3,3
614,6,3,3,3,3,3,3,3,3,6,3,6,3,3
615,3,3,3,3,3,4,3,3,3,6,4,6,6,3
616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,3,4,4,3,3,4,3,3,6,6,4,6,6,4
618,3,3,3,3,3,3,3,3,6,6,6,6,6,3
619,2,3,3,4,4,3,3,3,3,6,6,6,3,4
620,3,3,3,4,3,3,3,3,4,3,4,3,3,3
621,3,3,3,3,2,3,6,6,6,6,6,6,6,3
622,3,3,2,4,6,4,6,6,5,3,6,6,6,4
623,2,2,2,3,4,3,3,3,1,6,4,6,3,2
624,3,2,3,4,4,4,4,4,4,6,4,6,4,3
625,3,3,3,4,4,4,6,6,6,1,4,6,2,3
626,3,1,2,3,4,4,4,4,3,2,2,1,2,3
627,4,3,4,3,3,3,3,3,0,0,0,0,0,4
628,6,3,3,4,4,4,6,6,4,3,3,3,6,3
629,4,4,5,4,5,5,5,5,5,5,5,5,5,5
630,2,2,2,2,2,2,2,2,4,4,4,4,4,3
631,6,3,3,4,3,3,6,6,6,6,6,6,6,3
632,6,3,3,4,4,3,6,6,6,6,6,6,6,3
633,6,2,2,4,4,4,6,6,4,6,4,6,4,4
634,5,4,5,5,5,5,6,6,5,6,3,6,4,4
635,5,3,0,4,4,0,0,0,0,0,0,0,0,4
636,5,6,4,3,4,2,6,6,6,6,6,6,6,4
637,5,5,5,5,5,5,5,5,4,5,5,6,5,5
638,4,3,3,4,3,4,4,4,4,0,4,6,6,4
639,4,4,3,3,3,3,3,3,5,6,4,6,6,4
640,4,4,4,2,2,3,3,3,6,6,3,6,6,4
641,4,4,3,4,4,4,4,4,6,6,6,6,6,5
642,4,3,3,2,0,3,3,3,6,6,6,6,6,4
643,3,3,3,3,3,3,3,3,3,3,3,3,3,3
644,4,3,6,4,4,4,6,6,6,6,6,6,6,4
645,3,6,4,4,4,4,6,6,6,6,6,6,6,4
646,3,3,2,4,3,4,2,2,3,4,2,3,0,4
647,4,3,3,5,3,5,5,4,5,5,4,6,6,4
648,4,3,3,5,5,5,5,5,5,5,5,3,5,4
649,4,4,6,5,5,5,5,5,6,6,5,6,6,5
650,6,3,2,3,4,4,6,6,5,6,5,6,5,4
651,5,6,6,4,4,6,6,6,3,5,4,6,6,4
652,4,3,3,4,4,4,6,6,4,4,6,6,6,4
653,6,6,2,4,4,3,2,2,4,6,3,6,3,3
654,5,5,5,5,5,5,5,5,5,5,6,6,6,5
655,4,4,4,4,4,4,4,4,4,6,6,6,6,4
656,5,3,3,4,6,3,6,6,4,6,6,6,6,4
657,4,4,4,4,4,4,4,4,3,3,3,3,3,4
658,4,3,3,3,3,3,3,3,3,3,4,6,6,3
659,4,3,3,4,4,4,4,4,4,4,4,4,4,4
660,6,3,3,6,6,6,6,6,6,6,6,6,6,6
661,4,4,4,4,4,3,3,3,4,4,4,4,4,4
662,3,1,0,2,5,4,3,3,3,4,0,5,1,3
663,3,4,4,5,5,5,5,5,5,6,5,6,6,5
664,6,4,6,4,6,6,6,6,6,6,6,6,6,4
665,3,0,3,3,3,4,3,3,3,6,5,6,6,3
666,4,4,5,4,4,4,4,4,3,3,4,6,6,4
667,0,0,0,5,5,0,0,4,5,4,0,4,0,4
668,5,4,4,5,5,5,5,5,5,6,6,6,6,5
669,3,2,1,5,5,4,6,6,6,6,6,6,6,3
670,5,4,4,5,5,5,5,5,5,6,6,6,6,5
671,4,2,6,5,5,5,4,4,5,6,6,6,6,4
672,4,4,4,3,4,4,4,4,3,6,6,6,6,4
673,4,4,4,4,3,4,6,6,5,6,4,6,4,4
674,5,4,4,4,4,5,6,6,6,6,6,6,6,3
675,5,4,4,5,4,5,6,6,4,6,5,6,5,5
676,4,6,6,4,6,6,6,6,3,6,6,6,6,4
677,6,4,6,5,5,5,6,6,6,6,6,6,6,5
678,4,4,6,5,5,5,6,6,6,6,6,6,6,5
679,5,5,5,3,4,4,2,2,4,4,4,4,4,4
680,2,2,2,0,3,2,2,2,3,3,3,3,6,3
681,4,1,2,3,3,3,6,6,3,6,6,6,6,3
682,3,3,6,3,5,4,6,6,4,5,6,6,6,5
683,6,3,4,4,4,4,6,6,4,6,0,6,6,4
684,3,6,6,2,3,3,6,6,6,6,6,6,6,3
685,4,4,4,3,5,5,4,4,4,5,5,5,6,4
686,5,4,6,5,5,5,6,6,6,6,6,6,6,4
687,5,6,6,5,5,4,6,6,6,6,6,6,6,5
688,6,0,0,4,6,3,6,6,6,6,6,6,6,4
689,4,4,6,4,4,4,6,6,5,6,5,6,4,4
690,3,4,4,4,4,4,4,4,5,0,0,0,0,4
691,6,4,6,5,5,5,5,5,6,6,6,6,6,5
692,4,3,3,4,4,4,6,6,4,4,6,6,6,4
693,3,3,3,3,3,3,3,3,2,2,2,2,2,3
694,4,4,4,4,4,4,6,6,4,4,6,4,6,4
695,3,3,6,5,5,5,6,6,6,6,6,6,6,4
696,6,4,3,4,4,5,6,6,4,4,4,6,3,4
697,4,5,4,5,5,5,4,4,6,4,4,6,4,4
698,6,6,6,4,3,4,4,4,6,6,6,6,6,4
699,3,3,3,3,3,4,6,4,6,6,6,6,6,3
700,4,5,6,3,3,4,2,6,6,6,6,6,6,3
701,5,4,3,4,4,4,4,4,4,3,4,4,4,4
702,4,3,3,4,4,4,4,4,6,6,6,6,6,4
703,3,3,3,3,3,3,3,3,0,0,0,0,0,4
704,5,6,6,5,6,6,6,6,5,6,6,6,6,5
705,3,2,2,4,4,4,6,6,6,3,6,0,4,3
706,4,4,4,5,5,4,6,6,6,6,6,6,6,4
707,4,4,3,5,5,4,6,6,6,6,6,6,6,5
708,3,3,3,4,3,3,6,6,6,6,6,6,6,4
709,3,6,6,4,4,4,6,6,4,4,6,4,6,4
710,3,3,3,4,4,4,6,6,6,6,6,6,6,3
711,6,6,6,3,4,4,6,6,6,6,6,6,6,4
712,6,6,6,4,6,4,6,6,6,6,6,6,6,4
713,4,3,3,4,4,4,6,6,6,6,6,6,6,4
714,3,3,3,4,2,3,6,6,4,6,5,6,3,3
715,4,2,2,3,3,4,6,6,3,4,4,6,5,4
716,3,2,4,3,4,3,3,3,4,6,4,6,3,3
717,3,2,0,4,2,3,6,6,5,4,6,4,6,4
718,0,0,4,4,4,5,3,4,4,3,3,3,4,4
719,4,6,6,5,5,5,6,6,5,5,6,6,6,5
720,6,3,6,4,3,4,6,6,4,6,5,6,6,3
721,6,6,6,6,6,6,6,6,6,6,6,6,6,5
722,3,3,3,3,3,3,3,3,3,3,3,3,3,3
723,4,3,3,3,3,3,2,2,4,4,4,3,4,3
724,5,3,6,5,6,5,6,6,0,0,0,0,0,4
725,3,4,3,3,5,4,4,4,4,4,4,4,4,4
726,2,2,2,4,3,3,6,6,3,3,6,2,3,3
727,3,3,3,3,3,2,6,6,6,6,6,6,6,3
728,4,3,3,3,3,3,3,3,3,3,6,3,6,3
729,3,2,2,4,4,3,6,6,4,6,5,6,5,4
730,3,3,3,3,3,3,3,3,3,3,3,3,3,3
731,6,4,4,4,4,4,6,6,4,6,6,6,6,4
732,6,6,6,5,6,5,6,6,6,6,6,6,6,5
733,6,4,6,4,6,4,6,6,4,6,6,6,6,4
734,4,4,4,4,4,4,6,6,4,6,4,6,6,4
735,6,6,6,5,6,3,6,6,6,6,6,6,6,5
736,4,4,4,4,4,4,4,4,6,6,6,6,6,4
737,3,3,3,4,4,4,4,4,4,6,4,6,3,4
738,3,4,3,4,4,4,4,4,3,4,4,4,4,4
739,3,3,3,3,0,4,6,6,6,6,6,6,6,4
740,4,4,4,5,5,5,5,5,5,6,4,6,4,4
741,6,4,3,4,2,5,6,6,6,6,6,6,6,3
742,3,3,1,4,2,0,6,6,3,6,6,6,6,4
743,6,3,3,5,5,5,6,3,6,6,6,6,6,4
744,5,4,4,4,4,4,6,6,4,4,6,6,6,4
745,6,2,3,2,6,4,6,6,6,6,6,6,0,3
746,6,2,3,4,4,3,3,3,4,6,6,6,6,3
747,4,3,3,4,4,3,3,3,4,4,4,4,4,4
748,4,3,3,4,3,3,3,3,4,3,4,6,6,0
749,4,2,3,4,4,3,3,3,4,6,4,6,4,3
750,3,3,3,3,3,3,3,3,3,3,3,3,3,3
751,3,3,3,3,3,4,4,4,6,6,6,6,6,4
752,6,6,6,4,4,4,6,6,6,6,6,6,6,4
753,3,4,3,3,3,4,3,3,4,4,6,3,6,3
754,0,3,6,3,4,4,6,6,4,6,5,6,4,4
755,4,4,3,4,4,4,6,6,4,4,4,4,6,4
756,3,4,5,5,5,4,6,6,4,6,5,6,5,5
757,5,4,4,4,4,3,6,6,3,4,6,6,6,4
758,6,4,4,2,4,4,6,6,4,6,4,6,4,4
759,3,3,3,4,4,4,6,6,4,4,6,6,6,4
760,4,3,4,5,5,5,6,6,5,6,6,6,6,5
761,4,4,5,4,3,4,4,4,3,6,4,6,6,4
762,4,3,3,4,5,5,3,3,4,4,4,3,3,4
763,3,3,3,4,4,4,4,4,5,5,6,4,0,4
764,3,3,3,3,3,3,3,3,4,4,4,4,4,3
765,5,2,3,4,5,5,6,6,4,4,6,6,6,4
766,6,6,6,4,4,4,4,4,4,6,6,6,6,4
767,5,4,0,4,0,0,0,0,4,4,6,2,6,4
768,5,5,4,5,4,4,6,6,4,4,4,4,4,4
769,4,3,4,4,4,4,6,6,4,6,4,6,6,4
770,5,4,4,5,5,5,2,2,5,6,5,6,6,4
771,4,3,3,3,3,3,3,3,4,3,3,3,3,4
772,2,4,3,4,4,3,3,3,4,3,6,6,6,4
773,3,3,3,3,3,2,3,3,3,4,4,4,6,4
774,4,4,4,4,4,2,6,6,5,5,5,6,4,5
775,3,4,4,4,4,4,6,6,4,6,6,6,6,4
776,5,4,4,5,5,5,5,5,5,5,5,5,6,5
777,4,3,4,3,4,4,4,4,4,4,4,4,5,4
778,4,3,4,5,3,3,6,6,4,4,6,5,6,4
779,5,6,4,4,5,5,6,6,6,6,6,6,6,4
780,2,3,3,3,4,4,2,2,3,3,3,3,3,3
781,4,4,4,4,4,4,4,4,4,4,4,6,6,4
782,6,4,6,4,6,6,6,6,6,6,6,6,6,4
783,3,2,3,4,6,2,6,6,4,6,6,6,6,4
784,4,4,6,5,5,5,6,6,6,6,5,6,6,5
785,4,4,3,4,4,4,6,6,4,6,6,6,6,4
786,5,3,4,4,4,4,3,3,4,4,4,4,4,4
787,3,4,4,0,4,4,6,6,3,5,5,6,6,4
788,3,3,3,4,4,4,2,2,4,4,6,3,6,3
789,0,4,0,0,0,0,0,0,5,0,0,0,0,5
790,5,4,4,4,4,5,4,4,5,4,5,4,6,5
791,3,6,4,4,4,4,4,4,6,6,6,6,6,4
792,5,4,3,5,5,5,5,5,5,5,6,5,6,4
793,5,5,5,5,5,5,5,5,5,5,6,6,6,5
794,3,2,3,3,4,3,3,3,4,4,4,4,6,4
795,5,3,3,3,3,4,5,5,4,6,6,6,6,4
796,4,3,3,3,4,4,4,4,3,3,3,3,3,4
797,5,4,4,5,5,5,6,6,5,5,6,6,6,4
798,4,5,4,5,5,5,6,6,5,6,5,6,6,5
799,3,6,4,5,6,5,6,6,6,6,6,6,6,4
800,4,3,3,4,4,4,6,6,4,6,4,6,3,4
801,3,6,6,4,4,5,6,6,3,6,6,6,6,4
802,3,4,4,4,4,4,4,4,4,4,5,6,6,4
803,5,3,3,4,4,4,6,6,4,4,6,6,6,4
804,3,3,3,3,3,2,6,6,3,3,3,6,4,3
805,6,3,3,4,4,4,6,6,4,4,4,6,3,4
806,3,3,2,3,2,3,3,3,3,3,4,4,3,3
807,3,3,3,3,3,3,3,3,6,6,4,6,6,3
808,3,3,3,3,3,4,3,3,3,3,3,3,3,3
809,3,3,3,3,3,3,3,3,3,3,3,3,3,3
810,5,5,5,5,5,5,5,5,5,5,5,5,5,5
811,0,0,0,0,0,0,0,0,0,0,0,0,0,2
812,2,3,3,4,4,4,4,4,4,4,3,3,3,5
813,6,4,4,5,3,4,3,3,5,6,6,6,6,4
814,4,4,4,4,4,4,4,4,5,5,5,5,5,4
815,2,3,2,2,2,1,1,0,4,6,2,6,2,2
816,4,3,3,2,4,3,3,3,3,3,4,6,3,3
817,3,2,3,3,4,4,3,3,3,3,3,3,6,3
818,5,3,3,2,2,3,3,3,2,2,4,6,2,0
819,5,6,3,3,3,3,6,6,3,3,6,3,6,3
820,6,6,6,5,5,5,6,6,5,5,5,6,5,5
821,6,4,6,5,5,5,6,6,5,6,5,6,5,5
822,6,4,3,2,4,4,6,6,3,3,3,6,3,4
823,6,6,6,4,4,4,6,6,4,6,6,6,6,4
824,3,4,3,4,4,4,4,4,4,6,6,6,6,4
825,5,3,3,4,5,5,6,6,6,6,6,6,6,5
826,3,6,6,4,5,4,6,6,6,6,6,6,6,3
827,5,4,4,4,4,5,5,4,4,6,4,4,4,5
828,5,5,6,3,5,4,5,5,6,6,6,6,6,5
829,6,6,6,3,3,3,3,3,4,6,6,6,6,3
830,6,6,6,6,3,3,6,6,6,6,3,6,3,3
831,6,3,6,4,4,4,4,4,6,6,6,6,6,4
832,5,5,5,5,5,5,5,5,5,5,5,5,5,5
833,5,5,5,5,5,5,5,5,5,5,5,5,5,5
834,3,6,6,2,3,2,4,4,3,3,3,6,3,2
835,3,4,4,4,4,4,4,4,4,4,5,6,3,4
836,5,2,4,4,4,4,4,4,4,4,4,4,4,4
837,4,6,6,4,4,4,6,6,6,6,6,6,6,4
838,5,2,2,3,3,4,3,3,4,4,6,2,6,4
839,4,6,6,3,4,4,6,6,4,6,4,6,3,4
840,3,4,4,5,4,3,6,3,6,6,6,6,6,4
841,4,2,2,3,4,3,3,3,6,6,6,6,6,3
842,4,6,6,3,3,3,6,6,3,6,3,6,3,4
843,3,3,3,3,3,3,3,3,3,3,3,3,3,3
844,4,4,6,3,4,4,4,4,6,6,6,6,6,4
845,4,4,4,4,4,4,4,4,4,4,4,6,6,4
846,4,6,6,5,5,5,6,6,5,5,6,5,6,5
847,5,5,5,5,5,5,6,6,3,6,6,6,6,4
848,5,5,5,4,5,5,5,5,5,6,6,6,6,5
849,5,6,6,5,5,3,6,6,5,6,5,6,6,5
850,4,4,6,4,4,5,6,5,3,6,6,6,4,4
851,4,6,0,4,5,6,5,6,6,6,6,6,6,0
852,4,4,4,3,4,3,6,6,4,4,6,6,6,4
853,4,3,3,4,4,4,5,6,4,6,5,6,5,4
854,5,6,6,4,4,4,4,4,4,4,0,5,6,4
855,6,6,6,4,4,6,6,6,6,6,6,6,6,4
856,4,6,6,3,4,4,6,4,3,6,6,6,6,4
857,4,6,6,4,4,4,4,0,3,6,6,6,6,4
858,6,3,4,4,4,4,6,6,6,6,6,6,6,4
859,4,3,4,3,4,3,3,3,3,3,3,3,3,4
860,3,3,3,3,3,3,3,3,3,3,3,3,3,3
861,6,6,5,2,5,3,5,5,3,6,6,6,6,4
862,4,6,4,2,4,4,6,3,2,6,5,6,3,4
863,4,3,2,3,3,4,3,3,4,6,6,4,2,3
864,3,3,3,3,3,3,3,3,2,2,4,3,2,3
865,4,4,3,3,3,3,3,3,4,6,6,6,4,4
866,6,3,4,4,5,5,6,4,6,6,6,6,6,4
867,4,4,4,4,3,4,6,6,6,6,6,6,6,4
868,5,5,5,4,5,5,6,6,6,6,6,6,6,5
869,3,3,4,2,4,5,6,6,6,6,6,6,6,4
870,5,3,3,5,3,5,5,5,5,5,6,6,6,3
871,3,4,4,4,4,4,6,6,6,6,6,6,6,4
872,3,3,4,4,4,5,5,5,4,4,4,4,4,4
873,3,3,4,4,4,4,6,6,6,6,6,6,6,4
874,4,3,2,3,3,3,2,2,3,3,6,6,6,3
875,4,5,5,4,5,4,4,4,6,6,6,6,6,4
876,2,3,3,4,4,4,6,6,6,6,6,6,6,3
877,4,6,6,3,3,4,4,4,6,6,6,6,6,5
878,5,5,5,5,5,5,4,4,5,4,6,6,6,5
879,6,3,3,3,3,3,3,3,6,6,6,6,6,3
880,6,3,4,3,4,3,6,6,6,6,6,6,6,4
881,6,4,4,4,4,4,3,3,4,4,4,4,4,4
882,5,3,4,5,5,5,6,6,5,5,5,6,4,5
883,1,2,3,4,5,5,3,3,5,6,6,6,6,5
884,3,3,4,3,4,4,4,4,6,6,6,6,6,4
885,3,4,4,3,5,3,3,3,3,3,0,0,0,4
886,6,4,3,5,4,4,3,4,4,4,4,4,3,4
887,3,3,5,5,5,5,5,5,5,5,5,4,5,4
888,3,2,0,5,5,5,6,6,4,4,6,5,6,4
889,5,3,4,4,5,3,5,5,5,5,4,6,4,5
890,6,6,3,1,3,3,6,6,6,4,6,6,6,4
891,5,4,4,4,4,3,3,3,2,3,3,3,3,4
892,4,3,3,2,4,4,2,2,3,3,3,3,3,3
893,6,3,4,5,5,5,5,5,6,6,6,6,6,5
894,5,4,4,4,4,4,5,5,3,4,4,4,2,3
895,5,3,4,4,3,4,4,4,5,4,6,4,6,4
896,4,4,6,5,5,5,6,6,6,6,6,6,6,5
897,6,6,4,5,5,5,6,5,4,6,6,6,6,5
898,6,6,3,5,5,5,6,6,6,6,6,6,6,4
899,5,4,5,5,4,4,3,4,4,5,5,5,5,5
900,5,3,4,5,4,4,6,6,6,6,6,6,6,4
901,6,6,6,4,5,5,6,6,6,6,6,6,6,3
902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,5,5,5,5,5,5,5,5,6,6,6,6,6,5
904,5,4,4,5,5,5,6,6,4,6,6,6,4,5
905,4,3,3,4,2,3,6,6,3,6,6,6,6,4
906,4,4,3,2,3,3,3,3,3,3,3,3,3,4
907,4,4,4,5,5,5,5,5,5,3,4,3,3,4
908,6,3,6,3,2,3,6,6,6,6,3,6,3,3
909,4,2,2,3,3,3,3,3,4,3,2,6,2,3
910,6,4,4,4,4,5,6,6,6,6,6,6,0,4
911,4,4,4,4,4,4,4,4,6,6,6,6,6,4
912,4,3,3,3,3,3,3,3,4,4,4,3,3,3
913,4,3,4,3,3,4,4,6,6,6,6,6,6,3
914,0,0,5,5,5,0,0,0,5,0,0,0,0,5
915,1,3,3,4,4,4,3,2,3,3,6,6,6,3
916,5,5,5,0,4,4,4,4,4,4,4,4,4,4
917,3,4,4,5,5,5,6,6,5,6,6,6,6,4
918,6,3,4,4,4,3,3,3,4,6,6,6,6,4
919,4,4,4,4,4,4,4,4,6,6,6,6,6,4
920,5,5,4,5,5,5,5,5,5,5,5,5,5,5
921,6,6,4,4,4,4,4,4,4,6,6,6,6,4
922,2,4,5,5,5,5,4,4,6,6,6,6,6,4
923,6,6,4,4,4,3,3,3,6,6,6,6,6,3
924,6,3,3,4,4,4,6,6,2,6,6,6,6,3
