,ART,FOOD,STORE,SIGN,WALKWAYS,SCREENS,INFODOWN,INFOUP,ROADS,PARK,AIRTRAIN,LTPARKING,RENTAL,ALL
461,3,3,3,3,4,5,6,6,6,6,6,6,6,4
462,0,4,4,4,5,5,5,5,0,0,0,0,0,5
463,6,3,4,3,4,4,3,6,6,6,5,6,6,4
464,5,5,5,5,5,5,5,5,5,5,5,5,5,5
465,4,6,6,3,3,3,3,3,4,4,4,2,0,4
466,4,4,4,4,4,4,4,4,0,0,0,0,0,4
467,3,4,3,3,4,4,4,4,4,6,4,6,3,4
468,5,6,5,4,5,5,6,6,4,6,6,6,6,4
469,3,6,4,4,4,4,4,4,4,6,6,6,6,4
470,6,6,5,6,5,5,6,6,6,6,6,6,6,5
471,6,5,5,5,5,5,6,6,5,5,5,6,5,5
472,5,6,5,5,5,5,6,6,6,6,6,6,6,4
473,6,6,6,5,5,6,6,6,6,5,6,6,6,5
474,5,3,3,5,5,6,5,5,5,6,5,6,6,5
475,5,4,4,5,3,4,5,4,6,6,6,6,6,4
476,5,5,5,4,5,4,6,6,6,6,5,6,6,4
477,6,6,6,6,5,5,5,5,6,6,6,6,6,5
478,6,6,6,6,3,6,6,6,6,6,6,6,6,4
479,3,6,3,5,5,5,3,3,6,6,6,6,6,3
480,6,3,3,4,4,3,2,2,6,6,6,6,6,3
481,2,5,5,5,5,5,5,5,5,5,5,5,5,5
482,0,4,3,5,5,5,2,3,6,6,6,6,6,4
483,5,3,4,5,5,4,4,4,6,0,0,0,0,4
484,3,4,4,5,5,5,4,3,6,6,6,6,6,0
485,0,4,3,4,4,5,4,4,6,6,6,6,6,4
486,5,4,4,4,5,5,6,6,4,4,5,6,5,4
487,5,5,5,5,5,5,5,5,5,5,5,5,5,5
488,4,4,5,5,5,5,5,6,6,6,6,6,6,5
489,6,5,5,5,5,5,5,6,6,6,6,6,6,5
490,6,4,4,5,5,5,6,6,6,6,6,6,6,4
491,4,4,6,3,4,4,6,3,6,6,6,6,6,3
492,2,6,6,4,5,5,3,4,5,6,6,6,6,3
493,3,3,4,4,4,4,3,3,4,3,6,6,6,4
494,4,4,3,4,4,4,6,6,6,6,5,6,5,4
495,5,1,3,5,5,3,6,6,6,6,6,6,6,5
496,3,6,1,5,5,5,6,6,6,6,6,6,6,4
497,3,4,3,4,3,2,1,6,6,6,5,6,6,4
498,4,6,6,4,6,4,6,6,6,6,6,6,6,4
499,3,4,6,4,5,4,4,4,4,6,5,6,5,4
500,6,3,6,3,4,2,4,4,3,6,6,6,6,4
501,6,6,6,2,3,3,6,6,3,6,5,5,6,3
502,3,3,3,3,3,3,3,3,3,3,3,3,3,3
503,6,4,3,4,5,4,6,6,3,6,5,6,4,4
504,4,4,3,4,4,4,6,6,6,6,6,6,6,3
505,6,5,6,4,5,5,6,6,6,6,6,6,6,5
506,3,3,3,4,4,0,6,6,6,6,6,6,6,3
507,2,2,2,3,3,3,3,3,6,6,6,6,6,3
508,4,4,4,5,5,5,5,5,6,6,5,6,6,4
509,5,3,4,6,4,4,4,4,6,6,6,6,6,5
510,3,3,3,4,3,3,3,3,6,6,6,6,6,4
511,6,3,2,3,4,3,6,5,6,6,5,6,6,3
512,6,5,5,5,5,5,5,5,5,5,6,6,6,5
513,3,3,3,5,4,4,4,4,5,4,6,6,6,4
514,6,6,6,2,5,5,6,6,6,6,6,6,6,3
515,3,6,6,1,5,2,0,0,0,0,0,0,0,0
516,4,3,4,4,0,4,6,1,6,6,6,6,6,0
517,6,6,6,4,5,5,6,5,6,6,6,6,6,3
518,2,3,3,3,6,4,6,6,5,6,6,6,6,3
519,6,3,3,4,3,3,6,6,4,6,6,6,6,4
520,6,6,6,4,4,5,6,6,4,6,6,6,6,4
521,2,3,3,4,2,4,6,6,6,6,6,6,6,3
522,4,3,4,4,4,5,6,6,6,6,6,6,6,4
523,3,4,0,4,4,3,0,0,0,0,0,0,0,4
524,6,6,3,5,5,5,6,6,5,5,6,6,6,5
525,3,3,3,3,4,3,3,3,3,4,4,4,5,4
526,3,3,3,4,4,4,4,4,4,5,4,5,4,4
527,3,4,4,3,4,3,3,3,6,6,6,6,6,3
528,3,3,3,3,4,5,3,3,4,6,6,6,6,3
529,2,2,6,3,2,3,3,3,6,6,6,6,6,3
530,6,4,3,4,4,4,6,6,6,6,6,6,6,4
531,6,2,2,4,4,6,6,6,0,0,4,0,4,4
532,4,2,2,4,4,4,4,4,4,6,6,6,6,4
533,3,4,4,4,4,5,6,6,6,6,6,6,6,4
534,4,5,4,4,4,4,6,6,6,6,0,4,4,4
535,4,4,4,5,5,5,5,5,5,5,0,0,0,0
536,6,4,6,4,5,6,6,6,5,5,6,6,6,4
537,4,4,4,4,4,4,5,5,3,3,4,4,4,4
538,5,4,4,4,5,5,0,0,0,0,0,0,0,4
539,6,6,6,4,3,4,4,4,6,6,6,6,6,4
540,3,3,3,4,4,4,4,4,3,3,3,3,3,6
541,6,6,3,3,4,6,3,3,4,6,6,6,6,3
542,5,5,5,5,5,5,6,6,5,6,6,6,6,5
543,4,0,4,4,5,4,4,4,4,6,5,6,4,5
544,6,6,6,4,5,5,6,5,6,6,6,6,6,5
545,4,3,3,4,4,4,4,4,0,5,5,0,4,4
546,5,3,4,4,5,5,6,6,5,6,5,6,4,4
547,6,6,3,4,4,4,6,6,3,6,6,6,6,4
548,4,3,2,3,4,4,6,4,4,6,4,6,4,3
549,3,6,4,4,4,2,6,6,6,6,6,6,6,4
550,6,4,5,5,5,5,6,6,6,6,6,6,6,4
551,5,5,5,5,5,5,5,5,5,5,5,5,5,5
552,6,6,6,4,6,4,6,6,4,6,6,6,6,4
553,4,4,3,4,4,5,4,5,5,4,5,4,4,5
554,3,6,6,5,4,4,6,6,4,6,6,6,6,4
555,3,2,2,4,4,4,6,6,6,6,3,6,6,3
556,2,3,3,3,3,3,2,2,3,3,4,3,3,3
557,5,5,5,5,5,5,5,5,6,6,6,6,6,5
558,4,3,4,4,4,4,4,4,4,4,4,4,4,4
559,3,3,4,3,3,4,3,3,6,6,6,6,6,0
560,4,5,0,5,5,5,5,5,5,5,5,0,0,5
561,4,4,4,5,5,4,6,6,6,6,6,6,6,4
562,4,4,6,4,4,4,4,4,6,6,6,6,6,4
563,3,3,3,3,3,3,3,3,2,2,2,2,2,3
564,6,6,6,4,4,4,6,6,4,6,4,6,4,4
565,6,4,3,4,4,4,4,4,6,6,6,6,6,4
566,3,4,3,4,5,4,6,6,5,6,4,6,5,4
567,6,4,4,5,5,5,6,6,5,6,4,6,5,4
568,3,6,6,4,4,4,3,3,6,6,6,6,6,3
569,5,4,4,5,5,5,5,5,5,5,6,6,6,5
570,6,6,3,5,3,4,6,6,3,3,3,3,4,4
571,3,4,3,5,5,5,5,5,6,6,6,6,6,4
572,3,2,6,4,4,4,2,6,6,6,6,6,6,4
573,6,3,3,5,5,3,6,6,6,6,6,6,6,4
574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,6,6,0,5,5,5,0,5,6,6,3,6,6,4
576,4,3,3,5,4,4,6,6,4,3,5,6,4,4
577,4,4,4,4,4,4,4,4,4,4,4,4,4,5
578,4,4,4,4,4,4,4,4,6,6,6,6,6,4
579,3,4,4,4,4,4,4,4,4,4,4,4,4,4
580,4,4,4,4,4,4,4,4,4,4,4,4,5,4
581,4,3,4,4,4,4,3,3,4,4,4,4,4,4
582,4,6,4,3,3,3,6,6,6,6,6,6,6,4
583,4,6,0,5,4,5,5,5,5,5,5,6,3,5
584,4,3,3,4,3,2,4,4,6,6,6,6,6,3
585,3,3,3,3,3,3,3,3,3,3,3,3,3,3
586,4,4,4,4,5,4,4,4,4,4,5,4,4,4
587,3,2,3,4,4,5,4,4,0,0,0,0,0,0
588,4,3,4,3,4,3,4,4,6,6,6,6,6,4
589,3,3,3,3,3,3,3,3,0,0,0,0,0,3
590,3,3,4,3,4,4,6,3,4,3,5,6,4,4
591,4,4,4,4,4,3,2,3,1,4,6,6,6,4
592,4,3,3,5,5,5,6,6,6,6,6,6,6,4
593,4,6,4,5,4,5,3,3,6,6,6,6,6,4
594,4,3,3,3,3,4,3,3,4,4,6,6,4,2
595,6,6,6,6,5,5,6,4,5,4,6,6,6,0
596,4,3,4,4,4,4,4,4,6,6,6,6,6,4
597,6,4,4,4,4,4,3,4,6,6,6,6,6,4
598,6,6,4,4,4,4,6,6,4,3,6,6,6,4
599,6,6,6,4,4,4,6,6,4,6,6,6,6,4
600,4,3,3,4,5,5,6,4,5,5,5,6,5,5
601,2,2,2,4,4,3,4,4,6,6,6,6,6,3
602,4,6,2,5,5,5,6,6,6,6,6,6,6,4
603,5,4,4,4,4,3,6,6,4,6,5,6,5,4
604,5,6,5,5,5,5,6,6,6,6,5,6,6,5
605,2,3,2,4,4,3,3,3,3,3,4,6,3,2
606,4,4,3,3,3,3,3,3,3,2,3,6,6,3
607,5,3,4,4,4,3,6,6,6,6,6,6,6,4
608,5,5,5,5,5,4,6,6,6,6,6,6,6,5
609,3,6,2,4,4,4,6,6,6,6,6,6,6,3
610,5,6,3,3,4,4,3,3,3,6,5,6,3,4
611,2,3,3,4,5,5,0,0,0,0,4,0,0,4
612,6,4,3,4,6,6,6,6,6,6,6,6,6,4
613,6,6,6,6,6,6,6,6,6,6,6,6,6,3
614,6,4,4,3,4,3,6,6,6,6,6,6,6,4
615,0,0,3,0,4,0,0,0,0,0,0,0,0,0
616,3,3,3,3,3,3,3,3,0,0,0,0,0,2
617,4,6,3,5,5,5,4,6,6,6,6,6,6,4
618,4,5,5,5,5,5,4,4,6,6,6,6,6,5
619,4,4,3,4,4,4,4,4,4,4,4,4,4,4
620,6,3,2,2,4,3,6,6,6,6,6,6,6,2
621,3,4,6,4,3,4,6,6,5,5,5,6,5,4
622,5,4,4,5,5,5,0,0,0,0,0,0,0,4
623,3,3,2,3,3,3,3,3,6,6,6,6,6,4
624,4,2,2,3,4,2,3,3,3,3,3,3,3,3
625,4,2,2,3,5,4,6,5,4,6,3,6,5,3
626,6,5,5,5,5,5,6,5,6,6,6,6,6,5
627,0,5,4,5,0,5,5,5,0,0,0,0,0,5
628,3,6,4,0,3,3,6,6,6,6,6,6,6,4
629,4,4,4,4,4,3,4,4,6,6,6,6,6,4
630,6,4,4,4,4,4,6,6,4,6,4,6,4,4
631,5,3,2,4,5,5,6,6,3,6,6,6,6,3
632,4,2,2,4,5,5,3,6,3,6,6,6,6,3
633,4,4,4,4,4,4,4,4,4,4,4,6,4,4
634,5,3,3,4,5,5,6,6,6,6,6,6,6,3
635,4,6,3,3,3,3,6,6,3,6,6,6,6,3
636,6,3,3,4,2,4,6,6,6,6,6,6,6,3
637,6,3,2,2,2,2,3,6,0,0,0,0,0,3
638,3,2,3,4,3,3,3,3,2,3,6,6,6,4
639,5,2,2,4,4,4,4,4,6,6,6,6,6,3
640,4,6,6,4,5,5,6,6,6,6,6,6,6,4
641,5,4,5,5,5,4,5,6,6,6,6,6,6,5
642,6,3,6,5,4,4,6,6,6,6,6,6,6,3
643,6,6,5,2,5,6,6,6,4,0,6,6,6,5
644,4,3,6,4,5,6,6,6,6,6,5,6,6,4
645,6,6,6,5,6,6,6,6,6,6,6,6,6,5
646,6,4,6,5,5,5,6,6,6,6,6,6,6,5
647,3,3,6,3,5,4,6,6,6,6,1,6,6,3
648,4,3,3,3,4,4,0,0,0,0,4,0,0,0
649,4,6,5,5,6,5,6,6,6,6,6,6,6,5
650,4,4,4,5,4,4,4,4,5,5,4,4,3,4
651,3,2,2,3,4,4,6,6,3,6,4,6,6,4
652,6,6,6,4,4,4,6,6,4,6,6,6,6,4
653,4,3,4,5,5,5,6,6,4,4,6,6,6,4
654,4,4,4,4,4,4,6,6,3,4,6,3,6,4
655,5,5,5,5,0,5,0,0,4,4,0,0,0,5
656,3,2,3,4,4,3,3,3,3,6,6,6,6,3
657,4,3,3,3,3,3,3,3,3,3,3,3,3,3
658,3,3,4,3,4,4,6,6,3,3,3,6,2,3
659,4,3,4,2,3,3,3,2,3,4,3,2,4,3
660,5,4,4,4,5,6,6,6,5,6,5,6,5,5
661,3,4,4,4,4,4,4,4,4,6,5,6,6,4
662,3,4,4,4,4,4,6,3,3,6,6,6,6,4
663,5,3,3,3,4,4,3,3,3,3,6,6,6,3
664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,6,5,6,4,5,5,4,4,5,4,5,6,6,5
666,4,3,4,4,4,3,0,2,4,5,0,6,4,4
667,4,5,3,4,4,3,6,6,3,3,6,6,6,4
668,4,4,4,4,4,4,4,4,4,6,6,6,6,4
669,4,4,4,4,4,4,6,6,6,6,6,6,6,4
670,4,4,4,4,5,4,4,4,0,0,0,0,0,4
671,5,5,5,5,5,5,5,5,5,6,6,6,6,5
672,4,3,3,4,4,4,3,3,4,6,5,6,6,4
673,6,6,4,4,4,4,6,6,6,6,6,6,6,4
674,4,4,4,2,4,4,4,4,6,6,6,6,6,3
675,5,5,5,5,5,5,5,0,6,6,6,6,6,5
676,4,5,4,5,4,4,5,5,5,5,5,5,5,5
677,3,4,3,4,4,4,3,3,3,3,4,6,5,4
678,6,3,3,4,4,4,6,3,4,4,4,6,4,4
679,4,6,6,5,4,5,6,6,6,6,6,6,6,4
680,5,5,5,5,5,5,6,6,6,6,6,6,6,5
681,6,4,4,5,5,5,6,5,6,6,6,6,6,4
682,4,4,4,4,4,4,4,4,4,4,4,6,6,4
683,5,5,5,4,3,3,6,6,6,6,6,6,6,4
684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,5,4,3,3,4,3,6,6,3,2,6,6,6,4
686,4,3,3,4,4,4,6,6,3,6,5,6,6,4
687,5,6,6,5,5,5,6,5,5,5,5,6,5,5
688,6,4,6,4,4,4,6,6,4,6,6,6,6,4
689,5,4,4,5,5,5,6,6,5,5,6,5,3,4
690,5,5,5,5,4,4,4,4,5,4,4,6,3,4
691,4,4,4,4,5,5,4,6,4,6,6,6,6,4
692,5,3,6,3,4,4,6,3,4,6,6,6,6,4
693,4,3,4,4,4,4,4,4,6,6,6,6,6,4
694,4,4,6,3,4,4,6,4,3,6,6,6,6,4
695,5,3,3,4,4,4,4,4,4,6,6,6,6,4
696,4,3,6,5,5,5,6,6,5,6,6,6,6,5
697,2,6,3,4,6,4,4,6,6,6,3,6,6,3
698,6,3,3,3,2,4,6,6,3,6,4,6,3,4
699,4,6,4,4,6,5,4,4,4,6,5,6,5,5
700,4,3,3,4,4,5,6,6,4,3,6,6,4,3
701,4,2,3,5,5,5,6,6,6,6,6,6,6,4
702,6,6,6,4,6,4,6,6,4,6,6,6,6,4
703,6,3,3,4,4,4,6,6,4,6,4,6,4,4
704,4,4,4,4,4,4,4,4,4,6,3,6,3,4
705,5,4,3,4,2,3,6,6,3,1,2,6,6,3
706,3,4,3,3,2,3,6,6,3,3,3,2,6,3
707,4,3,2,5,5,5,5,5,5,6,4,6,4,4
708,6,2,2,4,6,3,6,6,6,6,6,6,6,3
709,4,3,6,4,4,5,4,6,3,6,5,6,2,4
710,4,5,4,4,4,4,6,6,6,6,4,6,6,4
711,4,3,6,4,4,5,6,6,5,6,6,6,6,4
712,4,4,4,4,4,4,4,4,3,6,6,6,6,4
713,6,6,6,0,0,0,0,0,3,6,6,6,6,3
714,4,3,3,4,3,3,6,3,2,6,6,6,6,3
715,4,4,6,5,5,4,6,6,4,6,5,6,6,4
716,5,5,5,5,5,5,6,6,5,6,5,6,4,5
717,6,4,6,4,6,6,6,6,6,6,6,6,6,4
718,4,4,4,4,3,3,3,3,3,3,3,3,3,4
719,5,6,3,5,6,5,6,5,4,6,6,6,6,4
720,5,4,4,5,5,5,6,6,4,6,6,6,6,5
721,4,3,6,5,3,5,6,4,6,6,6,6,6,4
722,4,3,6,5,5,5,6,5,6,6,6,6,6,5
723,5,4,4,3,6,3,6,6,6,6,6,6,6,4
724,5,4,4,5,5,5,6,4,4,6,6,6,6,4
725,5,4,4,3,6,4,6,6,4,6,6,6,6,4
726,3,3,3,4,4,5,5,6,4,6,3,6,3,4
727,5,5,5,5,5,5,6,6,6,6,6,6,6,5
728,5,4,4,5,5,5,6,6,3,6,5,6,5,4
729,5,5,5,3,5,5,6,5,6,6,6,6,6,5
730,2,6,4,4,6,5,6,6,6,6,6,6,6,3
731,6,4,6,5,5,5,5,5,6,6,6,6,6,5
732,2,2,3,3,2,3,2,2,2,3,2,4,1,3
733,5,6,6,4,4,4,6,6,6,6,6,6,6,4
734,3,4,6,4,3,4,6,6,6,6,4,6,6,4
735,5,3,3,4,4,4,6,6,6,6,6,6,6,4
736,3,3,3,3,3,3,3,3,3,3,3,3,3,3
737,6,4,4,5,6,5,6,6,6,6,6,6,6,4
738,4,3,4,5,6,5,6,6,6,6,6,6,6,5
739,3,3,3,3,3,3,3,3,4,4,3,3,6,4
740,3,3,3,2,2,3,3,3,4,6,6,6,6,4
741,5,4,4,4,4,4,4,4,3,6,4,6,6,4
742,5,3,4,4,5,4,0,6,4,5,5,6,6,5
743,4,4,3,4,4,4,6,6,2,3,3,3,6,4
744,5,4,5,4,4,3,6,6,4,4,6,6,6,5
745,3,4,3,4,5,5,3,3,5,6,5,6,6,5
746,3,4,3,4,4,4,6,6,3,4,0,4,6,4
747,6,3,3,3,3,3,6,6,2,3,3,6,6,6
748,4,4,4,5,4,3,6,3,4,6,6,6,6,4
749,4,4,4,5,5,5,6,6,5,5,5,5,5,4
750,4,3,3,3,3,3,6,6,4,4,4,5,3,4
751,6,6,6,4,4,3,6,6,5,6,6,6,6,5
752,4,5,4,4,4,4,6,6,4,4,6,6,6,4
753,4,5,5,4,4,4,6,6,4,6,4,6,6,4
754,4,4,4,5,5,5,5,5,5,5,5,5,5,5
755,3,6,6,5,6,5,6,6,5,6,6,6,6,4
756,4,4,6,5,5,5,4,4,4,0,0,0,4,5
757,4,5,5,5,5,5,5,5,5,6,5,6,6,4
758,4,5,5,5,5,5,5,5,5,6,5,6,6,4
759,4,4,4,4,4,3,6,6,6,6,6,6,6,3
760,4,6,4,5,4,6,6,6,6,6,6,6,6,4
761,4,5,4,3,4,3,6,6,3,3,6,6,6,4
762,3,2,3,4,5,5,6,6,2,6,4,6,4,4
763,5,6,6,5,4,5,6,6,4,4,3,6,6,5
764,6,4,6,6,6,5,6,6,0,0,0,0,0,5
765,4,4,3,4,4,4,4,4,4,6,6,6,6,4
766,4,4,4,3,3,4,3,3,4,0,4,0,3,4
767,4,4,4,4,4,3,3,3,5,5,5,4,4,5
768,0,5,5,5,4,4,5,5,3,0,6,6,6,5
769,3,3,3,3,6,3,6,6,0,0,0,0,0,0
770,4,4,4,4,4,4,4,4,4,4,6,2,6,2
771,5,4,4,5,4,5,4,4,4,5,5,4,5,5
772,5,5,5,5,5,5,5,5,4,4,4,4,4,4
773,4,3,3,4,4,4,6,6,4,6,4,6,3,4
774,4,6,4,5,4,5,6,6,5,5,5,6,3,4
775,4,4,4,3,4,3,6,6,3,4,4,4,6,4
776,4,5,4,4,5,5,6,6,6,6,4,6,6,5
777,4,5,5,5,5,5,6,6,6,6,5,6,5,5
778,4,3,3,4,6,4,6,6,4,3,4,4,6,4
779,5,4,4,4,4,3,6,6,6,3,6,6,6,4
780,4,3,2,6,2,6,6,6,6,6,6,6,6,3
781,3,4,4,5,3,5,6,6,5,4,5,3,6,5
782,4,4,4,5,5,3,6,5,3,6,5,6,6,4
783,4,4,4,5,5,5,6,6,6,6,6,6,3,4
784,3,4,4,0,5,5,5,5,5,5,5,5,4,4
785,6,4,4,4,4,4,6,6,4,6,5,6,4,4
786,5,4,4,1,3,1,6,6,3,3,3,6,6,2
787,5,5,5,5,5,5,5,5,5,5,5,5,5,5
788,5,5,5,5,5,5,5,5,5,5,5,5,5,5
789,4,4,4,5,4,5,6,6,6,6,6,6,6,4
790,5,6,5,5,5,5,6,6,4,6,6,6,6,5
791,4,2,3,1,3,2,1,1,2,4,4,6,4,3
792,4,6,6,5,4,5,6,6,5,6,6,6,6,5
793,4,4,4,5,5,5,6,6,5,5,6,6,6,5
794,3,3,3,4,3,4,3,3,3,6,4,6,4,4
795,6,3,6,4,4,4,6,3,4,6,6,6,6,3
796,4,4,4,4,6,4,4,4,4,6,6,6,6,4
797,6,3,3,5,5,5,6,6,4,4,6,4,6,4
798,4,4,4,4,4,4,4,4,4,5,5,5,5,5
799,5,6,4,5,6,5,6,6,6,6,6,6,6,5
800,5,4,5,4,4,2,6,3,6,6,5,6,6,4
801,5,5,5,5,5,5,6,6,5,5,6,6,6,5
802,5,4,3,3,4,3,3,3,4,4,6,6,6,4
803,6,6,6,1,6,5,6,6,2,6,6,6,6,0
804,6,3,3,3,3,4,3,3,6,6,6,6,6,3
805,5,4,4,5,4,3,6,6,6,6,6,6,6,4
806,3,2,3,3,3,3,3,3,4,6,4,6,4,3
807,3,6,6,5,4,5,6,6,4,5,6,6,6,4
808,4,3,3,4,6,2,6,6,5,4,6,6,6,4
809,6,6,6,4,4,3,6,6,4,6,6,6,6,4
810,6,6,6,5,5,5,6,6,5,6,6,6,6,5
811,4,6,6,4,5,5,6,6,6,6,6,6,6,4
812,5,6,6,5,5,5,6,6,6,6,6,6,6,4
813,3,2,2,3,3,3,3,3,3,3,3,3,3,3
814,4,4,4,4,4,5,4,4,5,6,6,4,6,4
815,4,4,4,4,4,4,4,4,4,4,4,6,2,4
816,6,6,6,4,3,4,6,6,6,6,6,6,6,4
817,4,4,4,4,4,4,4,4,6,6,6,6,6,4
818,6,6,6,4,4,3,6,6,5,6,6,6,6,4
819,5,4,4,3,4,5,4,4,5,4,5,5,6,5
820,5,6,6,5,5,5,6,5,6,6,6,6,6,6
821,5,4,4,3,4,4,4,4,4,5,5,5,5,4
822,5,4,4,4,4,4,4,4,4,4,6,4,6,5
823,4,4,6,4,3,3,6,6,6,6,6,6,6,4
824,5,5,5,5,5,5,6,6,0,0,0,0,0,5
825,6,6,6,0,5,4,6,6,6,6,6,6,6,3
826,6,6,6,4,4,4,6,6,6,6,6,6,6,4
827,4,3,4,5,5,5,6,6,4,6,4,6,0,3
828,4,6,6,4,4,5,6,6,6,6,6,6,6,4
829,4,6,6,5,5,5,6,6,5,6,6,6,6,5
830,5,6,3,4,4,4,6,6,6,6,6,6,6,5
831,6,3,3,5,4,5,6,6,5,5,6,3,6,4
832,6,6,6,4,4,4,6,6,6,6,6,6,6,3
833,4,5,5,4,4,4,6,6,5,6,5,6,5,4
834,5,4,3,3,3,3,6,6,3,3,3,6,6,3
835,4,3,2,4,4,4,1,1,5,2,5,2,2,3
836,4,3,3,5,5,5,6,6,4,6,6,4,6,4
837,4,3,4,4,4,4,6,6,6,6,6,6,6,4
838,5,4,5,5,5,5,5,5,0,0,0,0,0,4
839,5,4,4,4,4,4,6,6,3,6,4,6,4,4
840,6,5,3,4,4,3,6,6,4,3,6,6,6,4
841,4,4,4,4,4,4,6,6,6,6,6,6,6,4
842,5,3,0,0,0,0,0,0,0,0,0,0,0,3
843,2,3,3,5,5,5,6,6,5,5,6,6,6,5
844,4,4,3,4,4,4,3,2,4,0,0,0,0,0
845,4,5,4,5,4,4,6,6,6,3,6,4,6,4
846,5,6,4,5,6,4,6,6,5,6,6,6,6,5
847,5,5,5,5,5,5,6,6,6,6,6,6,6,5
848,5,3,6,5,5,5,6,1,6,6,6,6,6,5
849,4,4,4,5,5,5,4,4,4,4,6,6,6,5
850,3,4,4,5,5,5,4,4,4,4,6,6,6,4
851,0,3,3,4,4,3,4,4,4,3,4,3,3,3
852,4,4,4,5,5,5,6,6,4,6,4,6,5,5
853,3,3,0,2,3,3,3,3,2,0,4,0,2,3
854,5,4,3,4,4,4,2,3,0,0,0,0,0,4
855,5,4,4,5,5,5,6,6,3,6,5,6,5,4
856,3,5,5,6,3,5,6,6,6,6,6,6,6,0
857,4,4,4,5,5,4,6,6,4,5,6,6,6,5
858,3,2,6,4,4,4,6,6,3,6,4,6,3,4
859,0,0,0,0,0,0,0,0,3,3,6,3,3,3
860,6,6,6,3,3,3,3,3,3,6,3,6,4,4
861,4,5,5,5,5,5,5,5,4,3,3,4,0,5
862,4,6,4,3,6,5,6,6,6,6,6,6,6,5
863,4,2,2,3,3,3,3,3,4,6,6,6,6,3
864,4,4,4,4,4,4,6,6,6,6,4,6,6,4
865,6,6,6,3,4,3,6,6,4,6,5,6,4,4
866,3,4,3,4,4,4,4,4,4,4,4,4,4,4
867,3,4,4,5,5,5,6,6,5,6,5,6,5,4
868,6,0,4,5,5,5,5,5,5,5,5,5,4,5
869,6,6,6,3,5,5,6,6,6,6,5,6,6,4
870,4,3,6,5,5,3,6,6,6,6,6,6,6,4
871,5,6,4,5,5,5,6,6,5,6,6,6,6,5
872,5,6,6,5,6,5,6,6,6,6,6,6,6,5
873,6,6,6,4,5,5,0,5,6,6,6,6,6,5
874,6,3,6,4,4,2,6,6,6,6,6,6,6,3
875,6,6,6,5,5,6,6,6,6,6,6,6,6,5
876,4,5,5,5,5,5,6,6,6,6,6,6,6,5
877,3,4,4,2,6,6,6,6,6,6,6,6,6,4
878,3,3,3,3,3,3,6,6,3,3,6,2,6,3
879,5,5,5,5,5,5,6,6,6,6,6,6,6,5
880,3,4,4,4,4,4,2,2,6,6,6,6,6,4
881,4,6,4,4,5,4,6,6,5,6,6,6,6,4
882,4,4,3,3,4,3,0,0,0,0,0,0,0,0
883,3,3,3,4,5,5,0,4,5,4,6,6,6,4
884,6,3,3,5,5,5,4,4,4,6,6,6,6,4
885,3,3,2,4,5,4,3,3,4,5,4,3,3,3
886,3,4,2,3,4,4,6,6,0,0,0,0,0,0
887,3,3,3,4,4,4,6,6,4,4,4,6,6,4
888,4,3,3,4,4,4,6,6,6,6,6,6,6,4
889,5,4,4,4,4,4,6,6,3,3,6,4,6,4
890,5,4,4,5,5,5,6,6,5,5,6,6,6,4
891,5,3,3,3,3,3,6,6,6,6,6,6,6,3
892,5,5,4,4,5,5,5,5,6,6,6,6,6,5
893,3,3,4,5,4,4,6,6,4,6,5,6,6,4
894,6,4,5,4,5,5,6,6,6,6,6,6,6,4
895,4,3,4,4,5,4,6,6,4,4,6,4,6,4
896,5,6,6,3,5,1,6,5,6,6,6,6,6,4
897,3,1,1,1,5,4,0,3,3,3,3,3,3,4
898,4,3,3,4,5,4,3,3,4,3,3,3,3,4
899,5,2,2,3,4,3,3,3,4,3,4,3,4,4
900,4,3,3,3,4,4,4,4,4,6,6,6,6,4
901,4,4,4,5,4,4,6,0,5,4,6,6,6,5
902,4,5,1,5,5,5,4,4,5,5,5,4,6,5
903,6,6,6,3,3,3,3,3,2,2,6,6,6,3
904,3,3,3,4,4,4,6,6,4,6,6,6,6,4
905,4,4,4,4,4,4,6,6,4,6,6,6,6,4
906,6,3,4,5,5,5,6,6,3,6,6,6,3,5
907,5,2,5,5,5,5,5,5,5,3,5,5,5,4
908,5,5,5,5,5,5,4,4,5,5,6,6,6,5
909,3,3,3,3,3,3,3,3,3,6,3,6,3,3
910,4,3,3,3,4,3,6,6,6,6,6,6,6,0
911,4,3,3,4,3,3,6,6,4,3,6,3,6,3
912,3,4,4,5,5,5,5,5,5,6,6,6,6,4
913,4,4,4,3,3,4,4,4,4,2,6,4,6,4
914,5,4,4,4,4,0,0,0,6,6,6,6,6,4
915,3,3,3,3,3,3,3,3,6,6,6,6,6,3
916,3,3,3,2,3,3,6,6,2,3,3,6,4,3
917,3,2,4,4,4,4,6,6,4,4,4,6,4,4
918,3,3,3,3,3,3,3,3,3,3,3,3,3,3
919,5,3,3,3,3,3,3,3,3,3,3,3,3,4
920,3,6,6,5,5,5,6,6,6,6,5,6,6,4
921,5,6,6,2,5,2,6,6,6,6,6,6,6,5
922,4,4,4,5,4,5,6,4,6,6,6,6,6,3
923,4,3,3,4,4,4,3,3,6,6,6,6,6,3
924,3,2,3,4,4,5,4,4,3,3,6,6,6,3
