,ART,FOOD,STORE,SIGN,WALKWAYS,SCREENS,INFODOWN,INFOUP,ROADS,PARK,AIRTRAIN,LTPARKING,RENTAL,ALL
111,4,4,4,4,4,4,4,4,4,4,6,6,6,4
112,3,4,4,3,4,4,3,3,4,6,6,6,6,4
113,6,6,6,5,5,5,6,6,6,6,6,6,6,5
114,4,4,4,4,4,4,4,4,4,0,0,0,0,4
115,0,5,2,4,4,4,6,6,4,6,6,6,6,4
116,6,3,3,3,3,3,6,6,6,6,6,6,6,3
117,5,4,3,5,5,5,5,5,6,6,6,6,6,4
118,3,6,6,3,3,3,3,3,6,6,6,6,6,3
119,4,5,4,4,3,4,4,0,6,6,6,6,6,6
120,3,3,4,4,2,3,6,6,3,6,3,6,3,4
121,6,6,6,4,6,4,6,6,6,6,6,6,6,6
122,2,2,2,2,2,2,2,2,3,3,6,6,6,2
123,5,3,3,2,4,4,3,3,6,6,5,6,6,4
124,6,6,6,3,3,6,6,6,6,6,6,6,6,3
125,6,4,4,5,5,4,6,6,0,0,0,0,0,5
126,3,4,6,4,4,4,6,6,6,6,6,6,6,4
127,6,6,4,4,4,4,6,6,6,6,6,6,6,4
128,4,6,4,4,5,4,6,6,6,6,6,6,6,4
129,6,3,3,3,3,4,4,4,6,6,6,6,6,3
130,4,4,4,3,4,4,6,6,2,0,4,0,4,4
131,4,6,6,3,4,4,6,6,6,6,6,6,6,4
132,4,4,5,5,5,5,6,6,5,6,6,6,6,4
133,6,3,4,4,6,4,6,6,6,6,6,6,6,4
134,4,4,4,4,5,4,6,6,4,4,5,6,5,4
135,3,4,4,4,5,3,6,3,6,6,6,6,6,4
136,3,3,3,4,3,3,3,3,3,6,6,6,6,3
137,6,3,6,3,3,3,3,3,6,6,6,6,6,3
138,6,4,6,4,4,4,6,6,6,6,6,6,6,4
139,6,6,2,4,6,3,6,6,4,6,6,6,6,3
140,5,6,6,5,6,5,6,5,6,6,6,6,6,5
141,4,4,4,4,4,4,6,6,6,6,6,6,6,4
142,6,6,4,4,4,4,6,6,6,6,6,6,6,4
143,6,6,6,4,2,4,6,2,6,6,6,6,6,4
144,4,4,4,5,5,5,4,4,5,6,6,6,6,5
145,6,2,3,4,4,4,6,6,4,6,4,6,4,4
146,3,2,2,2,4,3,2,2,3,4,3,3,2,2
147,4,6,0,4,4,4,6,4,4,6,6,6,6,4
148,4,4,4,4,4,4,6,4,6,6,6,6,6,4
149,5,4,4,4,4,0,6,6,4,6,5,6,4,4
150,4,4,4,4,4,4,6,6,4,6,5,6,5,4
151,6,3,3,0,4,4,6,6,4,6,4,6,3,3
152,4,3,2,4,4,4,6,6,5,6,5,6,5,4
153,4,0,0,0,0,0,6,0,4,6,5,6,4,4
154,5,5,5,5,5,5,6,6,6,6,6,6,6,5
155,6,3,3,2,3,3,3,3,6,6,3,6,6,3
156,5,6,4,4,4,3,6,6,4,6,4,6,4,0
157,6,6,4,4,6,6,6,6,6,6,6,6,6,5
158,3,6,4,3,4,3,6,6,6,6,6,6,6,4
159,4,4,3,2,4,3,6,5,6,6,6,6,6,0
160,4,4,3,3,4,3,6,6,0,0,0,0,4,4
161,4,4,3,5,5,5,4,4,4,6,6,6,6,4
162,3,4,4,3,4,3,4,3,6,6,6,6,6,4
163,6,4,4,4,4,4,6,6,6,6,5,6,3,4
164,4,4,3,5,5,5,5,5,6,6,6,6,6,5
165,2,3,4,4,3,3,4,4,6,6,6,6,6,3
166,3,3,3,3,3,3,3,3,6,6,6,6,6,3
167,6,6,5,5,5,5,6,6,5,6,6,6,6,5
168,3,4,4,4,4,4,6,6,4,6,6,6,6,4
169,4,4,4,3,3,3,6,6,3,6,4,6,3,4
170,6,4,4,4,4,4,4,4,3,3,3,3,3,4
171,3,3,3,3,3,3,3,3,6,6,6,6,6,4
172,3,3,3,3,3,3,3,3,6,6,6,6,6,4
173,4,4,4,4,4,4,4,4,4,4,6,6,6,5
174,0,3,3,6,6,6,6,6,6,6,6,6,6,3
175,4,3,3,5,5,5,4,4,4,3,5,6,6,4
176,6,3,6,6,6,4,6,6,6,6,6,6,6,4
177,4,4,4,2,4,4,4,4,4,6,6,6,6,4
178,4,4,4,4,5,5,4,4,6,6,6,6,6,4
179,3,3,3,3,0,0,0,0,4,0,0,4,0,3
180,6,4,6,5,4,5,6,0,6,6,6,6,6,4
181,3,3,3,3,3,3,3,3,6,6,4,6,6,3
182,6,3,3,4,3,4,4,4,6,6,6,6,6,4
183,4,4,4,3,5,5,2,2,6,6,6,6,6,4
184,5,4,5,4,5,5,6,6,3,5,6,3,6,4
185,5,5,5,5,5,5,5,5,0,0,0,0,0,5
186,6,4,4,4,4,4,6,6,2,6,4,6,4,4
187,4,4,4,3,5,5,4,0,6,6,6,6,6,4
188,6,4,3,4,4,4,4,4,6,6,6,6,6,4
189,4,4,4,5,5,5,6,6,6,6,6,6,6,5
190,0,5,0,0,5,0,0,0,0,0,0,0,0,5
191,0,3,2,3,3,2,3,3,3,0,6,6,6,3
192,2,1,1,3,3,2,3,3,6,6,6,6,6,2
193,4,2,3,4,4,4,6,6,4,6,4,6,6,3
194,6,3,3,4,5,6,6,6,6,6,6,6,6,4
195,3,4,6,4,4,4,6,5,5,6,4,6,4,4
196,6,2,2,2,3,3,6,6,0,0,0,0,0,3
197,5,6,5,2,4,5,6,6,2,6,6,6,6,4
198,4,6,6,5,1,6,6,6,6,6,6,6,6,4
199,2,3,3,5,5,5,5,5,5,5,5,5,5,3
200,5,5,5,5,5,5,6,6,6,6,6,6,6,5
201,5,5,5,5,5,5,5,5,5,6,5,5,5,5
202,6,6,6,5,5,5,5,5,6,6,6,6,6,5
203,6,4,2,5,5,5,6,6,5,6,6,6,6,5
204,3,3,3,3,3,3,3,3,3,6,6,6,6,3
205,3,3,3,4,4,4,6,6,6,6,6,6,6,4
206,5,6,6,4,5,5,0,0,6,6,6,6,6,6
207,5,3,3,5,5,5,6,6,6,6,6,6,6,4
208,4,3,4,4,4,3,4,4,4,2,6,6,6,4
209,4,0,4,5,4,5,0,0,5,0,0,0,0,4
210,4,6,6,4,4,6,6,6,4,3,6,6,6,4
211,4,4,4,4,4,3,4,4,4,4,4,4,4,4
212,6,6,5,5,6,5,6,6,6,6,6,6,6,5
213,5,5,4,5,4,5,5,5,6,6,6,6,6,4
214,6,5,6,5,5,5,6,6,6,6,5,6,6,5
215,6,3,4,6,5,4,6,6,6,6,6,6,6,4
216,3,3,3,3,4,3,4,4,0,0,0,0,0,4
217,5,3,3,5,5,5,4,4,4,5,4,5,4,4
218,6,6,5,5,5,5,6,6,6,6,6,6,6,4
219,4,4,4,3,4,0,3,3,4,6,6,6,6,4
220,5,5,5,5,5,5,5,5,5,5,5,5,5,5
221,5,6,5,5,5,5,5,5,6,6,6,6,6,5
222,5,6,6,5,5,5,6,6,6,6,6,6,6,4
223,5,3,3,4,3,4,6,6,6,6,6,6,6,4
224,4,4,3,3,3,4,6,4,6,6,6,6,6,4
225,5,3,6,5,5,5,6,5,6,6,6,6,6,5
226,6,6,6,6,6,6,6,6,6,6,6,6,6,6
227,5,5,5,5,5,5,5,5,5,5,5,5,5,5
228,6,3,4,5,5,5,4,4,3,4,6,6,6,4
229,5,5,5,5,5,5,5,5,6,6,6,6,6,5
230,5,4,5,5,5,5,6,6,5,6,5,6,6,5
231,5,4,6,4,4,4,4,4,0,0,0,0,0,4
232,5,4,3,5,5,5,5,5,6,6,4,6,6,5
233,4,3,4,5,5,4,3,3,6,6,6,6,6,4
234,0,4,0,0,0,0,0,0,0,0,0,0,0,4
235,6,5,5,5,5,5,5,5,5,5,5,6,5,5
236,5,5,5,5,5,5,5,5,0,0,0,0,0,5
237,6,4,5,3,4,5,5,5,0,0,0,0,0,4
238,4,4,5,5,5,5,4,4,4,4,4,4,4,4
239,3,3,4,5,4,4,4,4,4,5,4,4,4,4
240,6,6,6,6,6,6,6,6,6,6,6,6,6,4
241,5,5,5,5,5,5,5,5,5,5,5,5,5,5
242,4,6,6,5,4,4,4,5,4,6,5,6,4,4
243,6,6,6,6,6,6,6,6,0,0,0,0,0,3
244,5,5,5,5,5,5,5,5,5,6,6,6,6,5
245,6,6,2,4,3,3,2,6,6,3,6,6,6,3
246,3,3,4,4,4,4,4,4,4,4,4,4,4,4
247,5,5,3,5,4,4,5,5,5,5,5,6,6,4
248,4,3,3,5,4,4,0,0,0,0,0,0,0,4
249,3,6,3,4,4,4,4,4,6,6,6,6,6,3
250,3,4,4,5,5,5,5,5,0,0,0,0,0,0
251,5,3,3,4,5,5,6,4,6,6,6,6,6,4
252,5,5,5,3,5,5,6,6,5,6,5,6,5,4
253,6,3,0,5,6,5,6,4,5,5,6,6,6,4
254,5,3,6,5,5,5,6,6,5,6,6,6,6,4
255,5,3,4,4,4,5,6,3,4,6,6,6,6,3
256,6,4,4,5,5,5,6,6,6,6,6,6,6,5
257,6,5,5,5,4,4,6,6,6,6,6,6,6,5
258,6,6,6,6,4,4,0,0,4,0,0,0,0,4
259,6,6,6,4,4,6,6,6,5,6,6,6,6,4
260,0,0,0,0,0,0,0,0,5,5,5,0,0,0
261,4,6,6,5,5,3,6,5,2,6,6,6,4,0
262,4,4,6,5,4,5,6,6,6,6,6,6,6,4
263,3,3,3,5,6,5,6,6,6,6,4,6,6,4
264,6,2,2,3,5,4,6,6,6,6,6,6,6,3
265,3,2,3,4,4,4,6,3,6,6,6,6,6,4
266,3,3,4,4,5,4,4,4,6,6,6,6,6,3
267,4,4,3,3,5,4,6,6,6,6,6,6,6,5
268,3,2,3,4,4,4,4,4,4,4,5,4,5,4
269,6,3,3,4,4,4,3,3,6,6,3,0,6,0
270,5,5,5,5,5,5,5,5,5,5,5,5,5,3
271,4,6,3,4,4,5,4,4,6,6,6,6,6,4
272,4,2,2,3,3,4,6,6,6,6,6,6,6,3
273,6,4,3,5,6,5,6,6,6,6,6,6,6,4
274,3,6,6,5,6,5,4,4,6,6,6,6,6,4
275,6,6,6,4,5,4,4,4,6,6,6,6,6,4
276,4,2,2,3,4,4,3,3,4,6,4,6,6,6
277,6,6,6,4,4,4,6,6,6,6,6,6,6,4
278,6,6,6,4,4,4,4,0,6,6,4,6,6,4
279,6,4,6,2,5,1,3,3,3,6,4,6,2,0
280,4,6,3,5,5,5,6,5,5,6,5,6,0,5
281,6,2,2,3,4,3,3,3,6,6,3,6,6,3
282,5,4,5,5,5,5,5,4,5,5,5,5,4,5
283,3,6,2,4,4,4,4,4,6,6,6,6,6,4
284,6,6,6,4,4,4,2,4,6,6,6,6,6,3
285,3,3,2,2,4,3,3,3,6,6,6,6,6,3
286,6,6,4,5,5,5,5,5,5,6,5,6,5,5
287,4,6,4,4,5,5,6,5,6,6,3,6,6,4
288,6,2,1,3,4,5,6,6,5,5,5,6,0,3
289,4,4,4,5,3,3,3,3,4,4,5,6,4,4
290,5,6,4,4,5,6,6,6,6,6,6,6,6,4
291,6,5,6,5,6,6,6,6,6,6,6,6,6,5
292,6,6,6,4,4,4,6,4,3,6,4,6,4,3
293,6,2,3,4,3,4,6,6,3,6,6,6,4,3
294,6,4,6,4,4,5,6,6,4,6,5,6,5,5
295,0,0,0,3,3,3,3,0,5,4,0,0,0,4
296,4,0,4,0,5,0,0,0,0,0,0,0,0,4
297,6,3,3,4,4,4,6,4,0,0,0,0,3,4
298,4,4,4,4,4,4,6,6,6,6,6,6,6,4
299,4,3,3,4,4,5,6,6,6,6,6,6,6,4
300,3,3,3,3,3,4,3,3,0,0,0,0,0,3
301,3,3,3,3,4,4,3,3,0,0,0,0,0,3
302,5,3,6,5,5,5,6,6,6,6,6,6,6,5
303,3,2,3,4,4,4,6,6,6,6,6,6,6,3
304,4,6,3,3,4,4,4,4,6,6,6,6,5,0
305,4,4,4,4,4,3,6,6,6,6,6,6,5,4
306,4,4,4,4,4,4,4,4,3,6,4,6,4,4
307,5,4,6,4,5,5,6,5,6,6,5,6,6,5
308,3,2,2,4,3,2,6,6,6,6,4,6,6,2
309,5,5,5,5,5,5,5,6,6,6,6,6,6,5
310,6,4,4,4,4,4,6,6,4,6,6,6,6,4
311,6,4,6,4,4,4,4,4,4,4,4,4,4,4
312,6,3,3,4,4,4,4,4,4,4,4,6,3,4
313,4,3,3,4,4,4,6,6,6,6,5,6,6,4
314,4,6,3,4,4,4,6,6,6,6,4,6,6,4
315,4,4,3,4,5,4,6,6,6,6,3,6,6,4
316,6,3,3,4,4,4,4,4,6,6,6,6,6,4
317,4,6,6,4,5,4,6,6,3,6,5,6,5,4
318,3,3,2,4,3,3,3,3,3,6,4,6,3,3
319,3,6,3,4,4,4,4,4,3,6,6,6,6,3
320,6,6,6,6,6,3,6,6,6,6,6,6,6,2
321,6,6,6,5,5,5,6,6,6,6,6,6,6,5
322,3,3,3,2,4,2,6,6,6,6,6,6,6,3
323,4,4,3,5,5,5,0,0,0,0,5,0,5,5
324,6,6,6,5,5,3,6,6,4,6,6,6,6,5
325,6,3,3,4,4,3,6,6,3,6,6,6,6,3
326,4,3,3,4,4,4,6,6,4,6,5,6,4,4
327,3,4,4,5,5,5,5,5,5,6,5,6,5,0
328,3,6,2,3,4,4,6,6,3,6,4,6,3,3
329,3,2,3,4,4,4,4,4,6,6,4,6,6,4
330,3,4,4,3,3,3,3,3,3,3,4,4,4,4
331,4,6,6,4,4,2,6,6,6,6,6,6,6,4
332,3,3,2,4,4,2,3,3,6,6,6,6,6,3
333,3,3,3,4,4,4,3,3,6,6,6,6,6,4
334,4,3,3,4,4,5,4,4,6,6,5,6,6,4
335,6,3,6,5,5,4,5,5,4,6,5,6,3,4
336,4,4,4,4,4,4,3,3,4,6,6,6,3,4
337,4,6,6,4,4,4,4,4,4,4,4,6,4,4
338,6,6,6,3,4,4,4,6,4,6,5,6,3,0
339,6,3,4,4,4,4,0,0,3,6,4,6,4,4
340,3,4,4,3,0,4,0,0,0,0,0,0,0,4
341,6,3,5,3,5,3,4,2,6,6,4,6,6,4
342,4,4,6,5,5,4,1,1,5,6,5,6,5,4
343,4,4,4,5,5,5,5,5,4,6,5,6,6,5
344,5,4,4,5,5,5,5,5,5,5,5,5,5,5
345,4,3,3,5,4,4,4,6,6,6,6,6,6,4
346,6,6,6,6,6,6,6,6,6,6,6,6,6,3
347,6,6,4,4,4,4,6,6,6,6,6,6,6,4
348,6,6,6,6,0,5,0,0,5,5,6,6,6,5
349,4,4,4,3,4,3,4,4,3,6,6,6,6,4
350,2,3,2,3,4,3,3,3,4,0,4,0,4,0
351,3,3,3,4,4,4,6,6,5,6,4,6,5,4
352,5,6,6,5,5,5,6,6,6,6,6,6,6,5
353,3,4,6,5,5,5,6,6,5,6,6,6,6,4
354,6,6,6,5,5,5,5,5,5,6,6,6,6,5
355,5,5,5,5,5,5,5,5,5,6,6,6,0,5
356,0,0,0,0,5,0,0,0,0,0,0,0,0,4
357,3,6,6,4,5,3,6,6,5,6,6,6,6,4
358,4,4,4,5,5,5,4,4,6,6,6,6,6,4
359,6,4,4,5,5,5,5,5,4,6,6,6,6,5
360,0,3,2,4,4,3,4,4,3,6,6,3,6,4
361,3,4,4,5,5,4,6,6,4,6,4,6,2,4
362,5,5,5,5,5,5,5,5,5,0,0,0,5,5
363,5,3,3,5,5,5,5,5,6,6,6,6,6,4
364,5,4,5,4,5,5,5,5,5,5,5,5,5,5
365,4,3,2,4,4,3,2,2,6,6,6,6,6,3
366,5,4,4,5,5,5,4,3,3,6,6,6,6,4
367,4,2,3,4,4,4,6,6,3,6,6,6,6,0
368,5,4,3,5,5,5,3,3,3,6,6,6,6,4
369,4,4,4,3,5,4,0,0,5,4,4,6,6,4
370,3,2,3,5,5,5,4,5,5,4,5,5,5,4
371,3,2,2,4,3,3,3,3,4,4,4,4,0,3
372,5,5,5,5,5,5,5,5,5,5,5,5,5,0
373,3,6,3,4,5,5,6,6,6,6,6,6,6,4
374,5,3,4,4,4,4,4,4,4,3,6,3,6,4
375,5,4,4,5,5,4,6,6,6,6,6,6,6,5
376,6,3,3,4,4,4,6,6,4,6,4,6,4,4
377,3,4,3,4,6,4,6,6,6,6,6,6,6,3
378,4,3,4,4,4,5,3,3,5,4,4,3,3,4
379,5,5,4,5,5,5,5,5,5,5,5,0,5,4
380,5,4,4,5,5,6,6,6,6,6,6,6,6,4
381,6,4,6,5,5,4,6,6,6,6,5,6,6,5
382,4,3,3,4,6,4,6,6,6,6,6,6,6,4
383,4,6,4,4,4,4,6,6,4,6,5,6,5,4
384,6,0,6,5,5,5,5,5,6,6,6,6,6,4
385,6,4,2,6,6,6,6,6,6,6,6,6,6,3
386,3,3,3,3,4,3,4,4,3,6,6,6,6,4
387,4,3,0,0,3,3,3,3,0,0,3,0,0,3
388,4,3,4,4,4,3,3,3,4,4,4,0,4,0
389,3,3,3,3,3,4,4,4,6,6,6,6,6,4
390,5,4,5,4,4,4,4,4,3,6,6,6,6,4
391,4,4,4,4,4,4,4,4,6,6,6,6,6,4
392,6,6,3,3,3,2,6,6,6,6,6,6,6,3
393,3,3,2,6,3,3,3,3,6,6,6,6,6,3
394,4,2,3,3,3,2,3,3,3,3,3,3,3,3
395,4,3,3,3,3,2,2,2,2,2,6,6,6,3
396,6,6,6,6,6,6,6,6,6,6,6,6,6,6
397,4,3,3,3,3,4,6,6,3,6,6,6,6,3
398,3,3,2,4,4,4,6,6,6,6,6,6,6,3
399,6,6,6,3,3,6,6,6,3,3,6,6,6,3
400,4,6,3,3,3,3,6,6,2,3,6,6,6,3
401,1,2,2,2,5,2,3,3,3,3,3,3,3,3
402,6,2,2,1,3,2,1,1,3,6,2,6,2,2
403,3,4,3,2,3,3,2,2,6,6,4,6,6,4
404,4,2,3,4,4,4,6,6,6,6,6,6,6,3
405,3,3,3,4,4,4,4,4,3,6,4,6,6,4
406,4,6,4,4,4,4,4,4,4,6,6,6,6,4
407,6,6,4,4,4,4,6,6,3,3,6,6,6,3
408,3,3,3,3,4,3,6,6,6,6,6,6,6,3
409,3,3,3,2,4,3,3,3,3,6,3,6,6,3
410,4,3,3,4,4,5,5,5,3,6,6,6,6,4
411,3,3,3,3,3,3,3,3,6,6,6,6,6,3
412,4,3,2,3,3,3,6,6,6,6,3,6,6,3
413,6,6,3,4,4,3,6,6,6,6,6,6,6,4
414,3,6,6,4,4,4,6,6,6,6,6,6,6,4
415,6,3,3,4,4,4,6,6,6,6,6,6,6,5
416,6,6,3,2,3,3,6,6,6,6,6,6,6,3
417,6,6,4,3,3,3,3,3,6,6,6,6,6,4
418,3,6,3,3,3,3,3,3,2,2,3,6,4,3
419,3,3,3,3,3,3,6,6,6,6,6,6,6,3
420,3,3,3,4,4,4,3,3,6,6,6,6,6,4
421,4,6,4,4,4,4,4,4,4,4,5,6,4,4
422,6,6,3,3,4,4,6,6,6,6,6,6,6,3
423,3,3,3,3,3,3,3,3,6,6,6,6,6,3
424,6,3,2,4,3,3,6,6,6,6,6,6,6,3
425,4,5,3,5,4,3,4,5,6,6,6,6,6,4
426,2,2,1,3,3,3,3,3,6,6,4,6,6,3
427,6,3,2,3,4,3,2,2,3,6,2,6,4,3
428,4,4,4,5,5,5,6,5,5,5,5,6,6,4
429,3,3,4,4,5,6,4,4,3,6,6,6,6,6
430,3,3,2,4,3,3,3,3,6,6,6,6,6,3
431,3,4,3,4,4,3,3,3,2,3,4,6,4,3
432,3,3,4,3,3,4,3,3,4,4,4,3,4,4
433,3,4,4,4,4,4,6,6,6,6,6,6,6,4
434,3,3,3,3,4,3,3,3,6,6,6,6,6,3
435,3,3,3,4,4,5,3,3,4,6,6,6,6,4
436,5,6,6,5,5,5,6,6,6,6,6,6,6,5
437,5,4,3,5,5,5,5,5,6,6,6,6,6,5
438,3,3,3,3,3,3,3,3,3,3,3,3,3,0
439,2,3,3,4,4,4,4,4,6,6,6,6,6,4
440,6,6,3,4,4,4,6,6,3,6,6,6,6,3
441,3,2,3,4,4,4,4,4,6,6,6,6,6,4
442,6,6,6,4,4,4,4,4,3,3,3,3,4,4
443,2,3,3,1,1,1,1,1,3,6,6,6,6,2
444,5,4,4,5,5,5,6,6,5,6,6,6,6,5
445,3,3,3,3,3,3,3,3,3,6,6,6,6,3
446,4,4,4,4,4,4,4,4,6,6,6,6,6,4
447,6,6,3,4,5,4,6,6,4,6,6,6,6,4
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,4,4,4,5,5,5,5,5,0,0,0,0,0,5
450,3,4,4,4,4,4,4,4,0,0,0,0,0,4
451,4,3,4,5,5,4,5,5,6,6,6,6,6,6
452,6,6,4,6,5,5,6,6,6,6,6,6,6,5
453,4,4,4,5,5,5,4,4,6,6,5,6,6,4
454,4,4,4,4,4,5,4,5,6,6,5,6,6,4
455,5,5,5,5,5,5,5,5,5,5,5,5,5,5
456,6,4,4,4,4,4,4,4,6,6,6,6,6,4
457,3,4,3,4,5,5,5,5,5,5,5,5,5,5
458,6,6,4,4,4,4,6,6,0,0,0,0,0,0
459,6,6,4,4,5,4,6,6,5,4,6,6,4,4
460,0,2,5,5,5,5,5,5,5,5,5,5,4,5
