,ART,FOOD,STORE,SIGN,WALKWAYS,SCREENS,INFODOWN,INFOUP,WIFI,ROADS,PARK,AIRTRAIN,LTPARKING,RENTAL,ALL
2876,3,4,4,3,3,4,6,6,6,4,3,6,6,3,4
2877,5,4,4,5,5,5,4,5,5,5,6,6,6,5,5
2878,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4
2879,4,4,6,4,3,5,6,6,4,6,6,6,6,6,5
2880,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2881,5,5,5,5,5,5,5,5,6,4,4,5,4,4,5
2882,4,4,4,4,5,5,5,5,6,6,6,4,6,6,4
2883,6,6,6,3,3,3,6,6,6,6,6,6,6,6,3
2884,6,4,4,4,3,5,0,0,5,5,0,5,0,5,0
2885,5,0,0,5,0,0,5,0,0,5,0,0,0,0,0
2886,4,4,4,3,3,3,3,3,3,4,3,3,3,6,4
2887,3,6,3,5,6,5,6,6,6,6,6,6,6,6,5
2888,3,2,2,3,4,4,3,3,4,3,6,3,6,3,3
2889,0,6,6,4,5,5,6,6,6,6,6,6,6,6,4
2890,6,6,3,3,3,3,3,3,3,3,3,0,6,6,3
2891,5,2,2,3,5,3,6,6,4,2,3,3,3,3,4
2892,4,4,3,3,3,3,3,3,6,3,3,3,3,3,4
2893,5,5,5,5,5,5,5,5,6,5,5,5,6,6,5
2894,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5
2895,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0
2896,4,6,3,4,4,3,6,3,6,3,6,6,6,6,3
2897,4,4,4,4,5,5,5,5,4,6,6,6,6,6,4
2898,5,3,3,4,4,3,6,6,3,4,6,6,6,6,3
2899,6,3,4,5,5,5,5,5,5,6,6,5,0,5,5
2900,4,3,3,1,4,3,6,6,4,6,6,6,6,6,3
2901,4,3,3,3,4,4,4,4,4,4,4,6,6,6,4
2902,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2903,4,3,3,4,4,4,3,3,3,3,6,1,6,6,3
2904,5,5,5,5,2,3,6,6,6,5,1,6,6,6,4
2905,5,4,4,4,4,5,6,5,4,6,6,6,6,6,4
2906,4,3,2,3,3,3,6,6,4,3,3,6,2,6,3
2907,4,4,4,4,4,4,4,6,6,6,6,6,6,6,4
2908,4,3,0,4,3,4,3,3,1,4,0,3,3,3,4
2909,2,2,4,6,5,6,6,6,1,6,6,6,6,6,3
2910,5,4,6,5,5,5,6,6,3,4,6,6,6,6,5
2911,6,1,2,2,3,3,6,6,6,4,6,4,6,2,0
2912,4,4,3,1,5,3,3,6,6,3,6,4,6,6,3
2913,3,5,5,4,5,5,5,5,6,6,6,6,6,6,5
2914,5,5,6,5,5,5,6,6,6,5,6,6,6,6,5
2915,0,4,4,4,4,4,4,4,0,0,0,0,0,0,5
2916,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
2917,5,6,6,6,6,6,6,6,1,6,6,6,6,6,4
2918,0,3,3,1,4,1,0,0,0,6,6,5,6,6,0
2919,3,3,3,3,3,3,3,3,3,6,6,6,6,6,3
2920,4,3,6,5,5,5,6,6,6,2,6,5,6,6,4
2921,3,3,3,3,3,4,3,3,0,3,3,0,0,0,3
2922,4,4,3,3,6,3,3,3,6,6,6,6,6,6,4
2923,4,4,4,5,5,5,5,5,4,6,6,6,6,6,4
2924,6,4,3,6,5,5,5,5,4,5,5,6,6,6,5
2925,5,5,5,5,5,5,5,5,6,5,6,6,6,6,5
2926,6,6,3,4,6,4,6,6,6,4,6,6,6,6,4
2927,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2928,5,4,5,5,5,5,5,6,6,6,6,5,6,6,5
2929,4,4,6,4,4,4,4,6,2,6,6,6,6,6,6
2930,4,6,6,4,4,5,0,6,5,6,6,6,3,6,4
2931,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2932,4,3,3,3,4,4,6,6,2,2,3,6,6,6,3
2933,5,4,4,2,2,4,3,6,1,6,6,6,6,6,4
2934,4,4,4,4,4,4,6,6,6,6,6,6,6,6,0
2935,4,3,6,4,4,4,3,3,3,6,6,4,3,3,0
2936,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2937,5,3,3,5,5,5,6,6,6,5,5,5,4,6,5
2938,5,4,4,5,4,5,5,5,5,5,5,6,3,6,4
2939,4,2,3,4,5,5,6,6,6,3,3,6,6,6,3
2940,5,3,3,4,4,4,4,4,6,3,4,6,6,6,4
2941,2,3,3,4,3,4,6,6,6,6,6,6,6,6,0
2942,6,4,5,5,5,5,6,6,6,5,4,6,6,6,5
2943,6,6,6,0,3,0,0,0,4,6,6,6,6,6,0
2944,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2945,3,2,2,3,3,2,2,0,6,6,6,6,6,6,2
2946,3,3,3,4,4,4,5,6,6,4,3,6,6,6,4
2947,5,3,3,3,3,3,6,6,6,6,6,6,6,6,5
2948,0,4,6,0,0,5,5,6,6,5,6,6,6,6,4
2949,4,3,4,4,4,4,4,4,5,6,6,6,6,6,5
2950,6,3,3,0,3,3,6,6,6,2,0,0,0,0,3
2951,4,2,3,3,5,5,4,6,5,6,6,6,6,6,4
2952,5,3,4,4,4,4,4,4,4,0,0,0,0,0,4
2953,4,4,4,3,4,4,3,4,2,2,6,6,6,6,4
2954,2,2,4,4,4,4,6,6,6,4,6,4,6,4,3
2955,5,5,4,5,6,5,6,6,6,6,6,6,6,6,5
2956,4,4,6,5,5,4,5,5,5,6,4,6,6,6,4
2957,5,3,4,4,4,5,5,5,2,4,4,4,1,2,4
2958,4,4,4,5,5,5,6,6,6,4,6,6,6,6,5
2959,3,3,3,3,3,3,3,3,4,6,6,6,6,6,4
2960,1,6,2,6,2,2,6,6,0,4,6,6,6,6,2
2961,4,4,4,4,4,4,4,4,4,4,4,6,6,6,4
2962,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0
2963,5,5,4,4,5,4,6,6,4,4,0,4,6,6,4
2964,3,4,4,4,4,3,6,6,6,4,4,5,6,4,4
2965,4,4,4,3,0,3,6,3,6,3,3,3,3,3,3
2966,5,4,6,5,5,5,6,6,6,6,6,6,6,6,5
2967,5,4,4,5,5,5,5,5,5,4,4,5,6,5,5
2968,5,5,5,5,4,5,4,4,6,6,6,4,6,6,5
2969,5,4,4,4,4,4,6,6,6,6,6,6,6,6,4
2970,5,4,4,5,5,5,4,4,4,5,5,5,4,4,4
2971,4,3,3,4,4,4,4,4,6,5,4,6,6,6,4
2972,6,3,6,5,5,0,6,6,6,4,6,6,6,6,4
2973,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5
2974,4,4,4,5,5,4,6,6,6,5,6,6,6,3,4
2975,5,6,4,5,5,5,5,6,6,5,6,6,6,6,5
2976,6,5,4,4,5,5,6,6,5,5,6,5,6,6,4
2977,6,6,3,2,3,3,6,6,0,6,6,6,6,6,4
2978,4,4,4,4,3,3,3,3,3,4,6,6,6,6,4
2979,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2980,4,3,3,4,5,5,5,5,4,4,4,4,6,4,4
2981,5,5,4,0,5,5,0,0,3,4,4,4,4,4,4
2982,4,5,4,4,5,5,5,5,5,5,4,6,4,6,5
2983,4,3,3,5,5,5,6,6,6,5,4,4,6,6,5
2984,5,4,4,4,5,5,6,6,5,4,6,6,6,6,4
2985,4,4,4,3,3,4,6,6,5,6,6,5,6,6,4
2986,5,5,4,4,3,3,6,6,4,4,4,3,6,6,4
2987,5,5,5,5,5,5,5,5,6,4,6,6,6,6,5
2988,5,4,3,3,0,3,6,6,6,3,3,5,3,3,3
2989,6,4,6,5,6,6,6,6,6,5,5,6,5,6,4
2990,4,4,4,4,4,4,6,6,4,5,4,6,6,6,4
2991,6,4,6,6,6,3,6,6,6,6,6,6,6,6,3
2992,6,3,2,3,3,3,6,6,3,4,6,6,6,6,3
2993,5,4,4,5,6,5,6,6,5,4,6,6,6,6,4
2994,0,5,5,5,5,5,6,6,5,6,6,5,6,6,4
2995,5,0,0,4,4,4,0,0,0,0,0,5,0,0,4
2996,5,4,4,4,4,4,0,0,5,6,6,6,6,6,6
2997,0,0,0,0,0,0,0,0,0,4,3,3,6,3,3
2998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2999,3,3,3,4,3,3,3,3,6,3,6,6,6,6,4
3000,5,4,4,3,4,4,3,3,4,5,4,5,4,4,4
3001,4,4,4,4,4,4,4,4,4,4,4,6,6,4,4
3002,4,6,3,4,4,4,6,4,4,6,6,6,6,6,4
3003,5,4,6,0,4,5,6,6,5,5,6,6,6,6,5
3004,5,5,4,5,5,3,6,6,5,5,5,5,5,5,5
3005,4,6,6,4,4,4,6,6,6,4,4,6,6,6,4
3006,5,6,6,5,5,5,6,5,5,6,6,6,6,6,5
3007,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0
3008,4,3,3,4,4,4,6,6,4,3,3,4,6,4,4
3009,0,2,0,3,3,4,6,0,3,6,6,6,6,6,3
3010,5,3,5,5,4,4,6,6,3,4,6,6,2,6,5
3011,4,4,6,6,0,5,6,6,6,6,6,6,6,6,5
3012,4,4,3,4,4,4,3,4,5,4,6,5,6,6,4
3013,5,6,6,5,5,5,6,6,6,5,5,6,5,6,5
3014,4,4,4,2,4,2,6,6,6,3,6,6,6,6,4
3015,5,4,4,5,5,4,3,3,4,4,3,6,6,6,4
3016,5,3,4,5,4,4,6,6,6,6,6,3,6,6,4
3017,4,4,4,4,4,4,6,6,2,4,4,6,6,6,4
3018,5,2,2,3,4,4,4,4,5,4,4,4,4,6,4
3019,4,4,0,4,4,4,0,0,4,4,4,0,0,0,4
3020,4,3,3,4,3,3,2,4,3,4,4,4,6,6,4
3021,4,3,3,4,5,4,6,6,6,5,6,5,6,6,4
3022,3,3,4,3,4,4,5,5,5,6,6,6,6,6,4
3023,5,5,5,5,6,5,6,6,6,6,6,6,6,6,5
3024,3,3,0,4,3,4,6,6,6,6,0,6,0,0,4
3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3026,6,4,4,1,4,1,1,1,5,0,0,0,0,5,4
3027,3,2,3,4,4,4,4,4,4,4,6,4,6,6,4
3028,3,3,2,3,3,3,6,6,6,6,6,6,6,6,3
3029,4,2,2,4,4,4,6,6,6,4,3,4,6,6,4
3030,5,5,5,4,5,4,3,3,3,4,0,5,0,0,5
3031,3,6,4,4,5,5,6,6,4,5,4,6,6,6,3
3032,5,5,5,5,5,5,6,6,5,6,6,6,6,6,5
3033,5,4,4,4,4,5,6,6,5,5,4,6,4,6,4
3034,6,6,1,3,5,3,6,6,6,6,6,6,6,6,3
3035,5,3,4,5,5,5,5,5,5,5,5,6,5,6,5
3036,5,5,4,5,4,4,6,6,5,5,4,5,6,6,5
3037,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3
3038,4,6,6,3,3,3,3,6,6,6,6,6,6,6,4
3039,6,6,6,4,4,4,6,6,5,6,6,6,6,6,4
3040,4,6,4,4,4,4,5,5,6,5,6,4,6,4,4
3041,5,6,6,5,1,5,6,6,3,5,6,6,6,6,5
3042,3,3,3,2,2,3,6,6,3,3,3,3,3,2,2
3043,3,3,3,3,3,0,6,6,6,6,6,3,6,6,3
3044,5,6,6,6,6,6,6,6,6,6,6,6,6,6,5
3045,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6
3046,2,2,2,2,2,2,2,2,4,4,4,0,0,0,4
3047,0,2,0,5,5,5,5,5,0,5,5,0,0,0,5
3048,3,3,3,4,4,4,5,5,5,6,6,6,6,6,4
3049,0,4,4,4,6,0,6,6,6,4,6,6,6,6,4
3050,6,6,6,5,6,6,6,6,6,4,6,6,6,6,4
3051,3,6,6,3,3,0,6,6,6,6,6,6,0,0,3
3052,0,4,3,5,5,4,6,6,4,5,4,4,6,6,4
3053,4,5,4,5,4,5,6,6,5,6,6,6,6,6,4
3054,5,3,3,5,6,5,5,6,0,3,6,6,6,6,5
3055,4,4,4,4,4,3,6,3,4,6,6,6,6,6,4
3056,6,5,5,5,5,5,6,6,6,5,6,6,6,6,5
3057,3,4,2,4,5,5,4,4,3,4,6,4,6,4,4
3058,5,5,5,3,3,3,6,6,6,6,3,3,3,3,4
3059,0,4,4,4,0,5,3,3,0,5,0,0,0,0,4
3060,4,6,6,4,6,4,6,6,6,0,0,0,0,0,4
3061,6,6,6,5,5,5,5,5,6,5,5,6,6,6,5
3062,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4
3063,6,3,6,1,3,2,3,3,4,4,2,6,2,2,4
3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,5,6,5,5,5,5,6,6,6,4,5,5,4,6,5
3066,3,4,4,4,4,4,3,6,6,6,6,6,6,6,4
3067,5,4,4,4,5,5,6,6,6,4,4,5,6,6,5
3068,3,3,6,4,4,4,4,4,4,0,0,0,0,5,4
3069,4,3,3,4,4,4,6,6,2,4,3,3,3,3,3
3070,4,6,6,5,5,5,6,6,6,5,6,6,6,6,5
3071,3,3,3,3,4,3,3,6,6,6,6,6,6,6,3
3072,5,3,4,4,4,4,4,4,0,4,4,5,4,0,5
3073,6,6,6,3,0,4,5,5,5,4,6,6,6,6,0
3074,3,3,3,4,5,5,6,6,4,6,6,5,6,3,4
3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3076,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
3077,6,5,5,5,5,5,5,5,5,6,6,6,6,6,5
3078,3,3,5,4,5,5,6,6,6,6,6,6,6,6,4
3079,5,3,5,5,5,5,5,5,6,4,3,4,3,4,4
3080,4,3,4,4,4,4,6,6,6,4,4,4,6,6,4
3081,6,5,5,5,5,5,6,6,6,4,6,6,6,6,4
3082,5,1,3,4,4,4,6,6,6,4,4,4,3,6,4
3083,5,5,5,5,5,5,5,6,5,5,5,5,6,3,5
3084,6,6,6,0,4,4,4,3,6,4,3,4,6,6,4
3085,6,4,4,4,4,4,4,4,4,4,0,0,0,0,4
3086,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
